,TX_AMOUNT,CUSTOMER_ID_NB_TX_1DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW,CUSTOMER_ID_NB_TX_7DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW,CUSTOMER_ID_NB_TX_30DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW,TERMINAL_ID_NB_TX_1DAY_WINDOW,TERMINAL_ID_RISK_1DAY_WINDOW,TERMINAL_ID_NB_TX_7DAY_WINDOW,TERMINAL_ID_RISK_7DAY_WINDOW,TERMINAL_ID_NB_TX_30DAY_WINDOW,TERMINAL_ID_RISK_30DAY_WINDOW,TX_DURING_WEEKEND,TX_DURING_NIGHT,TX_AMOUNT>220.53,CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW>213.18,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=9.50,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW>197.81,TERMINAL_ID_RISK_1DAY_WINDOW<=0.75,TERMINAL_ID_RISK_7DAY_WINDOW<=0.54,TERMINAL_ID_RISK_30DAY_WINDOW<=0.15,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=72.50,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=94.04,CUSTOMER_ID_NB_TX_7DAY_WINDOW>29.50,TERMINAL_ID_NB_TX_30DAY_WINDOW<=20.50,TERMINAL_ID_NB_TX_7DAY_WINDOW>3.50,TERMINAL_ID_NB_TX_1DAY_WINDOW<=1.50,TX_DURING_NIGHT<=0.50,"TX_AMOUNT<=220.53,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=9.50","TX_AMOUNT<=220.53,TERMINAL_ID_RISK_1DAY_WINDOW<=0.75","TX_AMOUNT<=220.53,TERMINAL_ID_RISK_7DAY_WINDOW<=0.54","TX_AMOUNT<=220.53,TERMINAL_ID_RISK_30DAY_WINDOW<=0.15","CUSTOMER_ID_NB_TX_1DAY_WINDOW>9.50,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=27.50","CUSTOMER_ID_NB_TX_1DAY_WINDOW>9.50,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=102.00","CUSTOMER_ID_NB_TX_1DAY_WINDOW>9.50,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=21.09","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=2.50","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW<=213.18,TERMINAL_ID_RISK_1DAY_WINDOW<=0.75","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW<=213.18,TERMINAL_ID_RISK_7DAY_WINDOW<=0.54","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW<=213.18,TERMINAL_ID_RISK_30DAY_WINDOW<=0.15","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=17.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW<=52.67","CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW<=197.81,TERMINAL_ID_RISK_30DAY_WINDOW<=0.15","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=111.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=56.49","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_NB_TX_1DAY_WINDOW<=1.50","TERMINAL_ID_NB_TX_7DAY_WINDOW<=3.50,TERMINAL_ID_NB_TX_1DAY_WINDOW<=2.50","TX_DURING_NIGHT>0.50,TERMINAL_ID_NB_TX_1DAY_WINDOW<=2.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_NB_TX_7DAY_WINDOW<=6.00","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_NB_TX_30DAY_WINDOW<=18.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_RISK_30DAY_WINDOW<=0.13","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TX_DURING_NIGHT<=0.50","TERMINAL_ID_NB_TX_7DAY_WINDOW<=3.50,TX_DURING_NIGHT<=0.50","TERMINAL_ID_RISK_7DAY_WINDOW>0.54,TERMINAL_ID_RISK_30DAY_WINDOW<=0.34"
15,15.54,5.0,16.866000000000007,15.0,20.176666666666662,80.0,23.009875,1.0,0.0,6.0,0.0,22.0,0.0,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
16,60.87,1.0,60.869999999999955,18.0,92.74611111111098,80.0,96.0385,1.0,0.0,5.0,0.0,23.0,0.0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
17,46.75,4.0,58.122500000000045,22.0,56.8686363636364,74.0,72.46391891891885,0.0,0.0,3.0,0.0,19.0,0.0,0,1,0,0,1,0,1,1,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0
18,17.29,4.0,30.57499999999999,18.0,29.074999999999996,88.0,25.89738636363637,0.0,0.0,3.0,0.0,17.0,0.0,0,1,0,0,1,0,1,1,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0
19,62.45,4.0,35.68500000000003,26.0,30.830000000000016,123.0,32.8730894308943,0.0,0.0,4.0,0.0,24.0,0.041666666666666664,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
20,114.1,5.0,100.31600000000003,22.0,108.20363636363636,91.0,94.26527472527472,0.0,0.0,5.0,0.0,13.0,0.0,0,1,0,0,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
21,14.27,6.0,13.436666666666666,11.0,12.260909090909092,26.0,13.682692307692308,1.0,0.0,5.0,0.0,15.0,0.0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
22,38.59,6.0,66.27000000000002,32.0,54.493437499999935,117.0,59.22735042735048,0.0,0.0,6.0,0.0,17.0,0.0,0,1,0,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
23,37.17,7.0,69.65142857142851,30.0,74.20899999999992,103.0,74.96320388349514,1.0,0.0,5.0,0.0,19.0,0.0,0,1,0,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
24,153.13,7.0,91.31142857142855,20.0,94.11199999999997,84.0,93.19761904761903,1.0,0.0,6.0,0.0,16.0,0.0,0,1,0,0,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
25,138.46,4.0,76.60750000000021,27.0,93.24222222222217,98.0,90.83908163265306,0.0,0.0,1.0,0.0,12.0,0.0,0,1,0,0,1,0,1,1,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0
26,6.7,2.0,8.785000000000004,8.0,6.472500000000005,45.0,6.26088888888889,1.0,0.0,7.0,0.0,32.0,0.0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
27,19.32,6.0,20.66333333333333,17.0,16.09000000000001,73.0,16.328082191780823,0.0,0.0,3.0,0.0,19.0,0.0,0,1,0,0,1,0,1,1,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0
28,10.2,6.0,39.43833333333335,29.0,35.05586206896551,102.0,33.48009803921569,0.0,0.0,3.0,0.0,28.0,0.0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0
29,8.73,2.0,8.279999999999987,22.0,9.348636363636366,84.0,9.876428571428582,0.0,0.0,5.0,0.0,23.0,0.0,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
30,92.94,5.0,78.31600000000003,13.0,73.23538461538458,58.0,69.86482758620684,1.0,0.0,5.0,0.0,18.0,0.0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
31,69.46,7.0,54.5814285714286,25.0,57.857200000000056,105.0,53.56552380952384,0.0,0.0,3.0,0.0,19.0,0.0,0,1,0,0,1,0,1,1,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0
32,23.32,6.0,48.006666666666696,24.0,41.48083333333333,103.0,44.94621359223299,2.0,0.0,3.0,0.0,14.0,0.0,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0
33,48.42,2.0,77.435,9.0,85.73888888888894,38.0,85.84815789473687,2.0,0.0,6.0,0.0,18.0,0.0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
34,91.01,3.0,97.99000000000002,9.0,99.21222222222215,40.0,81.08175000000003,1.0,0.0,6.0,0.0,18.0,0.0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
35,40.25,8.0,36.122499999999995,39.0,35.07589743589744,109.0,35.460458715596324,1.0,0.0,3.0,0.0,15.0,0.06666666666666667,0,1,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0
36,23.98,5.0,37.904000000000025,25.0,40.12520000000001,102.0,45.71274509803924,1.0,0.0,5.0,0.0,23.0,0.0,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
37,6.78,3.0,55.10666666666645,36.0,64.35083333333334,129.0,65.60193798449605,1.0,0.0,7.0,0.0,22.0,0.0,0,1,0,0,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
38,37.13,4.0,43.68000000000002,30.0,40.41466666666667,115.0,41.98434782608695,0.0,0.0,3.0,0.0,20.0,0.0,0,1,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0
39,47.59,1.0,47.58999999999972,12.0,86.29666666666661,53.0,102.67094339622642,0.0,0.0,5.0,0.0,21.0,0.0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
40,0.3,6.0,8.456666666666669,17.0,9.878823529411765,70.0,10.557714285714287,1.0,0.0,5.0,0.0,22.0,0.0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
41,98.94,7.0,79.88857142857155,30.0,102.77899999999997,121.0,105.19148760330569,1.0,0.0,9.0,0.0,29.0,0.0,0,1,0,0,1,0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
42,114.7,2.0,85.19000000000003,23.0,72.40521739130436,90.0,80.84911111111107,2.0,0.0,7.0,0.0,38.0,0.0,0,1,0,0,1,0,1,1,1,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
43,123.89,3.0,107.12333333333322,24.0,82.53791666666662,82.0,79.71804878048786,0.0,0.0,4.0,0.0,30.0,0.0,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
44,29.04,6.0,77.22000000000001,29.0,86.67724137931035,102.0,90.69862745098047,0.0,0.0,2.0,0.0,17.0,0.0,0,1,0,0,1,0,1,1,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0
45,49.94,5.0,64.596,19.0,58.11736842105261,92.0,56.09804347826089,0.0,0.0,3.0,0.0,26.0,0.0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0
46,72.26,3.0,58.01666666666671,19.0,52.78631578947367,89.0,51.551235955056136,1.0,0.0,8.0,0.0,26.0,0.0,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
47,217.73,4.0,139.65249999999997,26.0,100.37615384615391,90.0,102.3489999999999,0.0,0.0,3.0,0.0,12.0,0.0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0
48,69.23,3.0,35.87333333333342,9.0,62.435555555555524,40.0,80.08700000000002,2.0,0.0,7.0,0.0,26.0,0.0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
49,87.05,4.0,100.9749999999999,25.0,92.38359999999994,97.0,97.18309278350512,2.0,0.0,4.0,0.0,16.0,0.0,0,1,0,0,1,0,1,1,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
50,89.98,5.0,85.042,23.0,89.2995652173913,83.0,96.8104819277108,0.0,0.0,3.0,0.0,25.0,0.0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0
51,96.93,5.0,57.200000000000045,17.0,63.18941176470588,92.0,86.34369565217384,2.0,0.0,4.0,0.0,14.0,0.0,0,1,0,0,1,0,1,1,1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
52,0.43,3.0,4.466666666666669,12.0,6.777500000000004,50.0,6.820999999999999,0.0,0.0,4.0,0.0,19.0,0.0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
53,30.94,2.0,67.135,20.0,71.61600000000004,95.0,75.91705263157897,0.0,0.0,3.0,0.0,12.0,0.0,0,1,0,0,1,0,1,1,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0
54,35.88,2.0,41.38000000000004,22.0,44.64681818181817,105.0,49.328,0.0,0.0,0.0,0.0,10.0,0.0,0,1,0,0,1,0,1,1,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0
55,55.59,2.0,49.760000000000055,21.0,47.0252380952381,90.0,42.54055555555558,0.0,0.0,9.0,0.0,26.0,0.0,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
56,19.27,5.0,17.840000000000014,23.0,18.188695652173884,77.0,23.3938961038961,0.0,0.0,3.0,0.0,14.0,0.0,0,1,0,0,1,0,1,1,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0
57,36.89,3.0,68.70999999999998,22.0,56.051818181818184,82.0,59.47670731707322,0.0,0.0,4.0,0.0,26.0,0.0,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
58,17.31,3.0,50.52666666666667,21.0,69.03000000000004,96.0,75.30656250000003,0.0,0.0,4.0,0.0,17.0,0.0,0,1,0,0,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
59,6.68,4.0,7.5375000000000005,23.0,7.758695652173913,88.0,8.124545454545459,0.0,0.0,4.0,0.0,20.0,0.0,0,1,0,0,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
60,37.64,5.0,28.76200000000002,20.0,24.41549999999999,87.0,26.63287356321838,0.0,0.0,0.0,0.0,11.0,0.0,0,1,0,0,1,0,1,1,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0
61,8.56,5.0,10.276000000000007,31.0,10.97129032258064,131.0,11.741068702290073,0.0,0.0,1.0,0.0,17.0,0.0,0,1,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0
62,101.84,5.0,101.21599999999998,25.0,90.63479999999996,115.0,93.38713043478259,3.0,0.0,7.0,0.0,31.0,0.0,0,1,0,0,1,0,1,1,1,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
