,TX_AMOUNT,CUSTOMER_ID_NB_TX_1DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW,CUSTOMER_ID_NB_TX_7DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW,CUSTOMER_ID_NB_TX_30DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW,TERMINAL_ID_NB_TX_1DAY_WINDOW,TERMINAL_ID_RISK_1DAY_WINDOW,TERMINAL_ID_NB_TX_7DAY_WINDOW,TERMINAL_ID_RISK_7DAY_WINDOW,TERMINAL_ID_NB_TX_30DAY_WINDOW,TERMINAL_ID_RISK_30DAY_WINDOW,TX_DURING_WEEKEND,TX_DURING_NIGHT,TX_AMOUNT>221.13,CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW<=207.65,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=44.50,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW>243.94,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=58.50,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW>155.52,TERMINAL_ID_NB_TX_1DAY_WINDOW<=0.50,TERMINAL_ID_RISK_1DAY_WINDOW<=0.75,TERMINAL_ID_NB_TX_7DAY_WINDOW>9.50,TERMINAL_ID_RISK_7DAY_WINDOW<=0.38,TERMINAL_ID_NB_TX_30DAY_WINDOW>31.50,TERMINAL_ID_RISK_30DAY_WINDOW<=0.11,CUSTOMER_ID_NB_TX_1DAY_WINDOW>3.50,TX_DURING_NIGHT<=0.50,"TX_AMOUNT<=221.13,CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW<=211.36","TX_AMOUNT<=221.13,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=44.50","TX_AMOUNT<=221.13,TERMINAL_ID_RISK_1DAY_WINDOW<=0.75","TX_AMOUNT<=221.13,TERMINAL_ID_RISK_7DAY_WINDOW<=0.38","TX_AMOUNT<=221.13,TERMINAL_ID_RISK_30DAY_WINDOW<=0.11","CUSTOMER_ID_NB_TX_7DAY_WINDOW>44.50,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=7.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=6.50","TERMINAL_ID_NB_TX_7DAY_WINDOW<=9.50,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=3.50","CUSTOMER_ID_NB_TX_1DAY_WINDOW<=3.50,TX_DURING_NIGHT<=0.50","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW>207.65,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=16.00","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW>207.65,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=63.00","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW>207.65,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=92.77","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW>207.65,TERMINAL_ID_RISK_1DAY_WINDOW<=0.75","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW>207.65,TERMINAL_ID_RISK_7DAY_WINDOW<=0.38","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW>207.65,TERMINAL_ID_NB_TX_30DAY_WINDOW<=19.50","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW>207.65,TERMINAL_ID_RISK_30DAY_WINDOW<=0.11","CUSTOMER_ID_NB_TX_7DAY_WINDOW>44.50,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=137.50","CUSTOMER_ID_NB_TX_7DAY_WINDOW>44.50,TERMINAL_ID_NB_TX_1DAY_WINDOW<=0.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=26.50","CUSTOMER_ID_NB_TX_7DAY_WINDOW>44.50,TERMINAL_ID_NB_TX_7DAY_WINDOW<=3.50","TERMINAL_ID_RISK_7DAY_WINDOW>0.38,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=15.50","CUSTOMER_ID_NB_TX_7DAY_WINDOW>44.50,TERMINAL_ID_NB_TX_30DAY_WINDOW<=14.50","CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW<=243.94,TERMINAL_ID_RISK_1DAY_WINDOW<=0.75","CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW<=243.94,TERMINAL_ID_RISK_7DAY_WINDOW<=0.38","CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW<=243.94,TERMINAL_ID_RISK_30DAY_WINDOW<=0.11","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=94.50","TERMINAL_ID_RISK_7DAY_WINDOW>0.38,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=79.50","CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=155.52,TERMINAL_ID_RISK_1DAY_WINDOW<=0.75","CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=155.52,TERMINAL_ID_RISK_7DAY_WINDOW<=0.38","CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=155.52,TERMINAL_ID_RISK_30DAY_WINDOW<=0.11","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_NB_TX_1DAY_WINDOW<=1.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_NB_TX_7DAY_WINDOW<=3.50","TERMINAL_ID_RISK_7DAY_WINDOW>0.38,TERMINAL_ID_RISK_1DAY_WINDOW<=0.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_NB_TX_30DAY_WINDOW<=13.00","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_RISK_30DAY_WINDOW<=0.10","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TX_DURING_NIGHT<=0.50","TERMINAL_ID_RISK_7DAY_WINDOW>0.38,TERMINAL_ID_RISK_30DAY_WINDOW<=0.20"
18,23.38,6.0,22.246666666666687,27.0,24.837407407407383,107.0,23.385233644859817,0.0,0.0,7.0,0.0,33.0,0.0,0,1,0,1,1,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0
19,11.48,4.0,7.040000000000004,12.0,7.277500000000001,49.0,7.686326530612243,1.0,0.0,6.0,0.0,28.0,0.0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0
20,31.17,3.0,16.92000000000002,22.0,15.906818181818174,106.0,15.85716981132075,2.0,0.0,9.0,0.0,35.0,0.0,0,1,0,1,1,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0
21,95.33,2.0,68.63499999999999,6.0,98.37666666666674,51.0,75.70686274509808,0.0,0.0,4.0,0.0,17.0,0.0,0,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0
22,8.24,4.0,19.01,15.0,22.600666666666644,75.0,20.19066666666668,1.0,0.0,5.0,0.0,31.0,0.0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0
23,29.01,5.0,19.415999999999993,19.0,23.599473684210523,79.0,23.621645569620263,1.0,0.0,8.0,0.0,22.0,0.0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0
24,69.62,5.0,67.23399999999995,27.0,77.03185185185187,100.0,83.62099999999998,0.0,0.0,3.0,0.0,14.0,0.0,0,1,0,1,1,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0
25,41.45,4.0,46.97750000000002,26.0,51.379999999999995,94.0,51.57351063829792,2.0,0.0,4.0,0.0,29.0,0.0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0
26,33.72,6.0,38.47833333333333,23.0,40.568260869565286,104.0,42.47951923076925,0.0,0.0,1.0,0.0,16.0,0.0,0,1,0,1,1,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0
27,3.92,1.0,3.920000000000128,23.0,52.906956521739104,107.0,47.97242990654207,1.0,0.0,5.0,0.0,17.0,0.0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0
28,98.17,2.0,97.15999999999997,26.0,72.91038461538466,123.0,80.28073170731703,0.0,0.0,2.0,0.0,12.0,0.0,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0
29,160.8,5.0,132.18400000000003,12.0,100.98833333333324,63.0,97.58507936507941,0.0,0.0,3.0,0.0,19.0,0.0,0,1,0,1,1,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0
30,177.88,3.0,133.70333333333335,13.0,98.12230769230767,67.0,98.83268656716416,2.0,0.0,4.0,0.0,23.0,0.0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0
31,48.03,8.0,79.44375000000001,24.0,53.60541666666669,84.0,61.872142857142826,0.0,0.0,0.0,0.0,8.0,0.0,0,1,0,1,1,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0
32,81.02,5.0,45.424000000000014,27.0,81.43111111111105,113.0,91.4830973451328,0.0,0.0,4.0,0.0,19.0,0.0,0,1,0,1,1,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0
33,105.08,2.0,55.92499999999997,19.0,79.35315789473687,100.0,82.08030000000002,0.0,0.0,6.0,0.0,16.0,0.0,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0
34,29.99,5.0,80.73800000000001,21.0,80.71571428571426,115.0,80.26556521739136,0.0,0.0,6.0,0.0,34.0,0.0,0,1,0,1,1,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0
35,62.53,5.0,42.56799999999999,21.0,45.09904761904761,77.0,49.14948051948054,0.0,0.0,2.0,0.0,18.0,0.0,0,1,0,1,1,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0
36,29.9,5.0,83.00399999999998,14.0,71.9971428571428,94.0,72.2726595744681,1.0,0.0,5.0,0.0,28.0,0.0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0
37,69.07,7.0,108.4157142857143,26.0,94.1823076923077,106.0,93.9540566037735,1.0,0.0,4.0,0.0,15.0,0.0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0
38,110.41,3.0,86.33999999999985,19.0,68.24210526315788,87.0,61.671494252873586,1.0,0.0,5.0,0.0,32.0,0.0,0,1,0,1,1,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0
39,16.32,4.0,45.014999999999986,22.0,48.01181818181817,93.0,59.923118279569906,2.0,0.0,4.0,0.0,18.0,0.0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0
40,43.09,4.0,47.869999999999976,21.0,49.2766666666667,104.0,53.62903846153848,0.0,0.0,6.0,0.0,29.0,0.0,0,1,0,1,1,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0
41,32.87,3.0,26.96333333333332,36.0,20.054999999999993,116.0,19.413448275862077,2.0,0.0,7.0,0.0,23.0,0.0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0
42,54.88,3.0,56.48666666666666,20.0,64.5725,88.0,69.05193181818179,0.0,0.0,2.0,0.0,21.0,0.0,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0
43,113.68,6.0,95.75666666666682,32.0,98.85312499999998,108.0,107.50138888888902,1.0,0.0,4.0,0.0,20.0,0.0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0
44,30.42,1.0,30.42000000000006,8.0,79.84874999999995,24.0,80.53625,2.0,0.0,4.0,0.0,16.0,0.0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0
