,TX_AMOUNT,CUSTOMER_ID_NB_TX_1DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW,CUSTOMER_ID_NB_TX_7DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW,CUSTOMER_ID_NB_TX_30DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW,TERMINAL_ID_NB_TX_1DAY_WINDOW,TERMINAL_ID_RISK_1DAY_WINDOW,TERMINAL_ID_NB_TX_7DAY_WINDOW,TERMINAL_ID_RISK_7DAY_WINDOW,TERMINAL_ID_NB_TX_30DAY_WINDOW,TERMINAL_ID_RISK_30DAY_WINDOW,TX_DURING_WEEKEND,TX_DURING_NIGHT,TX_AMOUNT>219.79,CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW<=215.77,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=36.50,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW<=129.14,CUSTOMER_ID_NB_TX_30DAY_WINDOW>5.50,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=106.91,TERMINAL_ID_NB_TX_1DAY_WINDOW<=0.50,TERMINAL_ID_RISK_1DAY_WINDOW<=0.75,TERMINAL_ID_NB_TX_7DAY_WINDOW<=14.50,TERMINAL_ID_RISK_7DAY_WINDOW<=0.55,TERMINAL_ID_NB_TX_30DAY_WINDOW<=35.50,TERMINAL_ID_RISK_30DAY_WINDOW<=0.11,CUSTOMER_ID_NB_TX_1DAY_WINDOW>6.50,TX_DURING_NIGHT<=0.50,"TX_AMOUNT<=219.79,CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW<=174.92","TX_AMOUNT<=219.79,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW<=144.83","TX_AMOUNT<=219.79,TERMINAL_ID_RISK_1DAY_WINDOW<=0.75","TX_AMOUNT<=219.79,TERMINAL_ID_NB_TX_7DAY_WINDOW<=14.50","TX_AMOUNT<=219.79,TERMINAL_ID_RISK_7DAY_WINDOW<=0.55","TX_AMOUNT<=219.79,TERMINAL_ID_NB_TX_30DAY_WINDOW<=35.50","TX_AMOUNT<=219.79,TERMINAL_ID_RISK_30DAY_WINDOW<=0.11","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW>215.77,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=3.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=4.50","TERMINAL_ID_NB_TX_7DAY_WINDOW>14.50,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=7.50","TERMINAL_ID_NB_TX_30DAY_WINDOW>35.50,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=7.50","TX_DURING_NIGHT>0.50,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=2.50","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW>215.77,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=26.50","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW>215.77,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=111.50","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW>215.77,TERMINAL_ID_RISK_1DAY_WINDOW<=0.75","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=35.00","TERMINAL_ID_NB_TX_7DAY_WINDOW>14.50,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=34.50","TERMINAL_ID_NB_TX_30DAY_WINDOW>35.50,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=37.50","CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW>129.14,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=77.19","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW<=55.32","TERMINAL_ID_RISK_7DAY_WINDOW>0.55,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW<=59.21","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=103.50","TERMINAL_ID_NB_TX_7DAY_WINDOW>14.50,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=124.50","TERMINAL_ID_RISK_7DAY_WINDOW>0.55,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=103.00","TERMINAL_ID_NB_TX_30DAY_WINDOW>35.50,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=127.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=34.16","TERMINAL_ID_NB_TX_7DAY_WINDOW>14.50,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=11.03","TERMINAL_ID_RISK_7DAY_WINDOW>0.55,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=65.39","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_NB_TX_1DAY_WINDOW<=1.50","TERMINAL_ID_NB_TX_7DAY_WINDOW>14.50,TERMINAL_ID_NB_TX_1DAY_WINDOW<=0.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_NB_TX_7DAY_WINDOW<=10.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_RISK_7DAY_WINDOW<=0.55","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_NB_TX_30DAY_WINDOW<=32.00","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_RISK_30DAY_WINDOW<=0.11","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TX_DURING_NIGHT<=0.50","TERMINAL_ID_NB_TX_7DAY_WINDOW>14.50,TERMINAL_ID_NB_TX_30DAY_WINDOW<=35.50","TERMINAL_ID_NB_TX_7DAY_WINDOW>14.50,TX_DURING_NIGHT<=0.50","TERMINAL_ID_RISK_7DAY_WINDOW>0.55,TERMINAL_ID_RISK_30DAY_WINDOW<=0.30"
17,4.28,4.0,32.75500000000005,30.0,70.65766666666667,90.0,70.4481111111111,0.0,0.0,3.0,0.0,19.0,0.10526315789473684,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,14.41,3.0,58.430000000000014,19.0,81.481052631579,101.0,83.80861386138619,1.0,0.0,2.0,0.0,21.0,0.0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,13.0,1.0,13.000000000000135,17.0,21.075882352941214,88.0,25.326590909090918,0.0,0.0,2.0,0.0,13.0,0.0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,31.88,1.0,31.88000000000005,18.0,35.11500000000001,77.0,31.611428571428565,0.0,0.0,5.0,0.0,25.0,0.0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,37.09,6.0,66.3416666666666,32.0,70.16875000000007,110.0,80.94190909090901,0.0,0.0,8.0,0.0,28.0,0.0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,42.49,7.0,46.858571428571416,25.0,48.378399999999964,86.0,52.671744186046475,2.0,0.0,4.0,0.0,24.0,0.0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,85.31,4.0,66.78500000000005,16.0,83.64124999999999,88.0,75.1259090909091,0.0,0.0,5.0,0.0,25.0,0.0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,8.97,2.0,8.085000000000012,5.0,6.719999999999996,23.0,7.331739130434777,0.0,0.0,2.0,0.0,14.0,0.0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,81.03,5.0,47.67399999999999,25.0,54.34160000000003,103.0,54.21009708737868,1.0,0.0,6.0,0.0,25.0,0.0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,4.15,5.0,6.026000000000001,29.0,6.682068965517238,116.0,7.253103448275862,0.0,0.0,9.0,0.0,19.0,0.0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,5.85,3.0,3.093333333333328,16.0,4.438750000000003,65.0,5.897692307692302,0.0,0.0,5.0,0.0,20.0,0.0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,62.45,1.0,62.450000000000294,4.0,66.14000000000003,37.0,95.2697297297297,0.0,0.0,0.0,0.0,19.0,0.0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,104.53,6.0,70.46333333333331,21.0,57.87714285714287,85.0,56.99117647058832,0.0,0.0,5.0,0.0,21.0,0.0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,12.99,3.0,14.723333333333322,17.0,12.081176470588224,96.0,12.713750000000003,1.0,0.0,6.0,0.0,27.0,0.0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,127.11,2.0,82.28999999999996,7.0,76.30142857142853,33.0,75.07636363636365,1.0,0.0,6.0,0.0,26.0,0.0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,78.89,4.0,84.65250000000005,17.0,79.97176470588236,81.0,65.89617283950616,0.0,0.0,1.0,0.0,14.0,0.0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,40.82,4.0,29.13999999999998,26.0,32.27192307692309,103.0,30.904368932038835,0.0,0.0,5.0,0.0,14.0,0.0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,163.82,2.0,140.42500000000007,17.0,93.14941176470589,78.0,100.12948717948714,0.0,0.0,6.0,0.0,21.0,0.0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,27.74,3.0,23.949999999999964,20.0,25.991999999999983,97.0,25.42938144329895,0.0,0.0,5.0,0.0,24.0,0.0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,93.54,5.0,102.1700000000001,24.0,83.9045833333333,86.0,82.74104651162789,0.0,0.0,8.0,0.0,36.0,0.0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
37,96.57,2.0,86.42999999999994,13.0,55.35461538461536,58.0,54.09413793103446,0.0,0.0,6.0,0.0,28.0,0.0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,13.17,2.0,11.61499999999999,17.0,12.885882352941172,72.0,12.695833333333335,2.0,0.0,7.0,0.0,27.0,0.0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,17.2,5.0,100.22199999999997,23.0,87.46347826086955,84.0,83.74833333333333,0.0,0.0,2.0,0.0,10.0,0.0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,70.64,1.0,70.64000000000011,28.0,57.37000000000001,103.0,60.44194174757285,0.0,0.0,2.0,0.0,9.0,0.0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,46.03,2.0,36.75999999999998,9.0,57.412222222222226,36.0,68.40027777777777,1.0,0.0,3.0,0.0,10.0,0.0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,54.41,4.0,57.54749999999997,12.0,45.58749999999993,65.0,50.15369230769235,1.0,0.0,4.0,0.0,24.0,0.041666666666666664,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,51.18,2.0,64.22499999999995,18.0,69.9927777777778,59.0,65.70694915254239,0.0,0.0,4.0,0.0,27.0,0.0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
