,TX_AMOUNT,CUSTOMER_ID_NB_TX_1DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW,CUSTOMER_ID_NB_TX_7DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW,CUSTOMER_ID_NB_TX_30DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW,TERMINAL_ID_NB_TX_1DAY_WINDOW,TERMINAL_ID_RISK_1DAY_WINDOW,TERMINAL_ID_NB_TX_7DAY_WINDOW,TERMINAL_ID_RISK_7DAY_WINDOW,TERMINAL_ID_NB_TX_30DAY_WINDOW,TERMINAL_ID_RISK_30DAY_WINDOW,TX_DURING_WEEKEND,TX_DURING_NIGHT,TX_AMOUNT>220.57,CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW>201.78,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=11.50,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW<=155.24,TERMINAL_ID_RISK_1DAY_WINDOW<=0.75,TERMINAL_ID_RISK_7DAY_WINDOW<=0.74,TERMINAL_ID_RISK_30DAY_WINDOW<=0.27,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=127.50,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=92.86,TERMINAL_ID_NB_TX_1DAY_WINDOW<=1.50,TERMINAL_ID_NB_TX_7DAY_WINDOW<=3.50,TERMINAL_ID_NB_TX_30DAY_WINDOW<=17.50,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=4.50,TX_DURING_NIGHT<=0.50,"TX_AMOUNT<=220.57,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=11.50","TX_AMOUNT<=220.57,CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW<=201.78","TX_AMOUNT<=220.57,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW<=149.36","TX_AMOUNT<=220.57,TERMINAL_ID_RISK_1DAY_WINDOW<=0.75","TX_AMOUNT<=220.57,TERMINAL_ID_RISK_7DAY_WINDOW<=0.74","TX_AMOUNT<=220.57,TERMINAL_ID_RISK_30DAY_WINDOW<=0.27","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW<=201.78,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=11.50","CUSTOMER_ID_NB_TX_1DAY_WINDOW>11.50,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=32.50","CUSTOMER_ID_NB_TX_1DAY_WINDOW>11.50,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=127.00","CUSTOMER_ID_NB_TX_1DAY_WINDOW>11.50,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=30.62","CUSTOMER_ID_NB_TX_1DAY_WINDOW>11.50,TERMINAL_ID_NB_TX_1DAY_WINDOW<=0.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=4.50","CUSTOMER_ID_NB_TX_1DAY_WINDOW>11.50,TERMINAL_ID_NB_TX_7DAY_WINDOW<=4.50","CUSTOMER_ID_NB_TX_1DAY_WINDOW>11.50,TERMINAL_ID_NB_TX_30DAY_WINDOW<=17.50","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW<=201.78,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=11.50","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW<=201.78,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW<=149.36","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW<=201.78,TERMINAL_ID_RISK_1DAY_WINDOW<=0.75","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW<=201.78,TERMINAL_ID_RISK_7DAY_WINDOW<=0.74","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW<=201.78,TERMINAL_ID_RISK_30DAY_WINDOW<=0.27","TERMINAL_ID_NB_TX_1DAY_WINDOW>1.50,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=6.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=6.00","TERMINAL_ID_NB_TX_7DAY_WINDOW>3.50,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=13.50","CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW>155.24,TERMINAL_ID_RISK_1DAY_WINDOW<=0.75","CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW>155.24,TERMINAL_ID_RISK_7DAY_WINDOW<=0.74","CUSTOMER_ID_NB_TX_30DAY_WINDOW>127.50,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=31.21","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=29.00","TERMINAL_ID_RISK_30DAY_WINDOW>0.27,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=22.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=14.39","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_NB_TX_1DAY_WINDOW<=1.50","TERMINAL_ID_NB_TX_1DAY_WINDOW>1.50,TERMINAL_ID_NB_TX_7DAY_WINDOW<=11.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_NB_TX_7DAY_WINDOW<=7.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_RISK_7DAY_WINDOW<=0.29","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_NB_TX_30DAY_WINDOW<=18.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_RISK_30DAY_WINDOW<=0.28","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TX_DURING_NIGHT<=0.50","TERMINAL_ID_RISK_7DAY_WINDOW>0.74,TERMINAL_ID_NB_TX_7DAY_WINDOW<=6.00","TERMINAL_ID_RISK_30DAY_WINDOW>0.27,TERMINAL_ID_NB_TX_7DAY_WINDOW<=6.50","TERMINAL_ID_RISK_7DAY_WINDOW>0.74,TERMINAL_ID_NB_TX_30DAY_WINDOW<=19.50"
18,97.16,5.0,84.15200000000004,29.0,72.39379310344823,104.0,68.47423076923077,0.0,0.0,3.0,0.0,11.0,0.0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,5.88,2.0,10.029999999999982,29.0,13.601034482758632,107.0,13.035981308411214,0.0,0.0,3.0,0.0,14.0,0.0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,9.91,4.0,9.460000000000004,15.0,10.482666666666663,89.0,11.860561797752814,0.0,0.0,4.0,0.0,12.0,0.0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,31.15,3.0,32.06666666666666,22.0,30.207727272727258,101.0,24.085742574257424,1.0,0.0,7.0,0.0,20.0,0.0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,51.62,5.0,57.05600000000002,28.0,69.77000000000005,87.0,77.39908045977012,0.0,0.0,6.0,0.0,14.0,0.0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,22.2,3.0,16.3966666666667,12.0,42.824166666666684,42.0,46.31809523809524,0.0,0.0,4.0,0.0,28.0,0.0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,83.44,4.0,117.88000000000005,15.0,96.37933333333338,65.0,79.48599999999999,1.0,0.0,3.0,0.0,15.0,0.0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,28.23,1.0,28.230000000000015,18.0,36.47722222222222,63.0,35.4190476190476,0.0,0.0,3.0,0.0,22.0,0.0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,150.17,3.0,119.32999999999993,20.0,90.42750000000004,108.0,90.07388888888892,0.0,0.0,1.0,0.0,19.0,0.0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,159.54,2.0,103.28499999999997,7.0,97.32714285714293,32.0,95.12562500000001,0.0,0.0,5.0,0.0,27.0,0.0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,63.39,4.0,40.687500000000014,23.0,29.58565217391302,95.0,36.901894736842095,0.0,0.0,2.0,0.0,21.0,0.0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,71.49,3.0,50.12333333333331,21.0,45.480952380952395,83.0,39.15903614457831,1.0,0.0,5.0,0.0,10.0,0.0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,51.95,5.0,49.745999999999945,21.0,45.58952380952381,93.0,44.26408602150542,0.0,0.0,3.0,0.0,19.0,0.0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,106.77,2.0,84.8300000000001,12.0,73.76083333333332,64.0,86.04984375000004,1.0,0.0,2.0,0.0,15.0,0.0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,20.4,6.0,26.313333333333333,23.0,23.899999999999988,83.0,23.40614457831324,0.0,0.0,3.0,0.0,22.0,0.0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,36.05,2.0,29.984999999999978,12.0,41.10999999999998,53.0,38.39094339622645,1.0,0.0,8.0,0.0,25.0,0.0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,0.96,1.0,0.9600000000000053,5.0,10.011999999999993,36.0,8.618611111111111,1.0,0.0,3.0,0.0,18.0,0.0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,14.07,1.0,14.07000000000001,11.0,10.369090909090902,60.0,7.925666666666669,0.0,0.0,5.0,0.0,18.0,0.0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,27.15,1.0,27.14999999999999,2.0,15.085000000000004,19.0,25.89842105263158,1.0,0.0,7.0,0.0,21.0,0.0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,6.0,3.0,7.236666666666664,24.0,5.829583333333338,87.0,5.284597701149427,1.0,0.0,10.0,0.0,30.0,0.0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,17.41,4.0,16.37249999999999,21.0,12.363333333333335,99.0,13.485757575757571,1.0,0.0,3.0,0.0,11.0,0.0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,84.58,3.0,59.05333333333334,17.0,57.099999999999966,77.0,55.86493506493507,0.0,0.0,2.0,0.0,20.0,0.0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,67.99,8.0,91.93125,33.0,84.80575757575755,101.0,75.97445544554456,0.0,0.0,2.0,0.0,15.0,0.0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,82.21,3.0,60.45000000000018,20.0,65.00699999999998,86.0,76.49337209302332,0.0,0.0,4.0,0.25,10.0,0.1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,16.76,3.0,38.5366666666666,24.0,78.15041666666666,82.0,78.98695121951219,0.0,0.0,6.0,0.0,21.0,0.0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,38.32,2.0,35.624999999999986,22.0,36.25863636363641,103.0,38.20475728155339,0.0,0.0,9.0,0.0,27.0,0.0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
