,TX_AMOUNT,CUSTOMER_ID_NB_TX_1DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW,CUSTOMER_ID_NB_TX_7DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW,CUSTOMER_ID_NB_TX_30DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW,TERMINAL_ID_NB_TX_1DAY_WINDOW,TERMINAL_ID_RISK_1DAY_WINDOW,TERMINAL_ID_NB_TX_7DAY_WINDOW,TERMINAL_ID_RISK_7DAY_WINDOW,TERMINAL_ID_NB_TX_30DAY_WINDOW,TERMINAL_ID_RISK_30DAY_WINDOW,TX_DURING_WEEKEND,TX_DURING_NIGHT,TX_AMOUNT>220.44,CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW>319.57,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=20.50,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW<=165.65,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=78.50,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=116.97,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=6.50,TERMINAL_ID_RISK_1DAY_WINDOW<=0.75,TERMINAL_ID_RISK_7DAY_WINDOW<=0.90,TERMINAL_ID_NB_TX_30DAY_WINDOW>9.50,TERMINAL_ID_RISK_30DAY_WINDOW<=0.11,TERMINAL_ID_NB_TX_1DAY_WINDOW>2.50,TERMINAL_ID_NB_TX_7DAY_WINDOW>7.50,TX_DURING_NIGHT<=0.50,"TX_AMOUNT<=220.44,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=122.83","TX_AMOUNT<=220.44,TERMINAL_ID_RISK_1DAY_WINDOW<=0.75","TX_AMOUNT<=220.44,TERMINAL_ID_RISK_7DAY_WINDOW<=0.90","TX_AMOUNT<=220.44,TERMINAL_ID_RISK_30DAY_WINDOW<=0.11","CUSTOMER_ID_NB_TX_7DAY_WINDOW>20.50,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=4.50","CUSTOMER_ID_NB_TX_30DAY_WINDOW>78.50,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=6.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=4.50","CUSTOMER_ID_NB_TX_1DAY_WINDOW>6.50,TERMINAL_ID_NB_TX_7DAY_WINDOW<=5.50","TERMINAL_ID_RISK_7DAY_WINDOW>0.90,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=2.50","CUSTOMER_ID_NB_TX_1DAY_WINDOW>6.50,TX_DURING_NIGHT<=0.50","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW<=319.57,TERMINAL_ID_RISK_7DAY_WINDOW<=0.90","CUSTOMER_ID_NB_TX_7DAY_WINDOW>20.50,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=101.50","CUSTOMER_ID_NB_TX_7DAY_WINDOW>20.50,TERMINAL_ID_NB_TX_1DAY_WINDOW<=1.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=22.50","CUSTOMER_ID_NB_TX_7DAY_WINDOW>20.50,TERMINAL_ID_NB_TX_7DAY_WINDOW<=4.50","TERMINAL_ID_RISK_7DAY_WINDOW>0.90,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=25.00","CUSTOMER_ID_NB_TX_7DAY_WINDOW>20.50,TERMINAL_ID_NB_TX_30DAY_WINDOW<=10.50","CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW>165.65,TERMINAL_ID_NB_TX_1DAY_WINDOW<=1.50","TERMINAL_ID_RISK_7DAY_WINDOW>0.90,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW<=165.65","CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW>165.65,TERMINAL_ID_NB_TX_30DAY_WINDOW<=16.50","CUSTOMER_ID_NB_TX_30DAY_WINDOW>78.50,TERMINAL_ID_NB_TX_1DAY_WINDOW<=1.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=116.00","CUSTOMER_ID_NB_TX_30DAY_WINDOW>78.50,TERMINAL_ID_NB_TX_7DAY_WINDOW<=3.50","TERMINAL_ID_RISK_7DAY_WINDOW>0.90,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=98.50","CUSTOMER_ID_NB_TX_30DAY_WINDOW>78.50,TERMINAL_ID_NB_TX_30DAY_WINDOW<=9.50","TERMINAL_ID_RISK_7DAY_WINDOW>0.90,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=40.24","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_NB_TX_1DAY_WINDOW<=2.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_NB_TX_7DAY_WINDOW<=6.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_NB_TX_30DAY_WINDOW<=22.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TX_DURING_NIGHT<=0.50","TERMINAL_ID_RISK_7DAY_WINDOW>0.90,TERMINAL_ID_NB_TX_7DAY_WINDOW<=5.50","TERMINAL_ID_RISK_7DAY_WINDOW>0.90,TERMINAL_ID_NB_TX_30DAY_WINDOW<=22.50","TERMINAL_ID_RISK_7DAY_WINDOW>0.90,TERMINAL_ID_RISK_30DAY_WINDOW<=0.32","TERMINAL_ID_RISK_7DAY_WINDOW>0.90,TX_DURING_NIGHT<=0.50"
17,12.03,4.0,21.272499999999987,18.0,20.228888888888875,85.0,17.23094117647058,0.0,0.0,2.0,0.0,14.0,0.0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
18,50.18,7.0,55.33571428571427,24.0,58.68375000000001,84.0,62.54119047619051,1.0,0.0,10.0,0.0,20.0,0.0,0,1,0,0,0,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19,18.05,3.0,16.243333333333307,25.0,22.7832,104.0,22.176826923076916,1.0,0.0,5.0,0.0,18.0,0.0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20,45.39,6.0,77.95666666666664,32.0,64.10406249999994,124.0,74.5006451612903,2.0,0.0,9.0,0.0,26.0,0.0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,35.13,1.0,35.12999999999999,4.0,44.522500000000015,22.0,43.03499999999999,2.0,0.0,5.0,0.0,21.0,0.0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,52.79,1.0,52.790000000000134,15.0,60.45733333333327,81.0,66.66753086419757,0.0,0.0,6.0,0.0,24.0,0.0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23,75.47,3.0,66.36000000000001,11.0,60.20454545454543,81.0,54.136913580246905,1.0,0.0,2.0,0.0,25.0,0.0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
24,15.64,2.0,52.054999999999886,9.0,72.54222222222216,55.0,77.46763636363637,0.0,0.0,5.0,0.0,28.0,0.0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,90.45,5.0,101.20200000000003,20.0,90.36199999999997,66.0,88.9771212121212,2.0,0.0,9.0,0.0,30.0,0.0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,79.97,6.0,85.51833333333336,17.0,66.59058823529416,75.0,67.34333333333328,1.0,0.0,9.0,0.0,34.0,0.0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,97.13,4.0,95.945,24.0,77.6025,74.0,75.98108108108104,0.0,0.0,2.0,0.0,19.0,0.0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,66.29,1.0,66.29000000000035,6.0,80.02666666666677,54.0,81.25277777777781,0.0,0.0,2.0,0.0,15.0,0.0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,123.25,7.0,125.46428571428564,29.0,95.94655172413795,81.0,90.1591358024691,1.0,0.0,4.0,0.0,21.0,0.0,0,1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
30,81.2,4.0,124.73,26.0,104.66384615384615,115.0,102.51930434782604,3.0,0.0,7.0,0.0,27.0,0.0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,17.18,5.0,14.477999999999998,13.0,13.538461538461538,58.0,12.914482758620688,0.0,0.0,4.0,0.0,18.0,0.0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,38.23,9.0,53.02222222222227,36.0,54.481666666666655,134.0,53.96208955223876,1.0,0.0,3.0,0.0,15.0,0.0,0,1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
33,42.29,5.0,27.868000000000013,26.0,30.33500000000002,120.0,31.669833333333315,2.0,0.0,4.0,0.0,21.0,0.0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,54.0,6.0,60.248333333333356,17.0,60.746470588235326,70.0,54.52100000000001,0.0,0.0,11.0,0.0,34.0,0.0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,15.59,3.0,70.10333333333332,20.0,74.82550000000008,95.0,71.9763157894737,0.0,0.0,3.0,0.0,17.0,0.0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
36,131.67,1.0,131.67,9.0,106.27222222222227,22.0,101.15181818181821,0.0,0.0,2.0,0.0,29.0,0.0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,62.25,3.0,53.6566666666666,26.0,58.60769230769234,78.0,61.72153846153846,0.0,0.0,8.0,0.0,23.0,0.0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,73.48,3.0,82.66000000000007,19.0,74.79052631578945,105.0,68.0707619047619,1.0,0.0,8.0,0.0,28.0,0.0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
39,39.53,8.0,28.719999999999985,37.0,25.04081081081081,97.0,24.411443298969072,0.0,0.0,7.0,0.0,20.0,0.0,0,1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
40,136.5,1.0,136.49999999999997,11.0,100.56727272727275,60.0,76.87433333333337,1.0,0.0,6.0,0.0,20.0,0.0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,129.62,4.0,91.48,28.0,81.91571428571426,112.0,79.86741071428571,1.0,0.0,6.0,0.0,30.0,0.0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
42,41.63,4.0,50.47750000000006,23.0,50.61782608695656,129.0,54.33310077519378,1.0,0.0,2.0,0.0,8.0,0.0,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
43,96.15,1.0,96.14999999999992,17.0,76.08705882352945,82.0,76.05829268292679,0.0,0.0,1.0,0.0,9.0,0.0,0,1,0,0,1,1,0,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
44,123.19,8.0,68.09875000000002,29.0,60.278275862068924,86.0,64.10953488372084,0.0,0.0,1.0,0.0,16.0,0.0,0,1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
45,138.61,3.0,114.5266666666668,21.0,93.4123809523809,96.0,92.13010416666664,1.0,0.0,8.0,0.0,29.0,0.0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
46,10.12,3.0,16.43333333333333,23.0,12.86478260869566,105.0,12.314190476190483,1.0,0.0,5.0,0.0,21.0,0.0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
47,37.96,2.0,49.71499999999998,20.0,36.3225,72.0,32.97305555555556,0.0,0.0,4.0,0.0,19.0,0.0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,82.77,7.0,100.05428571428571,24.0,91.91374999999995,91.0,88.13725274725279,0.0,0.0,2.0,0.0,11.0,0.0,0,1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
49,31.0,5.0,28.77800000000002,22.0,26.353181818181802,76.0,31.191973684210524,0.0,0.0,6.0,0.0,25.0,0.0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
