,TX_AMOUNT,CUSTOMER_ID_NB_TX_1DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW,CUSTOMER_ID_NB_TX_7DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW,CUSTOMER_ID_NB_TX_30DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW,TERMINAL_ID_NB_TX_1DAY_WINDOW,TERMINAL_ID_RISK_1DAY_WINDOW,TERMINAL_ID_NB_TX_7DAY_WINDOW,TERMINAL_ID_RISK_7DAY_WINDOW,TERMINAL_ID_NB_TX_30DAY_WINDOW,TERMINAL_ID_RISK_30DAY_WINDOW,TX_DURING_WEEKEND,TX_DURING_NIGHT,TX_AMOUNT>219.49,CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW<=289.90,CUSTOMER_ID_NB_TX_7DAY_WINDOW>27.50,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW<=211.04,CUSTOMER_ID_NB_TX_30DAY_WINDOW>91.50,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=121.43,TERMINAL_ID_NB_TX_1DAY_WINDOW<=0.50,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=8.50,TERMINAL_ID_NB_TX_7DAY_WINDOW<=9.50,TERMINAL_ID_RISK_7DAY_WINDOW<=0.42,TERMINAL_ID_NB_TX_30DAY_WINDOW>16.50,TERMINAL_ID_RISK_30DAY_WINDOW<=0.09,TX_DURING_NIGHT<=0.50,TERMINAL_ID_RISK_1DAY_WINDOW<=0.10,"TX_AMOUNT<=219.49,TERMINAL_ID_RISK_7DAY_WINDOW<=0.42","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW>289.90,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=1.50","CUSTOMER_ID_NB_TX_7DAY_WINDOW<=27.50,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=8.50","CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW>211.04,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=1.50","CUSTOMER_ID_NB_TX_30DAY_WINDOW<=91.50,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=8.50","TERMINAL_ID_NB_TX_1DAY_WINDOW>0.50,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=8.50","TX_DURING_NIGHT>0.50,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=1.50","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW>289.90,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW<=236.43","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW>289.90,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=116.97","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW>289.90,TERMINAL_ID_RISK_7DAY_WINDOW<=0.42","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW>289.90,TERMINAL_ID_NB_TX_30DAY_WINDOW<=23.00","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW>289.90,TX_DURING_NIGHT<=0.50","CUSTOMER_ID_NB_TX_30DAY_WINDOW<=91.50,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=33.50","CUSTOMER_ID_NB_TX_7DAY_WINDOW<=27.50,TERMINAL_ID_NB_TX_30DAY_WINDOW<=17.50","TERMINAL_ID_RISK_7DAY_WINDOW>0.42,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW<=211.04","CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW>211.04,TERMINAL_ID_NB_TX_30DAY_WINDOW<=23.00","TERMINAL_ID_RISK_7DAY_WINDOW>0.42,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=91.50","TERMINAL_ID_RISK_7DAY_WINDOW>0.42,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=58.45","TERMINAL_ID_NB_TX_1DAY_WINDOW>0.50,TERMINAL_ID_NB_TX_7DAY_WINDOW<=9.50","TERMINAL_ID_RISK_7DAY_WINDOW>0.42,TERMINAL_ID_NB_TX_1DAY_WINDOW<=0.50","TERMINAL_ID_RISK_7DAY_WINDOW>0.42,TERMINAL_ID_RISK_1DAY_WINDOW<=0.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.10,TX_DURING_WEEKEND<=-2.00","TX_DURING_NIGHT>0.50,TERMINAL_ID_RISK_1DAY_WINDOW<=0.10","TERMINAL_ID_RISK_7DAY_WINDOW>0.42,TERMINAL_ID_NB_TX_7DAY_WINDOW<=9.50","TERMINAL_ID_RISK_30DAY_WINDOW>0.09,TERMINAL_ID_NB_TX_7DAY_WINDOW<=9.50","TERMINAL_ID_RISK_7DAY_WINDOW>0.42,TERMINAL_ID_RISK_30DAY_WINDOW<=0.08","TERMINAL_ID_RISK_30DAY_WINDOW>0.09,TERMINAL_ID_NB_TX_30DAY_WINDOW<=33.00"
16,32.98,3.0,32.04666666666663,22.0,21.10454545454546,74.0,20.393918918918928,0.0,0.0,2.0,0.0,22.0,0.0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17,33.17,6.0,24.31166666666665,33.0,36.0078787878788,100.0,40.559699999999964,1.0,0.0,4.0,0.0,28.0,0.0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
18,54.33,5.0,63.21999999999995,23.0,70.34260869565215,92.0,64.87000000000003,1.0,0.0,2.0,0.0,13.0,0.0,0,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
19,23.77,3.0,34.71333333333335,35.0,47.87428571428567,111.0,50.8589189189189,0.0,0.0,0.0,0.0,18.0,0.0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20,65.27,6.0,41.01833333333332,21.0,51.838571428571456,83.0,48.95867469879517,2.0,0.0,4.0,0.0,20.0,0.0,0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
21,98.62,4.0,123.67250000000004,15.0,108.11133333333328,64.0,104.70265624999996,2.0,0.0,12.0,0.0,32.0,0.0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22,34.59,6.0,45.26500000000001,9.0,42.678888888888906,34.0,42.99441176470587,1.0,0.0,6.0,0.0,21.0,0.0,0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
23,49.49,3.0,35.876666666666665,13.0,38.41923076923074,77.0,36.384545454545425,1.0,0.0,7.0,0.0,22.0,0.0,0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
24,18.81,4.0,20.95000000000001,17.0,15.357647058823545,82.0,18.28585365853658,0.0,0.0,10.0,0.0,27.0,0.0,0,1,0,1,0,1,0,1,1,1,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25,138.19,3.0,106.48666666666668,13.0,89.68230769230772,87.0,80.06885057471264,0.0,0.0,2.0,0.0,16.0,0.0,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
26,101.3,1.0,101.30000000000005,13.0,48.51538461538461,66.0,53.1621212121212,1.0,0.0,10.0,0.0,34.0,0.0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
27,8.51,5.0,49.89000000000001,25.0,62.389999999999965,114.0,74.44105263157898,0.0,0.0,2.0,0.0,20.0,0.0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
28,31.63,2.0,36.83999999999997,24.0,28.337500000000006,93.0,27.43913978494624,1.0,0.0,5.0,0.0,24.0,0.0,0,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
29,19.66,3.0,30.67666666666665,9.0,29.146666666666672,68.0,34.12294117647063,0.0,0.0,5.0,0.0,26.0,0.0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
30,21.56,3.0,37.8666666666667,18.0,47.455555555555605,72.0,48.10847222222219,0.0,0.0,4.0,0.0,18.0,0.0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
31,38.58,3.0,86.24999999999999,14.0,94.70857142857135,66.0,107.48803030303034,0.0,0.0,3.0,0.0,24.0,0.0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
32,83.09,2.0,94.08000000000001,19.0,85.36631578947363,102.0,93.04392156862737,0.0,0.0,4.0,0.0,22.0,0.0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
33,64.09,6.0,62.83333333333329,24.0,59.246249999999975,84.0,60.16416666666669,0.0,0.0,3.0,0.0,18.0,0.0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
34,31.73,3.0,39.26666666666662,27.0,29.557037037037034,102.0,30.38039215686275,1.0,0.0,4.0,0.0,34.0,0.0,0,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
35,72.04,4.0,50.56750000000001,20.0,51.46899999999998,77.0,46.96376623376621,0.0,0.0,6.0,0.0,17.0,0.0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
36,44.73,4.0,34.03249999999999,20.0,34.202999999999996,76.0,33.65605263157895,1.0,0.0,6.0,0.0,19.0,0.0,0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
37,19.83,1.0,19.830000000000112,12.0,35.96166666666667,53.0,42.78471698113208,1.0,0.0,5.0,0.0,17.0,0.0,0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0
38,39.61,6.0,35.751666666666615,30.0,55.65533333333335,124.0,54.34104838709682,1.0,0.0,5.0,0.0,21.0,0.0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
39,76.15,1.0,76.15000000000015,16.0,65.29249999999999,64.0,72.08937499999999,3.0,0.0,7.0,0.0,19.0,0.0,0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
40,13.04,4.0,53.567500000000045,22.0,69.81409090909075,106.0,68.28216981132073,0.0,0.0,4.0,0.0,17.0,0.0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
41,81.45,5.0,91.164,14.0,75.78357142857143,68.0,65.32426470588236,1.0,0.0,4.0,0.0,23.0,0.0,0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
42,94.51,3.0,114.21999999999976,18.0,101.82055555555553,104.0,90.75182692307689,2.0,0.0,3.0,0.0,18.0,0.0,0,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
43,136.26,4.0,96.1675000000001,29.0,90.58620689655173,111.0,83.39279279279279,0.0,0.0,5.0,0.0,23.0,0.0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
44,5.44,3.0,2.8200000000000003,9.0,4.907777777777774,40.0,6.29575,1.0,0.0,7.0,0.0,21.0,0.0,0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
45,36.68,2.0,40.030000000000044,21.0,47.97619047619047,81.0,48.26740740740742,0.0,0.0,4.0,0.0,10.0,0.0,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
46,50.34,6.0,37.67000000000001,22.0,34.004090909090884,68.0,36.09558823529414,2.0,0.0,8.0,0.0,22.0,0.0,0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
47,17.86,1.0,17.86,12.0,20.54083333333335,44.0,23.452499999999997,0.0,0.0,3.0,0.0,10.0,0.0,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
48,73.24,3.0,46.77666666666672,22.0,46.30318181818187,77.0,42.225844155844186,0.0,0.0,4.0,0.0,18.0,0.0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
49,15.9,2.0,18.045000000000023,18.0,11.397222222222204,89.0,13.030674157303368,1.0,0.0,4.0,0.0,18.0,0.0,0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
50,42.85,1.0,42.84999999999994,16.0,24.631249999999987,86.0,22.171860465116286,1.0,0.0,3.0,0.0,21.0,0.0,0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
51,137.07,3.0,85.06666666666673,17.0,80.45882352941175,51.0,93.39823529411765,3.0,0.0,5.0,0.0,16.0,0.0,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0
52,94.07,2.0,67.19000000000007,23.0,75.36739130434778,73.0,76.66602739726028,1.0,0.0,4.0,0.0,31.0,0.0,0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
53,57.62,6.0,33.553333333333335,28.0,36.79964285714283,112.0,40.769196428571426,0.0,0.0,3.0,0.0,13.0,0.0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
54,36.34,1.0,36.340000000000025,9.0,36.97333333333332,41.0,46.57878048780485,1.0,0.0,11.0,0.0,32.0,0.0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
55,24.72,6.0,57.546666666666646,19.0,66.03999999999998,73.0,76.41479452054799,0.0,0.0,10.0,0.0,30.0,0.0,0,1,0,1,0,1,0,1,1,1,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
56,32.1,8.0,18.378749999999993,24.0,21.122500000000027,105.0,19.888571428571417,0.0,0.0,4.0,0.0,19.0,0.05263157894736842,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
57,32.18,4.0,36.099999999999994,20.0,35.957999999999984,70.0,30.036285714285714,1.0,0.0,4.0,0.0,16.0,0.0,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0
58,162.48,2.0,102.71500000000002,17.0,69.77882352941177,60.0,59.71450000000001,0.0,0.0,4.0,0.0,28.0,0.0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
