,TX_AMOUNT,CUSTOMER_ID_NB_TX_1DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW,CUSTOMER_ID_NB_TX_7DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW,CUSTOMER_ID_NB_TX_30DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW,TERMINAL_ID_NB_TX_1DAY_WINDOW,TERMINAL_ID_RISK_1DAY_WINDOW,TERMINAL_ID_NB_TX_7DAY_WINDOW,TERMINAL_ID_RISK_7DAY_WINDOW,TERMINAL_ID_NB_TX_30DAY_WINDOW,TERMINAL_ID_RISK_30DAY_WINDOW,TX_DURING_WEEKEND,TX_DURING_NIGHT,TX_FRAUD,TX_AMOUNT>218.40,CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW>208.69,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=8.50,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW<=117.48,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=102.21,TERMINAL_ID_RISK_1DAY_WINDOW<=0.75,TERMINAL_ID_NB_TX_7DAY_WINDOW>7.50,TERMINAL_ID_RISK_7DAY_WINDOW<=0.55,TERMINAL_ID_NB_TX_30DAY_WINDOW<=13.50,TERMINAL_ID_RISK_30DAY_WINDOW<=0.11,CUSTOMER_ID_NB_TX_7DAY_WINDOW>33.50,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=34.50,TERMINAL_ID_NB_TX_1DAY_WINDOW<=2.50,TX_DURING_NIGHT>0.50,"TX_AMOUNT<=218.40,CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW<=213.17","TX_AMOUNT<=218.40,TERMINAL_ID_RISK_1DAY_WINDOW<=0.75","TX_AMOUNT<=218.40,TERMINAL_ID_RISK_7DAY_WINDOW<=0.55","TX_AMOUNT<=218.40,TERMINAL_ID_RISK_30DAY_WINDOW<=0.11","CUSTOMER_ID_NB_TX_1DAY_WINDOW>8.50,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=24.50","CUSTOMER_ID_NB_TX_1DAY_WINDOW>8.50,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=110.50","CUSTOMER_ID_NB_TX_1DAY_WINDOW>8.50,TERMINAL_ID_NB_TX_1DAY_WINDOW<=0.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=2.50","TERMINAL_ID_NB_TX_7DAY_WINDOW<=7.50,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=8.50","TERMINAL_ID_NB_TX_30DAY_WINDOW>13.50,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=9.50","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW<=208.69,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=97.65","CUSTOMER_ID_NB_TX_7DAY_WINDOW<=33.50,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=34.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=12.00","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW<=104.64","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=47.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=92.88","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_NB_TX_1DAY_WINDOW<=1.50","TX_DURING_NIGHT<=0.50,TERMINAL_ID_NB_TX_1DAY_WINDOW<=2.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_NB_TX_7DAY_WINDOW<=4.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_NB_TX_30DAY_WINDOW<=25.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_RISK_30DAY_WINDOW<=0.08","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TX_DURING_NIGHT<=0.50","TERMINAL_ID_NB_TX_7DAY_WINDOW<=7.50,TERMINAL_ID_NB_TX_30DAY_WINDOW<=39.50"
15,33.59,2.0,31.55999999999999,14.0,30.16071428571431,67.0,35.11776119402983,0.0,0.0,4.0,0.0,20.0,0.0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
16,91.81,4.0,62.65499999999999,28.0,77.02964285714287,107.0,74.64766355140185,2.0,0.0,4.0,0.0,20.0,0.0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
17,158.71,3.0,111.23666666666668,18.0,89.93333333333337,86.0,76.91790697674416,0.0,0.0,1.0,0.0,15.0,0.0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
18,52.57,3.0,39.41333333333333,16.0,33.67875000000001,58.0,39.689310344827575,0.0,0.0,4.0,0.0,17.0,0.0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
19,9.45,2.0,13.11999999999996,16.0,16.67125,87.0,17.339885057471257,2.0,0.0,6.0,0.0,22.0,0.0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
20,71.43,6.0,38.06833333333335,31.0,36.18419354838709,110.0,36.28863636363636,0.0,0.0,4.0,0.0,18.0,0.0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
21,55.36,6.0,51.150000000000034,14.0,74.19428571428573,64.0,68.95296875000014,1.0,0.0,3.0,0.0,29.0,0.0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
22,2.27,3.0,18.243333333333375,27.0,19.18259259259259,126.0,18.569523809523815,1.0,0.0,6.0,0.0,30.0,0.0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
23,27.68,6.0,21.293333333333308,39.0,23.590512820512824,111.0,23.906486486486486,0.0,0.0,3.0,0.0,17.0,0.0,0,1,0,0,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
24,40.73,3.0,35.16333333333338,21.0,38.54999999999999,100.0,36.29299999999998,0.0,0.0,6.0,0.0,21.0,0.0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
25,35.96,1.0,35.96000000000004,13.0,78.1415384615385,50.0,78.09279999999998,2.0,0.0,9.0,0.0,23.0,0.0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
26,89.13,1.0,89.12999999999998,1.0,89.13000000000018,9.0,129.99555555555557,0.0,0.0,4.0,0.0,10.0,0.0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
27,67.83,2.0,70.00000000000003,13.0,59.22769230769231,42.0,57.14619047619048,0.0,0.0,6.0,0.0,23.0,0.0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
28,72.64,5.0,89.36999999999998,28.0,91.99892857142852,120.0,94.61124999999993,2.0,0.0,8.0,0.0,23.0,0.0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
29,78.15,3.0,76.3233333333334,18.0,68.18222222222222,61.0,76.95819672131142,2.0,0.0,7.0,0.0,28.0,0.0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
30,45.04,7.0,41.93857142857144,30.0,45.338333333333374,119.0,40.67890756302522,1.0,0.0,2.0,0.0,14.0,0.0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
31,64.08,3.0,72.62333333333328,18.0,58.39666666666671,81.0,48.898641975308614,1.0,0.0,5.0,0.0,21.0,0.0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
32,79.59,4.0,84.36750000000006,16.0,93.62187499999999,70.0,100.86771428571423,0.0,0.0,5.0,0.0,28.0,0.0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
33,36.24,6.0,75.0633333333333,29.0,85.1055172413793,118.0,87.32788135593229,1.0,0.0,5.0,0.0,16.0,0.0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
34,80.58,2.0,84.23499999999999,10.0,70.52000000000001,38.0,77.73684210526315,0.0,0.0,7.0,0.0,18.0,0.0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
35,10.95,1.0,10.950000000000001,5.0,9.604000000000003,30.0,7.593333333333336,0.0,0.0,0.0,0.0,8.0,0.0,0,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
36,26.77,6.0,22.546666666666656,32.0,23.275312500000013,108.0,25.311851851851866,1.0,0.0,7.0,0.0,28.0,0.0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
37,22.04,6.0,21.313333333333333,16.0,19.776875,87.0,18.5825287356322,0.0,0.0,5.0,0.0,18.0,0.0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
38,16.75,2.0,10.965000000000018,19.0,30.925789473684212,68.0,31.421029411764692,1.0,0.0,3.0,0.0,13.0,0.0,0,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
39,99.8,3.0,69.68,17.0,67.37588235294109,77.0,65.91753246753245,0.0,0.0,9.0,0.0,27.0,0.0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
40,25.61,1.0,25.609999999999996,6.0,12.37833333333333,30.0,13.063666666666668,3.0,0.0,9.0,0.0,30.0,0.0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
41,118.36,3.0,126.22666666666686,21.0,104.39761904761909,75.0,101.32319999999999,0.0,0.0,6.0,0.0,26.0,0.0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
42,18.78,4.0,59.129999999999974,14.0,59.04428571428571,85.0,48.32552941176472,0.0,0.0,5.0,0.0,23.0,0.0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
43,61.95,1.0,61.95000000000009,14.0,62.758571428571436,76.0,68.29289473684204,2.0,0.0,7.0,0.0,24.0,0.0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
44,112.45,8.0,102.63499999999999,25.0,97.80439999999999,101.0,85.92435643564355,0.0,0.0,3.0,0.0,23.0,0.0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
45,43.62,4.0,39.407500000000006,15.0,38.57133333333332,74.0,39.38229729729728,1.0,0.0,5.0,0.0,25.0,0.0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
46,70.06,3.0,87.54999999999997,22.0,80.53272727272729,65.0,84.97984615384621,1.0,0.0,5.0,0.0,25.0,0.0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
47,65.47,4.0,48.52499999999995,22.0,46.86954545454543,90.0,49.96466666666662,1.0,0.0,4.0,0.0,11.0,0.0,0,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
48,29.77,5.0,23.33399999999999,24.0,23.08875,73.0,21.31397260273972,1.0,0.0,1.0,0.0,9.0,0.0,0,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
49,4.59,3.0,47.476666666666716,20.0,68.871,74.0,81.58472972972972,0.0,0.0,3.0,0.0,20.0,0.0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
50,56.59,3.0,72.66666666666664,26.0,63.695384615384604,118.0,56.66474576271186,2.0,0.0,5.0,0.0,15.0,0.0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
51,37.44,4.0,34.80500000000002,18.0,31.120555555555573,104.0,28.664326923076935,0.0,0.0,7.0,0.0,14.0,0.0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
52,17.16,3.0,13.976666666666654,26.0,14.01692307692307,108.0,12.441018518518527,0.0,0.0,0.0,0.0,20.0,0.0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
53,42.28,4.0,66.42749999999995,21.0,51.98238095238099,89.0,46.709775280898825,0.0,0.0,3.0,0.0,19.0,0.0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
54,21.12,3.0,31.073333333333352,23.0,25.234782608695635,114.0,25.73719298245614,1.0,0.0,4.0,0.0,14.0,0.0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
55,16.78,4.0,31.70499999999997,15.0,42.56333333333334,88.0,40.05204545454546,0.0,0.0,4.0,0.0,20.0,0.0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
56,76.4,3.0,53.24333333333343,21.0,37.19142857142857,87.0,36.15298850574714,0.0,0.0,6.0,0.0,25.0,0.0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
57,12.45,3.0,42.26333333333331,10.0,32.784000000000006,45.0,29.051111111111094,0.0,0.0,7.0,0.0,24.0,0.0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
58,37.97,3.0,23.8266666666666,18.0,33.17277777777779,85.0,34.72658823529408,2.0,0.0,7.0,0.0,25.0,0.0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
59,7.23,5.0,5.840000000000007,26.0,6.3176923076923055,97.0,6.82175257731959,0.0,0.0,7.0,0.0,18.0,0.0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
60,1.5,4.0,6.7624999999999895,16.0,12.74625000000001,72.0,12.391805555555553,2.0,0.0,6.0,0.0,14.0,0.0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
61,11.15,3.0,12.460000000000003,9.0,14.664444444444444,51.0,13.317450980392149,0.0,0.0,3.0,0.0,9.0,0.0,0,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
62,99.24,2.0,87.9650000000004,21.0,105.19571428571427,83.0,88.81566265060235,1.0,0.0,4.0,0.0,9.0,0.0,0,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
63,45.43,2.0,68.48499999999962,23.0,68.98260869565213,118.0,74.50745762711868,0.0,0.0,8.0,0.0,22.0,0.0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
64,99.86,2.0,83.59500000000004,11.0,81.35545454545458,58.0,65.87293103448278,1.0,0.0,4.0,0.0,16.0,0.0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
