,TX_AMOUNT,CUSTOMER_ID_NB_TX_1DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW,CUSTOMER_ID_NB_TX_7DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW,CUSTOMER_ID_NB_TX_30DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW,TERMINAL_ID_NB_TX_1DAY_WINDOW,TERMINAL_ID_RISK_1DAY_WINDOW,TERMINAL_ID_NB_TX_7DAY_WINDOW,TERMINAL_ID_RISK_7DAY_WINDOW,TERMINAL_ID_NB_TX_30DAY_WINDOW,TERMINAL_ID_RISK_30DAY_WINDOW,TX_DURING_WEEKEND,TX_DURING_NIGHT,TX_FRAUD,TX_AMOUNT>219.96,CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW<=215.55,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=9.50,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW<=122.65,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW>4.94,TERMINAL_ID_RISK_1DAY_WINDOW<=0.75,TERMINAL_ID_RISK_7DAY_WINDOW<=0.38,TERMINAL_ID_RISK_30DAY_WINDOW<=0.13,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=6.50,TERMINAL_ID_NB_TX_1DAY_WINDOW>1.50,TERMINAL_ID_NB_TX_30DAY_WINDOW<=15.50,CUSTOMER_ID_NB_TX_30DAY_WINDOW>67.50,TERMINAL_ID_NB_TX_7DAY_WINDOW>4.50,TX_DURING_NIGHT<=0.50,"TX_AMOUNT<=219.96,TERMINAL_ID_RISK_1DAY_WINDOW<=0.75","TX_AMOUNT<=219.96,TERMINAL_ID_RISK_7DAY_WINDOW<=0.38","TX_AMOUNT<=219.96,TERMINAL_ID_RISK_30DAY_WINDOW<=0.13","CUSTOMER_ID_NB_TX_1DAY_WINDOW>9.50,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=31.50","CUSTOMER_ID_NB_TX_1DAY_WINDOW>9.50,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=105.50","CUSTOMER_ID_NB_TX_1DAY_WINDOW>9.50,TERMINAL_ID_NB_TX_1DAY_WINDOW<=0.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=5.00","CUSTOMER_ID_NB_TX_1DAY_WINDOW>9.50,TERMINAL_ID_NB_TX_7DAY_WINDOW<=3.50","CUSTOMER_ID_NB_TX_1DAY_WINDOW>9.50,TERMINAL_ID_NB_TX_30DAY_WINDOW<=21.50","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW>215.55,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW<=172.96","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW>215.55,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=87.50","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW>215.55,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=94.70","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW>215.55,TERMINAL_ID_NB_TX_1DAY_WINDOW<=0.50","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW>215.55,TERMINAL_ID_RISK_1DAY_WINDOW<=0.75","TERMINAL_ID_RISK_7DAY_WINDOW>0.38,CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW<=215.55","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW>215.55,TERMINAL_ID_NB_TX_30DAY_WINDOW<=21.50","CUSTOMER_ID_NB_TX_7DAY_WINDOW>6.50,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=19.50","TERMINAL_ID_NB_TX_1DAY_WINDOW<=1.50,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=6.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=14.50","CUSTOMER_ID_NB_TX_7DAY_WINDOW>6.50,TERMINAL_ID_NB_TX_7DAY_WINDOW<=4.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW<=14.57","TERMINAL_ID_RISK_7DAY_WINDOW>0.38,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW<=69.81","TERMINAL_ID_NB_TX_1DAY_WINDOW<=1.50,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=79.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=130.00","TERMINAL_ID_RISK_7DAY_WINDOW>0.38,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=78.00","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=14.50","TERMINAL_ID_RISK_7DAY_WINDOW>0.38,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=69.01","TERMINAL_ID_RISK_30DAY_WINDOW>0.13,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=10.88","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_NB_TX_1DAY_WINDOW<=1.50","TERMINAL_ID_NB_TX_1DAY_WINDOW<=1.50,TERMINAL_ID_NB_TX_7DAY_WINDOW<=2.50","TERMINAL_ID_NB_TX_1DAY_WINDOW<=1.50,TERMINAL_ID_NB_TX_30DAY_WINDOW<=15.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_NB_TX_7DAY_WINDOW<=7.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_NB_TX_30DAY_WINDOW<=24.00","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_RISK_30DAY_WINDOW<=0.04","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TX_DURING_NIGHT<=0.50","TERMINAL_ID_RISK_7DAY_WINDOW>0.38,TERMINAL_ID_RISK_30DAY_WINDOW<=0.22"
6058,50.65,3.0,32.48666666666664,12.0,44.45833333333332,28.0,44.76178571428572,0.0,0.0,1.0,0.0,21.0,0.0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
6059,70.65,5.0,73.85800000000002,24.0,66.37333333333332,90.0,67.34788888888883,0.0,0.0,2.0,0.0,17.0,0.0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6060,2.18,3.0,10.503333333333336,21.0,15.329047619047602,95.0,16.908736842105277,1.0,0.0,7.0,0.0,27.0,0.037037037037037035,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6061,21.71,3.0,27.69000000000001,25.0,30.752000000000006,81.0,29.517283950617283,0.0,0.0,6.0,0.0,23.0,0.0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6062,64.41,3.0,77.20333333333329,17.0,89.75882352941166,82.0,89.05792682926834,1.0,0.0,4.0,0.0,24.0,0.0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6063,17.81,1.0,17.810000000000098,21.0,44.28571428571423,97.0,40.83453608247421,0.0,0.0,3.0,0.0,12.0,0.0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6064,53.66,2.0,53.73000000000001,11.0,31.564545454545456,42.0,29.95285714285714,1.0,0.0,3.0,0.0,25.0,0.0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6065,64.97,7.0,44.7842857142857,19.0,38.03789473684212,114.0,36.71070175438593,1.0,0.0,3.0,0.0,14.0,0.0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6066,27.78,1.0,27.78000000000001,4.0,27.694999999999958,31.0,33.63322580645161,0.0,0.0,6.0,0.0,17.0,0.0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6067,99.8,8.0,107.82249999999992,30.0,100.65733333333331,120.0,94.97533333333335,2.0,0.0,10.0,0.0,27.0,0.0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6068,56.25,4.0,66.36499999999998,25.0,62.006800000000055,116.0,66.77948275862073,1.0,0.0,8.0,0.0,29.0,0.0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6069,109.39,4.0,142.4525,24.0,99.67375,68.0,104.90544117647055,0.0,0.0,3.0,0.0,26.0,0.0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6070,106.24,2.0,88.86000000000006,21.0,100.6547619047619,112.0,94.16294642857146,0.0,0.0,4.0,0.0,18.0,0.0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6071,49.07,3.0,33.53666666666668,18.0,21.395000000000003,91.0,21.253736263736258,0.0,0.0,2.0,0.0,17.0,0.0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6072,129.17,5.0,133.00399999999993,22.0,102.20181818181818,84.0,101.68130952380955,2.0,0.0,13.0,0.0,37.0,0.0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6073,90.54,5.0,72.90000000000009,23.0,66.41086956521747,104.0,67.08625000000002,0.0,0.0,8.0,0.0,22.0,0.0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6074,59.11,3.0,83.86333333333334,16.0,83.735,50.0,79.60699999999999,1.0,0.0,9.0,0.0,22.0,0.0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6075,94.93,4.0,80.27499999999996,21.0,85.46761904761911,101.0,82.27475247524757,0.0,0.0,5.0,0.0,19.0,0.0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6076,57.27,2.0,87.48000000000016,17.0,115.66764705882356,88.0,104.76886363636362,2.0,0.0,4.0,0.0,19.0,0.0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6077,128.21,4.0,110.16749999999999,15.0,109.94533333333325,89.0,89.22179775280905,0.0,0.0,3.0,0.0,13.0,0.0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6078,83.51,3.0,54.65666666666667,17.0,68.11588235294114,73.0,83.30301369863007,1.0,0.0,6.0,0.0,25.0,0.0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6079,32.41,2.0,23.500000000000057,24.0,21.191249999999997,67.0,22.39776119402984,0.0,0.0,7.0,0.0,25.0,0.0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6080,26.75,4.0,21.327499999999983,26.0,19.23307692307694,85.0,24.59588235294116,2.0,0.0,5.0,0.0,25.0,0.0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6081,38.15,4.0,33.0375,29.0,36.006206896551696,123.0,35.53528455284548,2.0,0.0,8.0,0.0,30.0,0.0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6082,81.67,3.0,106.2033333333332,17.0,113.27882352941172,63.0,109.5126984126984,0.0,0.0,3.0,0.0,11.0,0.0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6083,14.27,3.0,18.419999999999984,20.0,19.24749999999999,105.0,21.053333333333327,1.0,0.0,2.0,0.0,28.0,0.03571428571428571,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6084,28.09,3.0,57.893333333333345,14.0,66.00571428571426,64.0,70.16265624999994,1.0,0.0,7.0,0.0,30.0,0.0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6085,197.01,3.0,132.66000000000005,22.0,103.84863636363637,96.0,111.72812500000003,2.0,0.0,7.0,0.0,26.0,0.0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6086,27.62,2.0,22.71500000000005,22.0,43.528181818181764,98.0,40.699693877551,0.0,0.0,3.0,0.0,13.0,0.0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6087,60.11,4.0,47.47500000000001,19.0,55.21684210526316,71.0,47.20492957746475,1.0,0.0,7.0,0.0,22.0,0.0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6088,19.79,5.0,21.304000000000002,21.0,19.558571428571433,91.0,17.865934065934077,0.0,0.0,1.0,0.0,17.0,0.0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6089,17.31,4.0,16.002499999999998,20.0,13.298999999999996,81.0,14.297283950617281,0.0,0.0,6.0,0.0,17.0,0.0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6090,7.09,2.0,15.659999999999986,17.0,27.697647058823527,69.0,29.397826086956517,1.0,0.0,4.0,0.0,16.0,0.0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6091,85.6,3.0,44.266666666666616,27.0,81.36518518518507,96.0,87.23572916666662,0.0,0.0,3.0,0.0,12.0,0.0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6092,118.96,1.0,118.96000000000008,7.0,108.10428571428572,25.0,93.81880000000002,0.0,0.0,6.0,0.0,13.0,0.0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6093,30.86,3.0,37.29000000000001,6.0,48.47833333333333,14.0,43.39142857142857,0.0,0.0,5.0,0.0,21.0,0.0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6094,78.3,1.0,78.30000000000007,25.0,67.57879999999996,90.0,72.49966666666667,1.0,0.0,4.0,0.0,18.0,0.0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6095,117.74,4.0,94.03999999999989,29.0,68.47172413793102,97.0,64.6622680412371,1.0,0.0,6.0,0.0,24.0,0.0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6096,112.84,2.0,121.02999999999969,15.0,118.31266666666669,87.0,106.06517241379308,0.0,0.0,5.0,0.0,22.0,0.0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6097,1.28,6.0,24.86666666666666,24.0,25.431666666666672,101.0,25.761485148514865,1.0,0.0,9.0,0.0,28.0,0.0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6098,10.17,2.0,16.494999999999997,12.0,33.37500000000004,82.0,36.72158536585368,0.0,0.0,2.0,0.0,15.0,0.0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
6099,21.62,3.0,33.55666666666661,15.0,43.01333333333334,81.0,35.63543209876543,0.0,0.0,5.0,0.0,23.0,0.0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6100,57.91,3.0,38.830000000000005,6.0,51.51166666666663,34.0,60.3208823529412,3.0,0.0,10.0,0.0,35.0,0.0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6101,22.51,1.0,22.50999999999986,8.0,102.4125,36.0,103.92249999999996,1.0,0.0,3.0,0.0,14.0,0.0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6102,9.5,4.0,24.0375,14.0,45.33642857142858,62.0,36.53193548387099,0.0,0.0,4.0,0.0,21.0,0.0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6103,118.61,3.0,88.10999999999997,24.0,74.25916666666666,81.0,70.15876543209876,0.0,0.0,3.0,0.0,16.0,0.0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6104,58.56,1.0,58.56000000000002,16.0,76.57437499999999,74.0,76.41391891891895,1.0,0.0,2.0,0.0,22.0,0.0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
6105,63.38,7.0,36.57857142857142,23.0,47.67608695652173,117.0,46.237606837606826,1.0,0.0,6.0,0.0,24.0,0.0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6106,84.6,3.0,73.65333333333338,16.0,65.50312499999998,55.0,69.77145454545452,0.0,0.0,3.0,0.0,19.0,0.0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6107,16.38,2.0,18.219999999999906,24.0,34.06041666666664,99.0,37.870101010100996,2.0,0.0,8.0,0.0,24.0,0.0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6108,48.81,3.0,52.22999999999988,23.0,68.37652173913041,110.0,63.52754545454545,0.0,0.0,2.0,0.0,14.0,0.0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
6109,128.44,5.0,58.724000000000004,22.0,54.05772727272726,74.0,48.78256756756754,1.0,0.0,10.0,0.0,34.0,0.0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6110,48.25,3.0,27.153333333333347,13.0,24.97076923076922,38.0,25.98210526315789,0.0,0.0,1.0,0.0,8.0,0.0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
6111,52.06,3.0,53.29999999999993,21.0,87.18380952380957,93.0,91.24387096774183,0.0,0.0,7.0,0.0,27.0,0.0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6112,60.73,4.0,73.56749999999994,28.0,69.99428571428567,95.0,80.33136842105267,1.0,0.0,7.0,0.14285714285714285,24.0,0.041666666666666664,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6113,63.96,6.0,76.39666666666658,32.0,76.95562500000003,117.0,72.01991452991453,0.0,0.0,4.0,0.0,20.0,0.0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6114,43.27,3.0,25.419999999999998,13.0,34.13615384615388,83.0,36.80048192771086,0.0,0.0,3.0,0.0,22.0,0.0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6115,12.83,2.0,30.60499999999976,11.0,67.22272727272734,71.0,67.81507042253516,2.0,0.0,4.0,0.0,20.0,0.0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6116,128.05,3.0,97.82999999999998,9.0,78.84555555555556,21.0,65.24285714285713,2.0,0.0,5.0,0.0,21.0,0.0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6117,53.2,1.0,53.19999999999996,3.0,58.830000000000005,11.0,55.81727272727274,2.0,0.0,5.0,0.0,28.0,0.0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6118,37.8,3.0,25.963333333333367,16.0,24.249374999999986,73.0,21.90136986301368,2.0,0.0,5.0,0.0,25.0,0.0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6119,90.25,8.0,43.287499999999994,24.0,49.44999999999999,118.0,46.61059322033897,1.0,0.0,3.0,0.0,18.0,0.0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6120,52.44,3.0,39.56333333333334,19.0,36.053684210526306,84.0,38.659285714285694,0.0,0.0,5.0,0.0,27.0,0.0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
