,TX_AMOUNT,CUSTOMER_ID_NB_TX_1DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW,CUSTOMER_ID_NB_TX_7DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW,CUSTOMER_ID_NB_TX_30DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW,TERMINAL_ID_NB_TX_1DAY_WINDOW,TERMINAL_ID_RISK_1DAY_WINDOW,TERMINAL_ID_NB_TX_7DAY_WINDOW,TERMINAL_ID_RISK_7DAY_WINDOW,TERMINAL_ID_NB_TX_30DAY_WINDOW,TERMINAL_ID_RISK_30DAY_WINDOW,TX_DURING_WEEKEND,TX_DURING_NIGHT,TX_FRAUD,TX_AMOUNT>220.38,CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW>219.23,CUSTOMER_ID_NB_TX_7DAY_WINDOW>17.50,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW<=113.17,CUSTOMER_ID_NB_TX_30DAY_WINDOW>89.50,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=95.05,CUSTOMER_ID_NB_TX_1DAY_WINDOW>6.50,TERMINAL_ID_RISK_1DAY_WINDOW<=0.75,TERMINAL_ID_RISK_7DAY_WINDOW<=0.37,TERMINAL_ID_RISK_30DAY_WINDOW<=0.12,TERMINAL_ID_NB_TX_7DAY_WINDOW>2.50,TERMINAL_ID_NB_TX_30DAY_WINDOW<=38.50,TERMINAL_ID_NB_TX_1DAY_WINDOW<=0.50,TX_DURING_NIGHT>0.50,"TX_AMOUNT<=220.38,CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW<=167.55","TX_AMOUNT<=220.38,TERMINAL_ID_RISK_1DAY_WINDOW<=0.75","TX_AMOUNT<=220.38,TERMINAL_ID_RISK_7DAY_WINDOW<=0.37","TX_AMOUNT<=220.38,TERMINAL_ID_RISK_30DAY_WINDOW<=0.12","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=3.50","CUSTOMER_ID_NB_TX_1DAY_WINDOW<=6.50,TERMINAL_ID_NB_TX_7DAY_WINDOW<=2.50","TERMINAL_ID_RISK_7DAY_WINDOW>0.37,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=4.50","CUSTOMER_ID_NB_TX_1DAY_WINDOW<=6.50,TERMINAL_ID_NB_TX_30DAY_WINDOW<=38.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=4.00","CUSTOMER_ID_NB_TX_7DAY_WINDOW<=17.50,TERMINAL_ID_NB_TX_7DAY_WINDOW<=8.50","TERMINAL_ID_RISK_7DAY_WINDOW>0.37,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=3.00","CUSTOMER_ID_NB_TX_7DAY_WINDOW<=17.50,TERMINAL_ID_NB_TX_30DAY_WINDOW<=38.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW<=43.49","TERMINAL_ID_RISK_7DAY_WINDOW>0.37,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW<=66.16","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=15.00","TERMINAL_ID_RISK_7DAY_WINDOW>0.37,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=11.00","CUSTOMER_ID_NB_TX_30DAY_WINDOW<=89.50,TERMINAL_ID_NB_TX_30DAY_WINDOW<=38.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=45.83","TERMINAL_ID_RISK_7DAY_WINDOW>0.37,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=66.82","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_NB_TX_1DAY_WINDOW<=1.50","TERMINAL_ID_NB_TX_7DAY_WINDOW<=2.50,TERMINAL_ID_NB_TX_1DAY_WINDOW<=1.50","TERMINAL_ID_RISK_7DAY_WINDOW>0.37,TERMINAL_ID_NB_TX_1DAY_WINDOW<=0.50","TERMINAL_ID_NB_TX_30DAY_WINDOW>38.50,TERMINAL_ID_NB_TX_1DAY_WINDOW<=0.50","TX_DURING_NIGHT<=0.50,TERMINAL_ID_NB_TX_1DAY_WINDOW<=0.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_NB_TX_7DAY_WINDOW<=5.50","TERMINAL_ID_RISK_7DAY_WINDOW>0.37,TERMINAL_ID_RISK_1DAY_WINDOW<=0.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_NB_TX_30DAY_WINDOW<=14.50","TERMINAL_ID_RISK_30DAY_WINDOW>0.12,TERMINAL_ID_RISK_1DAY_WINDOW<=0.75","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TX_DURING_NIGHT<=0.50","TERMINAL_ID_RISK_7DAY_WINDOW>0.37,TERMINAL_ID_NB_TX_7DAY_WINDOW<=2.50","TERMINAL_ID_RISK_7DAY_WINDOW>0.37,TERMINAL_ID_NB_TX_30DAY_WINDOW<=17.00","TERMINAL_ID_RISK_7DAY_WINDOW>0.37,TERMINAL_ID_RISK_30DAY_WINDOW<=0.12"
16,115.93,3.0,70.64666666666665,11.0,92.6763636363636,28.0,91.90071428571427,0.0,0.0,2.0,0.0,17.0,0.0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17,32.93,2.0,33.52999999999999,7.0,57.16142857142861,29.0,75.11034482758619,2.0,0.0,5.0,0.0,19.0,0.0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,23.82,1.0,23.819999999999993,2.0,27.904999999999987,6.0,23.49,1.0,0.0,7.0,0.0,20.0,0.0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,18.79,5.0,16.804000000000002,18.0,15.502222222222237,93.0,17.204731182795708,1.0,0.0,5.0,0.0,21.0,0.0,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,146.76,1.0,146.76000000000016,12.0,100.6508333333333,52.0,89.85576923076927,1.0,0.0,7.0,0.0,19.0,0.0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,6.23,3.0,29.726666666666677,24.0,33.35208333333333,106.0,40.75783018867927,1.0,0.0,6.0,0.0,20.0,0.05,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,24.16,4.0,28.867500000000014,16.0,22.91937500000002,78.0,23.258205128205116,1.0,0.0,4.0,0.0,18.0,0.0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,26.57,3.0,46.6466666666667,18.0,58.460555555555544,72.0,59.26527777777775,1.0,0.0,4.0,0.0,20.0,0.0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,97.79,2.0,72.25500000000004,17.0,52.643529411764725,68.0,41.258823529411785,0.0,0.0,3.0,0.0,35.0,0.0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,9.35,1.0,9.35,2.0,8.015,4.0,7.512499999999999,1.0,0.0,5.0,0.0,13.0,0.0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,38.27,1.0,38.270000000000074,5.0,65.60399999999998,34.0,51.82264705882358,1.0,0.0,6.0,0.0,33.0,0.0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,73.78,4.0,47.75,20.0,46.57450000000004,101.0,48.47000000000004,0.0,0.0,4.0,0.0,19.0,0.0,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,22.67,6.0,52.51999999999999,25.0,60.755999999999965,89.0,67.89842696629215,0.0,0.0,4.0,0.25,21.0,0.047619047619047616,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,38.62,2.0,39.75,10.0,36.345000000000006,41.0,31.108048780487813,1.0,0.0,9.0,0.0,30.0,0.0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,18.44,3.0,28.560000000000027,21.0,35.165238095238095,93.0,33.21053763440859,0.0,0.0,5.0,0.0,19.0,0.0,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,40.46,3.0,34.56999999999996,18.0,43.95277777777776,93.0,53.539032258064545,1.0,0.0,4.0,0.0,19.0,0.0,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,28.32,2.0,44.33500000000004,12.0,38.8616666666667,62.0,36.748870967741965,0.0,0.0,6.0,0.0,21.0,0.0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,40.08,2.0,46.440000000000005,15.0,84.67866666666666,66.0,78.69363636363633,0.0,0.0,7.0,0.0,18.0,0.0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,94.52,1.0,94.52000000000002,12.0,60.68500000000001,59.0,66.7986440677966,1.0,0.0,6.0,0.0,27.0,0.0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,11.53,4.0,9.069999999999986,26.0,9.961923076923076,106.0,12.365566037735855,0.0,0.0,5.0,0.0,18.0,0.0,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,22.01,5.0,28.47199999999999,19.0,25.614736842105224,92.0,24.724891304347846,0.0,0.0,4.0,0.0,17.0,0.0,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,78.18,5.0,49.25799999999998,23.0,62.00913043478254,104.0,65.44692307692308,2.0,0.0,4.0,0.0,21.0,0.0,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,37.94,2.0,24.83499999999995,19.0,70.06210526315789,68.0,71.18544117647056,1.0,0.0,7.0,0.0,19.0,0.0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,62.41,2.0,62.515,7.0,56.38857142857137,42.0,46.44785714285714,3.0,0.0,4.0,0.0,20.0,0.0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,6.59,3.0,5.686666666666668,21.0,10.276666666666674,75.0,9.816,0.0,0.0,9.0,0.0,27.0,0.037037037037037035,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,99.04,5.0,101.7640000000001,17.0,104.06176470588233,100.0,101.10189999999999,0.0,0.0,3.0,0.0,20.0,0.0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,59.18,2.0,41.209999999999965,16.0,48.18062499999999,66.0,44.26651515151514,2.0,0.0,7.0,0.14285714285714285,18.0,0.05555555555555555,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,6.59,3.0,3.7099999999999973,21.0,5.87,72.0,5.54708333333333,1.0,0.0,2.0,0.0,13.0,0.0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
44,12.06,3.0,7.6633333333333455,23.0,10.28869565217391,78.0,10.890769230769227,0.0,0.0,3.0,0.0,12.0,0.08333333333333333,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,28.08,4.0,26.102500000000006,18.0,23.33944444444445,104.0,21.497788461538473,0.0,0.0,4.0,0.0,13.0,0.0,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,14.42,5.0,40.88000000000001,26.0,48.60384615384615,114.0,43.5355263157895,0.0,0.0,8.0,0.0,21.0,0.0,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,91.61,5.0,89.39599999999999,19.0,83.50736842105249,67.0,87.94507462686563,0.0,0.0,3.0,0.0,15.0,0.0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,19.8,2.0,46.06999999999994,29.0,42.13827586206896,95.0,43.66726315789474,1.0,0.0,8.0,0.0,32.0,0.0,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,9.34,4.0,42.104999999999954,16.0,79.35500000000006,72.0,77.13986111111109,0.0,0.0,3.0,0.0,22.0,0.0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,80.75,4.0,61.68500000000002,18.0,70.39,88.0,68.16738636363633,1.0,0.0,3.0,0.0,20.0,0.0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,14.9,5.0,18.036000000000016,31.0,18.883870967741924,102.0,19.215294117647062,0.0,0.0,2.0,0.0,20.0,0.0,0,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
