,TX_AMOUNT,CUSTOMER_ID_NB_TX_1DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW,CUSTOMER_ID_NB_TX_7DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW,CUSTOMER_ID_NB_TX_30DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW,TERMINAL_ID_NB_TX_1DAY_WINDOW,TERMINAL_ID_RISK_1DAY_WINDOW,TERMINAL_ID_NB_TX_7DAY_WINDOW,TERMINAL_ID_RISK_7DAY_WINDOW,TERMINAL_ID_NB_TX_30DAY_WINDOW,TERMINAL_ID_RISK_30DAY_WINDOW,TX_DURING_WEEKEND,TX_DURING_NIGHT,TX_FRAUD,TX_AMOUNT>219.59,CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW>316.45,CUSTOMER_ID_NB_TX_7DAY_WINDOW>12.50,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW<=151.80,CUSTOMER_ID_NB_TX_30DAY_WINDOW>105.50,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=138.65,CUSTOMER_ID_NB_TX_1DAY_WINDOW>2.50,TERMINAL_ID_RISK_1DAY_WINDOW<=0.75,TERMINAL_ID_RISK_7DAY_WINDOW<=0.73,TERMINAL_ID_RISK_30DAY_WINDOW<=0.13,TERMINAL_ID_NB_TX_7DAY_WINDOW>5.50,TERMINAL_ID_NB_TX_30DAY_WINDOW>31.50,TERMINAL_ID_NB_TX_1DAY_WINDOW<=0.50,TX_DURING_NIGHT<=0.50,"TX_AMOUNT<=219.59,TERMINAL_ID_RISK_1DAY_WINDOW<=0.75","TX_AMOUNT<=219.59,TERMINAL_ID_RISK_7DAY_WINDOW<=0.73","TX_AMOUNT<=219.59,TERMINAL_ID_RISK_30DAY_WINDOW<=0.13","CUSTOMER_ID_NB_TX_1DAY_WINDOW<=2.50,TERMINAL_ID_NB_TX_1DAY_WINDOW<=2.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=3.50","CUSTOMER_ID_NB_TX_1DAY_WINDOW<=2.50,TERMINAL_ID_NB_TX_7DAY_WINDOW<=2.50","CUSTOMER_ID_NB_TX_1DAY_WINDOW<=2.50,TERMINAL_ID_NB_TX_30DAY_WINDOW<=13.50","CUSTOMER_ID_NB_TX_1DAY_WINDOW<=2.50,TX_DURING_NIGHT<=0.50","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW<=316.45,TERMINAL_ID_RISK_1DAY_WINDOW<=0.75","CUSTOMER_ID_NB_TX_30DAY_WINDOW<=105.50,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=26.50","CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW>138.65,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=11.00","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=22.50","CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW>151.80,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=94.50","CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW>151.80,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=99.69","CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW>151.80,TERMINAL_ID_RISK_1DAY_WINDOW<=0.75","CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW>151.80,TERMINAL_ID_RISK_7DAY_WINDOW<=0.73","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=79.00","CUSTOMER_ID_NB_TX_30DAY_WINDOW<=105.50,TERMINAL_ID_NB_TX_7DAY_WINDOW<=2.50","CUSTOMER_ID_NB_TX_30DAY_WINDOW<=105.50,TERMINAL_ID_NB_TX_30DAY_WINDOW<=13.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=138.65","TERMINAL_ID_RISK_7DAY_WINDOW>0.73,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=66.82","CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW>138.65,TX_DURING_NIGHT<=0.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_NB_TX_1DAY_WINDOW<=1.50","TERMINAL_ID_NB_TX_1DAY_WINDOW>0.50,TX_DURING_NIGHT<=0.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_NB_TX_7DAY_WINDOW<=4.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_RISK_7DAY_WINDOW<=0.62","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_NB_TX_30DAY_WINDOW<=11.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_RISK_30DAY_WINDOW<=0.10","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TX_DURING_NIGHT<=0.50","TERMINAL_ID_RISK_7DAY_WINDOW>0.73,TERMINAL_ID_NB_TX_7DAY_WINDOW<=4.50","TERMINAL_ID_RISK_7DAY_WINDOW>0.73,TERMINAL_ID_RISK_30DAY_WINDOW<=0.21"
16,31.6,5.0,61.63799999999996,13.0,58.26846153846157,60.0,64.73233333333333,0.0,0.0,0.0,0.0,17.0,0.0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
17,168.23,2.0,134.3149999999999,21.0,100.56666666666665,69.0,95.08362318840582,1.0,0.0,4.0,0.0,20.0,0.0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,70.66,4.0,64.29000000000005,28.0,79.00357142857135,111.0,76.80963963963951,0.0,0.0,5.0,0.0,22.0,0.0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,70.32,3.0,133.42666666666668,21.0,112.07285714285715,98.0,96.14540816326527,0.0,0.0,6.0,0.0,23.0,0.0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,27.27,1.0,27.26999999999993,9.0,44.18666666666666,31.0,52.51064516129031,1.0,0.0,6.0,0.0,29.0,0.0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,9.51,3.0,60.65666666666647,22.0,84.17499999999998,106.0,93.58547169811327,1.0,0.0,2.0,0.0,14.0,0.0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,3.01,1.0,3.0099999999999287,11.0,59.626363636363685,37.0,73.16135135135137,0.0,0.0,5.0,0.0,18.0,0.0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,11.61,7.0,30.381428571428557,26.0,29.77961538461538,89.0,28.98078651685392,2.0,0.0,5.0,0.0,24.0,0.0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,56.47,1.0,56.47,12.0,40.058333333333366,56.0,58.94839285714284,0.0,0.0,0.0,0.0,14.0,0.0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25,71.05,3.0,87.59666666666662,28.0,79.4703571428571,111.0,73.58540540540542,0.0,0.0,4.0,0.0,23.0,0.0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,49.38,6.0,62.20166666666671,21.0,56.89380952380949,83.0,56.79445783132532,0.0,0.0,3.0,0.0,18.0,0.0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,25.11,2.0,20.000000000000014,15.0,20.892666666666667,65.0,20.97707692307692,0.0,0.0,2.0,0.0,13.0,0.0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
28,32.76,3.0,29.31333333333335,16.0,26.881875000000004,71.0,31.157746478873236,0.0,0.0,2.0,0.0,19.0,0.0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
29,99.16,4.0,68.25749999999996,25.0,82.43080000000009,118.0,80.33288135593222,2.0,0.0,7.0,0.0,15.0,0.0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,72.88,1.0,72.88000000000011,5.0,109.28400000000006,33.0,93.51909090909092,0.0,0.0,7.0,0.0,15.0,0.0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,68.64,8.0,113.53124999999997,24.0,76.60541666666668,84.0,88.41857142857145,0.0,0.0,3.0,0.0,14.0,0.0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,30.23,1.0,30.229999999999986,1.0,30.23000000000001,14.0,38.58285714285715,4.0,0.0,5.0,0.0,27.0,0.0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,1.9,2.0,3.210000000000001,11.0,6.3599999999999985,47.0,7.06595744680851,0.0,0.0,4.0,0.0,26.0,0.0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,47.34,2.0,37.60999999999994,12.0,32.7041666666667,64.0,38.152499999999975,0.0,0.0,4.0,0.0,18.0,0.0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,4.69,5.0,12.62199999999999,21.0,12.619523809523814,115.0,12.549043478260874,0.0,0.0,7.0,0.0,19.0,0.0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,16.03,5.0,44.486000000000004,14.0,38.58714285714289,94.0,38.73404255319147,0.0,0.0,2.0,0.0,13.0,0.0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
37,26.66,3.0,38.576666666666746,19.0,49.12368421052625,109.0,46.56844036697247,0.0,0.0,6.0,0.0,29.0,0.0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,73.15,3.0,50.03666666666661,26.0,55.41346153846155,97.0,57.47010309278352,0.0,0.0,5.0,0.0,23.0,0.0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,11.31,4.0,7.179999999999994,15.0,12.281333333333329,72.0,11.404166666666667,0.0,0.0,4.0,0.0,20.0,0.0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,108.45,3.0,67.62333333333333,25.0,65.60320000000006,122.0,61.51336065573774,0.0,0.0,0.0,0.0,12.0,0.0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,36.44,1.0,36.43999999999994,14.0,28.098571428571443,43.0,28.12046511627906,1.0,0.0,3.0,0.0,18.0,0.0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,106.48,3.0,91.14999999999999,27.0,73.05222222222226,107.0,66.69102803738312,0.0,0.0,2.0,0.0,15.0,0.0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,39.96,3.0,50.40333333333333,25.0,87.70880000000005,101.0,93.53534653465348,0.0,0.0,4.0,0.0,24.0,0.0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,94.97,1.0,94.96999999999974,18.0,63.1677777777778,77.0,62.383766233766245,1.0,0.0,7.0,0.0,30.0,0.0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,108.95,5.0,91.068,20.0,89.14200000000004,92.0,89.12119565217387,0.0,0.0,4.0,0.0,20.0,0.0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,46.08,3.0,55.69333333333327,18.0,49.64499999999996,104.0,44.24798076923076,0.0,0.0,2.0,0.0,18.0,0.0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
47,51.1,3.0,32.97333333333335,20.0,23.857999999999997,70.0,20.30599999999999,1.0,0.0,4.0,0.0,22.0,0.0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,73.37,4.0,78.21750000000004,17.0,85.85529411764706,66.0,86.13499999999998,0.0,0.0,3.0,0.0,16.0,0.0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,15.21,2.0,16.43,14.0,13.747142857142853,40.0,12.2715,1.0,0.0,5.0,0.0,27.0,0.0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,78.98,4.0,68.1100000000001,24.0,53.32583333333338,96.0,55.937916666666645,0.0,0.0,6.0,0.0,19.0,0.0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,55.82,5.0,60.85000000000006,17.0,60.589999999999996,81.0,64.70975308641977,0.0,0.0,3.0,0.0,16.0,0.0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,54.87,7.0,69.87142857142858,31.0,72.45612903225808,98.0,72.03561224489799,0.0,0.0,4.0,0.0,23.0,0.0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
