,TX_AMOUNT,CUSTOMER_ID_NB_TX_1DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW,CUSTOMER_ID_NB_TX_7DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW,CUSTOMER_ID_NB_TX_30DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW,TERMINAL_ID_NB_TX_1DAY_WINDOW,TERMINAL_ID_RISK_1DAY_WINDOW,TERMINAL_ID_NB_TX_7DAY_WINDOW,TERMINAL_ID_RISK_7DAY_WINDOW,TERMINAL_ID_NB_TX_30DAY_WINDOW,TERMINAL_ID_RISK_30DAY_WINDOW,TX_DURING_WEEKEND,TX_DURING_NIGHT,TX_FRAUD,TX_AMOUNT>219.90,CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW<=208.36,CUSTOMER_ID_NB_TX_1DAY_WINDOW>4.50,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW<=135.55,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=57.50,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=107.76,TERMINAL_ID_RISK_1DAY_WINDOW<=0.83,TERMINAL_ID_RISK_7DAY_WINDOW<=0.23,TERMINAL_ID_NB_TX_30DAY_WINDOW>8.50,TERMINAL_ID_RISK_30DAY_WINDOW<=0.12,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=7.50,TERMINAL_ID_NB_TX_7DAY_WINDOW>2.50,TERMINAL_ID_NB_TX_1DAY_WINDOW<=0.50,TX_DURING_NIGHT<=0.50,"TX_AMOUNT<=219.90,CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW<=214.56","TX_AMOUNT<=219.90,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW<=122.79","TX_AMOUNT<=219.90,TERMINAL_ID_RISK_1DAY_WINDOW<=0.83","TX_AMOUNT<=219.90,TERMINAL_ID_RISK_7DAY_WINDOW<=0.23","TX_AMOUNT<=219.90,TERMINAL_ID_RISK_30DAY_WINDOW<=0.03","CUSTOMER_ID_NB_TX_1DAY_WINDOW<=4.50,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=26.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.83,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=1.50","TERMINAL_ID_NB_TX_30DAY_WINDOW<=8.50,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=5.50","CUSTOMER_ID_NB_TX_7DAY_WINDOW>7.50,TERMINAL_ID_NB_TX_1DAY_WINDOW<=0.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.83,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=28.00","TERMINAL_ID_NB_TX_7DAY_WINDOW<=2.50,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=27.50","TERMINAL_ID_RISK_7DAY_WINDOW>0.23,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=15.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.83,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=124.50","TERMINAL_ID_RISK_7DAY_WINDOW>0.23,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=80.00","TERMINAL_ID_RISK_7DAY_WINDOW>0.23,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=6.96","TERMINAL_ID_RISK_1DAY_WINDOW>0.83,TERMINAL_ID_NB_TX_1DAY_WINDOW<=1.50","TERMINAL_ID_NB_TX_1DAY_WINDOW>0.50,TX_DURING_NIGHT<=0.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.83,TERMINAL_ID_NB_TX_7DAY_WINDOW<=3.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.83,TERMINAL_ID_NB_TX_30DAY_WINDOW<=15.00","TERMINAL_ID_RISK_1DAY_WINDOW>0.83,TX_DURING_NIGHT<=0.50","TERMINAL_ID_RISK_7DAY_WINDOW>0.23,TERMINAL_ID_NB_TX_30DAY_WINDOW<=30.50","TERMINAL_ID_RISK_7DAY_WINDOW>0.23,TERMINAL_ID_RISK_30DAY_WINDOW<=0.04"
14,83.39,4.0,65.28249999999998,21.0,70.63333333333328,83.0,76.36650602409641,2.0,0.0,5.0,0.0,25.0,0.0,0,1,0,0,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,41.69,5.0,46.082000000000015,24.0,63.925833333333294,95.0,63.139789473684154,0.0,0.0,3.0,0.0,17.0,0.0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
16,20.99,3.0,32.316666666666656,23.0,28.424782608695637,99.0,25.474848484848465,3.0,0.0,6.0,0.0,23.0,0.0,0,1,0,0,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,42.62,1.0,42.62000000000001,5.0,36.60799999999999,23.0,28.70391304347827,2.0,0.0,6.0,0.0,20.0,0.0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,9.09,3.0,9.526666666666666,17.0,6.986470588235294,63.0,7.039682539682539,1.0,0.0,3.0,0.0,19.0,0.0,0,1,0,0,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,67.17,3.0,57.12666666666674,18.0,63.76388888888894,83.0,60.25999999999994,0.0,0.0,6.0,0.0,21.0,0.0,0,1,0,0,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20,113.99,1.0,113.99,4.0,108.05749999999998,14.0,100.28142857142855,0.0,0.0,5.0,0.0,22.0,0.0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,89.83,1.0,89.8299999999999,9.0,73.43222222222226,23.0,92.3304347826087,0.0,0.0,2.0,0.0,13.0,0.0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
22,29.89,3.0,21.75666666666668,22.0,22.5068181818182,108.0,23.464074074074077,0.0,0.0,5.0,0.0,20.0,0.0,0,1,0,0,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23,74.88,2.0,66.06499999999997,17.0,73.29117647058828,72.0,72.20861111111114,1.0,0.0,6.0,0.0,19.0,0.0,0,1,0,0,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,30.52,5.0,19.31399999999999,14.0,21.415000000000003,56.0,21.126071428571432,1.0,0.0,5.0,0.0,13.0,0.0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,82.39,4.0,89.71250000000003,16.0,86.60875000000007,79.0,85.7382278481013,0.0,0.0,2.0,0.0,7.0,0.0,0,1,0,0,1,0,1,0,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
26,97.5,4.0,105.21750000000003,14.0,125.70428571428572,60.0,77.00550000000004,1.0,0.0,7.0,0.0,25.0,0.0,0,1,1,0,1,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,4.16,3.0,15.60666666666667,9.0,24.962222222222216,38.0,28.048684210526318,0.0,0.0,7.0,0.0,16.0,0.0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28,8.63,1.0,8.630000000000019,12.0,5.541666666666681,59.0,6.098983050847451,0.0,0.0,2.0,0.0,12.0,0.0,0,1,0,0,1,0,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
29,30.27,4.0,24.252500000000023,16.0,21.030625000000015,87.0,25.066666666666663,0.0,0.0,4.0,0.0,22.0,0.0,0,1,0,0,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
30,83.7,4.0,95.21000000000004,17.0,97.73647058823526,101.0,92.32316831683166,2.0,0.0,5.0,0.0,13.0,0.0,0,1,0,0,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,67.35,4.0,54.58749999999993,23.0,61.84608695652171,105.0,64.86809523809528,1.0,0.0,6.0,0.0,26.0,0.0,0,1,0,0,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,66.79,2.0,40.345,18.0,74.14166666666671,76.0,77.54407894736849,0.0,0.0,4.0,0.0,15.0,0.0,0,1,0,0,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
33,37.21,7.0,20.521428571428583,32.0,18.323749999999986,107.0,19.191028037383173,0.0,0.0,4.0,0.0,21.0,0.0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
34,11.75,5.0,8.198000000000002,22.0,6.31363636363636,82.0,6.163170731707319,0.0,0.0,3.0,0.0,15.0,0.0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35,117.2,2.0,67.38999999999984,23.0,64.09956521739126,102.0,67.93078431372544,1.0,0.0,3.0,0.0,17.0,0.0,0,1,0,0,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,12.71,1.0,12.709999999999951,16.0,56.81562499999999,71.0,56.484647887323916,1.0,0.0,7.0,0.0,22.0,0.0,0,1,0,0,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,5.06,6.0,26.69166666666669,22.0,27.931818181818176,103.0,22.526601941747565,0.0,0.0,3.0,0.0,21.0,0.0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
38,65.37,6.0,65.36333333333336,21.0,65.99523809523801,99.0,72.80616161616169,1.0,0.0,2.0,0.0,10.0,0.0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
39,75.13,1.0,75.13000000000002,2.0,60.09000000000011,20.0,123.951,1.0,0.0,3.0,0.0,13.0,0.0,0,1,0,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,11.14,1.0,11.14,7.0,48.800000000000004,30.0,51.93033333333334,0.0,0.0,3.0,0.0,10.0,0.0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,12.04,2.0,44.90000000000009,14.0,62.57857142857139,53.0,57.97415094339622,0.0,0.0,2.0,0.0,12.0,0.0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
42,144.59,4.0,124.6425000000001,24.0,100.42000000000002,96.0,96.74520833333338,0.0,0.0,4.0,0.0,12.0,0.0,0,1,0,0,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
43,34.55,6.0,68.6616666666667,24.0,69.58833333333335,95.0,64.9408421052632,1.0,0.0,9.0,0.0,17.0,0.0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,24.28,4.0,19.369999999999987,25.0,25.99199999999999,102.0,23.73735294117647,1.0,0.0,9.0,0.0,28.0,0.0,0,1,0,0,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,81.41,3.0,62.86666666666673,12.0,47.53249999999998,53.0,48.101132075471675,0.0,0.0,8.0,0.0,24.0,0.0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
46,46.72,3.0,40.41000000000003,35.0,42.890857142857136,104.0,39.81923076923077,0.0,0.0,3.0,0.0,22.0,0.0,0,1,0,0,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
47,10.31,4.0,9.100000000000017,21.0,10.368571428571432,75.0,11.940933333333332,0.0,0.0,1.0,0.0,6.0,0.0,0,1,0,0,1,0,1,0,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
48,150.94,3.0,105.31000000000002,16.0,73.40187499999992,55.0,66.80690909090909,0.0,0.0,2.0,0.0,10.0,0.0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
49,59.24,3.0,32.119999999999955,31.0,56.708709677419364,113.0,57.855044247787596,1.0,0.0,10.0,0.0,35.0,0.0,0,1,0,0,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,50.6,4.0,51.802500000000045,28.0,44.08357142857142,121.0,43.538429752066165,3.0,0.0,7.0,0.0,18.0,0.0,0,1,0,0,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,14.64,5.0,13.12399999999999,26.0,12.596538461538463,123.0,11.6939837398374,0.0,0.0,4.0,0.0,19.0,0.0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
52,21.97,2.0,56.17000000000011,22.0,72.34318181818175,76.0,80.85263157894734,3.0,0.0,7.0,0.0,22.0,0.0,0,1,0,0,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,38.42,5.0,48.457999999999984,28.0,39.4360714285714,124.0,35.582096774193566,4.0,0.0,9.0,0.0,22.0,0.0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,57.76,3.0,38.18666666666666,7.0,59.66999999999998,38.0,78.55315789473683,0.0,0.0,1.0,0.0,14.0,0.0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
55,6.28,3.0,4.3033333333333355,11.0,5.609999999999997,40.0,6.043249999999995,2.0,0.0,5.0,0.0,32.0,0.0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,168.49,4.0,97.92499999999988,36.0,94.76305555555558,120.0,97.03566666666664,2.0,0.0,4.0,0.0,20.0,0.0,0,1,0,0,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,29.12,2.0,29.005000000000074,17.0,20.377058823529413,103.0,19.528834951456307,2.0,0.0,7.0,0.0,27.0,0.0,0,1,0,0,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,74.32,2.0,95.03500000000008,10.0,66.91300000000004,55.0,70.34818181818181,1.0,0.0,7.0,0.0,20.0,0.0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,63.34,2.0,62.36500000000001,10.0,49.37399999999999,37.0,43.52243243243244,3.0,0.0,9.0,0.0,35.0,0.0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,18.67,5.0,63.90800000000011,25.0,81.84320000000007,89.0,90.92438202247189,0.0,0.0,6.0,0.0,22.0,0.0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61,60.34,4.0,39.77500000000002,27.0,30.291111111111118,92.0,28.101739130434773,0.0,0.0,2.0,0.0,6.0,0.0,0,1,0,0,1,0,1,0,1,1,1,0,1,0,0,1,0,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
62,13.47,1.0,13.469999999999986,11.0,16.61818181818181,47.0,15.65936170212765,0.0,0.0,2.0,0.0,17.0,0.0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
63,20.13,4.0,30.0425,30.0,43.08300000000002,109.0,40.31513761467889,1.0,0.0,5.0,0.0,19.0,0.0,0,1,0,0,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,63.76,3.0,76.39666666666659,22.0,64.74136363636363,81.0,66.53481481481485,0.0,0.0,5.0,0.0,17.0,0.0,0,1,0,0,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
65,14.53,2.0,18.450000000000003,12.0,17.839166666666703,59.0,17.793050847457625,0.0,0.0,6.0,0.0,28.0,0.0,0,1,0,0,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
66,102.04,2.0,61.18999999999999,5.0,60.33400000000002,16.0,79.22562499999998,1.0,0.0,1.0,0.0,10.0,0.0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
67,21.65,4.0,41.302499999999995,21.0,42.99857142857145,85.0,46.55447058823527,1.0,0.0,7.0,0.0,18.0,0.0,0,1,0,0,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
