,TX_AMOUNT,CUSTOMER_ID_NB_TX_1DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW,CUSTOMER_ID_NB_TX_7DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW,CUSTOMER_ID_NB_TX_30DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW,TERMINAL_ID_NB_TX_1DAY_WINDOW,TERMINAL_ID_RISK_1DAY_WINDOW,TERMINAL_ID_NB_TX_7DAY_WINDOW,TERMINAL_ID_RISK_7DAY_WINDOW,TERMINAL_ID_NB_TX_30DAY_WINDOW,TERMINAL_ID_RISK_30DAY_WINDOW,TX_DURING_WEEKEND,TX_DURING_NIGHT,TX_FRAUD,TX_AMOUNT>213.38,CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW>210.38,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=12.50,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW<=132.06,CUSTOMER_ID_NB_TX_30DAY_WINDOW>19.50,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=114.35,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=1.50,TERMINAL_ID_RISK_1DAY_WINDOW<=0.75,TERMINAL_ID_NB_TX_7DAY_WINDOW<=4.50,TERMINAL_ID_RISK_7DAY_WINDOW<=0.42,TERMINAL_ID_NB_TX_30DAY_WINDOW<=20.50,TERMINAL_ID_RISK_30DAY_WINDOW<=0.10,TERMINAL_ID_NB_TX_1DAY_WINDOW<=0.50,TX_DURING_NIGHT<=0.50,"TX_AMOUNT<=213.38,CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW<=210.38","TX_AMOUNT<=213.38,TERMINAL_ID_RISK_7DAY_WINDOW<=0.42","TX_AMOUNT<=213.38,TERMINAL_ID_RISK_30DAY_WINDOW<=0.10","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=6.50","CUSTOMER_ID_NB_TX_1DAY_WINDOW>1.50,TX_DURING_NIGHT<=0.50","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW<=210.38,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW<=132.06","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW<=210.38,TERMINAL_ID_RISK_7DAY_WINDOW<=0.42","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW<=210.38,TERMINAL_ID_RISK_30DAY_WINDOW<=0.10","CUSTOMER_ID_NB_TX_7DAY_WINDOW>12.50,TERMINAL_ID_NB_TX_1DAY_WINDOW<=0.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=15.50","CUSTOMER_ID_NB_TX_7DAY_WINDOW>12.50,TERMINAL_ID_NB_TX_7DAY_WINDOW<=4.50","CUSTOMER_ID_NB_TX_7DAY_WINDOW>12.50,TERMINAL_ID_NB_TX_30DAY_WINDOW<=20.50","CUSTOMER_ID_NB_TX_7DAY_WINDOW>12.50,TX_DURING_NIGHT<=0.50","TERMINAL_ID_RISK_7DAY_WINDOW>0.42,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW<=132.06","CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW>132.06,TERMINAL_ID_NB_TX_30DAY_WINDOW<=25.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=76.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_NB_TX_1DAY_WINDOW<=1.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_NB_TX_7DAY_WINDOW<=2.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_NB_TX_30DAY_WINDOW<=13.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TX_DURING_NIGHT<=0.50","TERMINAL_ID_RISK_7DAY_WINDOW>0.42,TERMINAL_ID_NB_TX_7DAY_WINDOW<=4.50","TERMINAL_ID_NB_TX_7DAY_WINDOW>4.50,TERMINAL_ID_NB_TX_30DAY_WINDOW<=20.50","TERMINAL_ID_RISK_7DAY_WINDOW>0.42,TERMINAL_ID_NB_TX_30DAY_WINDOW<=20.50","TERMINAL_ID_RISK_7DAY_WINDOW>0.42,TERMINAL_ID_RISK_30DAY_WINDOW<=0.20"
15,42.68,6.0,26.836666666666645,23.0,32.634347826086945,101.0,34.56039603960396,1.0,0.0,3.0,0.0,13.0,0.0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
16,16.84,5.0,33.965999999999944,27.0,38.033703703703715,109.0,37.851559633027534,1.0,0.0,6.0,0.0,20.0,0.0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
17,152.8,1.0,152.8,9.0,81.58444444444444,38.0,97.00605263157895,0.0,0.0,0.0,0.0,18.0,0.0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,121.73,1.0,121.73000000000006,11.0,75.2881818181818,48.0,89.37666666666668,1.0,0.0,4.0,0.0,24.0,0.0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,8.7,2.0,11.985000000000019,33.0,10.329393939393938,105.0,11.12857142857143,1.0,0.0,4.0,0.0,18.0,0.0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
20,61.63,2.0,44.37000000000006,6.0,63.599999999999966,49.0,50.76346938775505,1.0,0.0,1.0,0.0,19.0,0.0,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,36.79,2.0,32.080000000000005,19.0,26.047368421052635,98.0,23.866836734693862,0.0,0.0,3.0,0.0,15.0,0.0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
22,53.45,2.0,63.075000000000045,7.0,61.571428571428605,29.0,59.26551724137935,1.0,0.0,9.0,0.0,19.0,0.0,0,1,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
23,16.97,2.0,13.514999999999985,15.0,14.121333333333341,65.0,14.17738461538462,2.0,0.0,4.0,0.0,16.0,0.0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
24,79.68,12.0,69.27416666666669,34.0,57.819411764705876,111.0,54.160630630630614,0.0,0.0,9.0,0.0,27.0,0.0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,88.54,3.0,88.44333333333338,24.0,81.56958333333337,83.0,87.90590361445783,0.0,0.0,1.0,0.0,17.0,0.0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
26,8.41,2.0,27.98999999999996,9.0,39.00555555555559,55.0,41.65363636363635,0.0,0.0,4.0,0.0,20.0,0.0,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,14.94,2.0,53.58999999999999,7.0,56.6785714285715,45.0,66.2731111111111,0.0,0.0,2.0,0.0,21.0,0.0,0,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,11.27,2.0,22.44500000000008,11.0,36.58454545454548,61.0,38.18147540983605,2.0,0.0,5.0,0.0,17.0,0.0,0,1,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
29,39.63,2.0,30.390000000000008,13.0,28.595384615384617,54.0,27.14444444444445,1.0,0.0,4.0,0.0,19.0,0.0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
30,2.93,3.0,13.54999999999996,33.0,15.023030303030305,121.0,14.892561983471076,2.0,0.0,4.0,0.0,20.0,0.0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
31,23.81,2.0,21.765,3.0,34.283333333333324,5.0,52.248000000000005,0.0,0.0,1.0,0.0,17.0,0.0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,116.85,5.0,79.73200000000004,30.0,74.05399999999993,128.0,75.17304687500003,0.0,0.0,3.0,0.0,20.0,0.0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
33,21.76,7.0,61.019999999999996,12.0,58.906666666666666,44.0,53.809545454545464,0.0,0.0,6.0,0.0,25.0,0.0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,86.87,5.0,66.30199999999999,27.0,62.53666666666666,105.0,61.00057142857143,1.0,1.0,4.0,1.0,15.0,0.3333333333333333,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0
35,85.69,4.0,111.93500000000013,20.0,95.11499999999994,108.0,100.72435185185186,0.0,0.0,3.0,0.0,19.0,0.0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
36,4.35,2.0,10.515000000000015,18.0,25.093888888888905,79.0,27.788227848101283,1.0,0.0,5.0,0.0,19.0,0.0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
37,141.96,2.0,99.32500000000003,7.0,61.557142857142885,23.0,83.70565217391305,0.0,0.0,4.0,0.0,18.0,0.0,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,115.63,1.0,115.63,4.0,82.70750000000001,14.0,92.22000000000003,2.0,0.0,8.0,0.0,19.0,0.0,0,1,0,0,0,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
39,106.82,2.0,101.37999999999998,13.0,111.63538461538465,29.0,107.18517241379308,1.0,0.0,6.0,0.0,29.0,0.0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,70.11,4.0,73.81000000000002,11.0,73.60818181818179,60.0,70.65333333333335,1.0,0.0,7.0,0.0,19.0,0.0,0,1,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
41,32.98,4.0,69.18,31.0,63.33193548387094,87.0,57.49459770114941,4.0,0.0,6.0,0.0,29.0,0.0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,169.83,3.0,148.90666666666664,10.0,104.51700000000001,53.0,98.69509433962257,0.0,0.0,4.0,0.0,18.0,0.0,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,3.16,1.0,3.1600000000000428,5.0,32.79999999999999,36.0,28.234166666666663,0.0,0.0,3.0,0.0,21.0,0.0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,55.83,2.0,80.47500000000011,17.0,81.6452941176471,90.0,66.85833333333335,0.0,0.0,4.0,0.0,27.0,0.0,0,1,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
45,76.28,3.0,58.48666666666666,22.0,66.74545454545454,81.0,61.88839506172841,0.0,0.0,3.0,0.0,15.0,0.0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
46,3.69,1.0,3.690000000000078,13.0,19.99384615384616,62.0,20.84629032258065,1.0,0.0,5.0,0.0,24.0,0.0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,29.74,4.0,44.02249999999999,25.0,59.6048,100.0,55.50939999999998,1.0,0.0,9.0,0.0,28.0,0.0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,128.8,5.0,89.39599999999997,29.0,98.76103448275863,111.0,94.29864864864861,0.0,0.0,9.0,0.0,17.0,0.0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
49,36.03,5.0,26.386000000000013,25.0,22.098799999999997,110.0,22.606000000000023,1.0,0.0,5.0,0.0,27.0,0.0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,76.4,5.0,72.20400000000002,23.0,75.81739130434785,83.0,82.19373493975905,0.0,0.0,2.0,0.0,13.0,0.0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
51,49.31,3.0,31.493333333333343,25.0,29.233199999999997,79.0,27.581392405063248,0.0,0.0,6.0,0.0,23.0,0.0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,15.5,6.0,34.27333333333332,26.0,38.439230769230804,105.0,39.538857142857175,0.0,0.0,2.0,0.0,12.0,0.0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
53,85.19,2.0,59.70500000000004,7.0,91.0114285714286,20.0,91.634,1.0,0.0,2.0,0.0,9.0,0.0,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,135.78,3.0,143.08000000000004,12.0,106.6133333333333,60.0,89.65849999999998,0.0,0.0,5.0,0.0,35.0,0.0,0,1,0,0,0,1,1,1,1,0,1,0,1,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,23.95,6.0,54.690000000000005,30.0,56.94100000000002,109.0,60.49165137614678,1.0,0.0,2.0,0.0,10.0,0.0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
56,122.46,4.0,82.49250000000002,26.0,97.24576923076926,93.0,87.55354838709675,0.0,0.0,5.0,0.0,22.0,0.0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,108.49,2.0,56.35000000000005,24.0,67.82291666666671,121.0,64.61685950413224,0.0,0.0,3.0,0.0,18.0,0.5,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
58,81.32,2.0,44.924999999999926,14.0,54.94928571428568,81.0,58.0144444444444,1.0,0.0,4.0,0.0,13.0,0.0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
59,26.42,1.0,26.41999999999993,12.0,88.45333333333338,58.0,80.20362068965518,0.0,0.0,4.0,0.0,21.0,0.0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,80.74,2.0,58.73,5.0,84.90599999999999,21.0,84.33047619047619,1.0,0.0,4.0,0.0,13.0,0.0,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,94.07,2.0,59.464999999999975,17.0,40.39823529411765,60.0,34.57183333333333,0.0,0.0,1.0,0.0,14.0,0.0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
62,26.14,2.0,40.83999999999995,13.0,25.076153846153854,68.0,32.19911764705879,0.0,0.0,5.0,0.0,20.0,0.0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
63,104.11,6.0,77.52166666666669,24.0,76.99625000000002,84.0,82.45464285714287,0.0,0.0,5.0,0.0,19.0,0.0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
