,TX_AMOUNT,CUSTOMER_ID_NB_TX_1DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW,CUSTOMER_ID_NB_TX_7DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW,CUSTOMER_ID_NB_TX_30DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW,TERMINAL_ID_NB_TX_1DAY_WINDOW,TERMINAL_ID_RISK_1DAY_WINDOW,TERMINAL_ID_NB_TX_7DAY_WINDOW,TERMINAL_ID_RISK_7DAY_WINDOW,TERMINAL_ID_NB_TX_30DAY_WINDOW,TERMINAL_ID_RISK_30DAY_WINDOW,TX_DURING_WEEKEND,TX_DURING_NIGHT,TX_FRAUD,TX_AMOUNT>220.97,CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW>220.15,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=3.50,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW<=120.67,CUSTOMER_ID_NB_TX_30DAY_WINDOW>15.50,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=107.81,CUSTOMER_ID_NB_TX_1DAY_WINDOW>3.50,TERMINAL_ID_RISK_1DAY_WINDOW<=0.75,TERMINAL_ID_NB_TX_7DAY_WINDOW>1.50,TERMINAL_ID_RISK_7DAY_WINDOW<=0.42,TERMINAL_ID_RISK_30DAY_WINDOW<=0.11,TERMINAL_ID_NB_TX_30DAY_WINDOW<=13.50,TERMINAL_ID_NB_TX_1DAY_WINDOW<=0.50,TX_DURING_NIGHT<=0.50,"TX_AMOUNT<=220.97,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW<=202.51","TX_AMOUNT<=220.97,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=116.59","TX_AMOUNT<=220.97,TERMINAL_ID_RISK_1DAY_WINDOW<=0.75","TX_AMOUNT<=220.97,TERMINAL_ID_RISK_7DAY_WINDOW<=0.42","TX_AMOUNT<=220.97,TERMINAL_ID_RISK_30DAY_WINDOW<=0.11","CUSTOMER_ID_NB_TX_7DAY_WINDOW>3.50,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=3.50","CUSTOMER_ID_NB_TX_1DAY_WINDOW<=3.50,TERMINAL_ID_NB_TX_1DAY_WINDOW<=0.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=4.50","TERMINAL_ID_NB_TX_7DAY_WINDOW<=1.50,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=4.50","CUSTOMER_ID_NB_TX_1DAY_WINDOW<=3.50,TERMINAL_ID_NB_TX_30DAY_WINDOW<=12.50","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW<=220.15,TERMINAL_ID_RISK_7DAY_WINDOW<=0.42","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW<=220.15,TERMINAL_ID_RISK_30DAY_WINDOW<=0.11","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=26.50","CUSTOMER_ID_NB_TX_7DAY_WINDOW>3.50,TERMINAL_ID_NB_TX_7DAY_WINDOW<=8.50","CUSTOMER_ID_NB_TX_7DAY_WINDOW>3.50,TERMINAL_ID_NB_TX_30DAY_WINDOW<=22.50","CUSTOMER_ID_NB_TX_7DAY_WINDOW>3.50,TX_DURING_NIGHT<=0.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=112.50","CUSTOMER_ID_NB_TX_30DAY_WINDOW<=15.50,TERMINAL_ID_NB_TX_7DAY_WINDOW<=8.50","CUSTOMER_ID_NB_TX_30DAY_WINDOW<=15.50,TERMINAL_ID_NB_TX_30DAY_WINDOW<=19.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=47.17","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_NB_TX_1DAY_WINDOW<=1.50","TERMINAL_ID_NB_TX_1DAY_WINDOW>0.50,TX_DURING_NIGHT<=0.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_NB_TX_7DAY_WINDOW<=5.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_NB_TX_30DAY_WINDOW<=15.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TX_DURING_NIGHT<=0.50","TERMINAL_ID_NB_TX_7DAY_WINDOW<=1.50,TERMINAL_ID_NB_TX_30DAY_WINDOW<=13.50"
15,61.57,2.0,75.04000000000002,7.0,47.20999999999997,32.0,67.89812500000005,0.0,0.0,10.0,0.0,23.0,0.0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,104.17,4.0,89.61500000000004,23.0,79.64434782608696,97.0,67.68649484536084,1.0,0.0,5.0,0.0,23.0,0.043478260869565216,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17,43.55,4.0,42.647500000000015,26.0,33.77807692307694,115.0,36.51765217391307,2.0,0.0,8.0,0.0,35.0,0.0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18,20.78,2.0,21.549999999999997,15.0,12.306666666666667,84.0,11.168095238095239,0.0,0.0,2.0,0.0,17.0,0.058823529411764705,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
19,46.27,7.0,74.75999999999996,33.0,86.83030303030306,131.0,93.5776335877863,0.0,0.0,7.0,0.0,20.0,0.0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
20,9.76,8.0,11.902500000000002,28.0,12.171428571428569,91.0,11.689999999999998,1.0,0.0,3.0,0.0,12.0,0.0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
21,19.39,2.0,21.650000000000002,11.0,30.524545454545475,56.0,30.719285714285718,1.0,0.0,5.0,0.0,16.0,0.0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
22,138.93,1.0,138.93000000000012,11.0,101.86909090909084,81.0,100.66197530864204,1.0,0.0,4.0,0.0,20.0,0.0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
23,81.25,3.0,114.26666666666664,25.0,85.08839999999996,80.0,82.92450000000001,0.0,0.0,2.0,0.0,14.0,0.0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
24,141.02,2.0,116.44499999999995,6.0,104.35999999999986,43.0,86.16953488372091,0.0,0.0,7.0,0.0,28.0,0.0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
25,19.15,3.0,12.136666666666661,7.0,17.79714285714284,41.0,16.185609756097566,0.0,0.0,4.0,0.0,14.0,0.0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
26,4.37,4.0,10.725000000000005,20.0,10.723000000000004,71.0,9.692676056338026,0.0,0.0,3.0,0.0,16.0,0.0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
27,62.19,3.0,53.69666666666671,20.0,58.2725,101.0,56.55455445544556,0.0,0.0,3.0,0.0,10.0,0.0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
28,86.06,5.0,70.744,12.0,54.04833333333329,63.0,52.22650793650796,0.0,0.0,5.0,0.0,11.0,0.0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
29,144.39,3.0,104.85000000000007,25.0,93.40959999999997,91.0,84.40439560439559,0.0,0.0,1.0,0.0,25.0,0.0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
30,36.28,1.0,36.279999999999994,1.0,36.280000000000044,20.0,31.8325,0.0,0.0,2.0,0.0,9.0,0.0,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,16.94,5.0,98.68600000000005,24.0,84.69416666666659,85.0,80.09858823529406,1.0,0.0,8.0,0.0,23.0,0.0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
32,94.92,4.0,69.415,24.0,76.36375,73.0,67.72904109589035,0.0,0.0,2.0,0.0,13.0,0.0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
33,41.54,2.0,51.57000000000002,26.0,92.7169230769231,77.0,91.90948051948052,1.0,0.0,4.0,0.0,24.0,0.0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
34,52.39,8.0,51.318749999999994,35.0,59.74857142857141,129.0,59.16286821705425,1.0,0.0,12.0,0.0,27.0,0.0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,60.36,5.0,94.82399999999994,17.0,94.90058823529405,78.0,100.18461538461541,0.0,0.0,7.0,0.0,24.0,0.0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
36,28.54,3.0,22.783333333333342,17.0,19.064705882352936,86.0,17.62953488372093,1.0,0.0,4.0,0.0,11.0,0.0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
37,61.08,3.0,70.84000000000002,16.0,67.87124999999999,60.0,68.88633333333335,0.0,0.0,6.0,0.0,22.0,0.0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
38,7.66,7.0,10.128571428571432,26.0,10.696538461538465,109.0,11.152660550458716,0.0,0.0,3.0,0.0,18.0,0.0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
39,196.56,5.0,130.10999999999996,18.0,111.78111111111099,93.0,100.91462365591386,3.0,0.0,10.0,0.0,25.0,0.0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,62.59,6.0,54.29,17.0,60.40764705882352,61.0,62.990327868852454,1.0,0.0,4.0,0.0,22.0,0.0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
41,19.88,7.0,44.48428571428571,31.0,40.75677419354836,122.0,37.600409836065616,0.0,0.0,6.0,0.0,32.0,0.0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
42,51.2,4.0,44.730000000000004,15.0,44.422000000000004,38.0,44.01921052631578,1.0,0.0,5.0,0.0,13.0,0.0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
43,13.79,1.0,13.789999999999997,6.0,6.665000000000002,30.0,7.033,0.0,0.0,3.0,0.0,14.0,0.0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
44,23.1,3.0,33.843333333333334,22.0,58.442272727272716,70.0,56.572,0.0,0.0,5.0,0.0,30.0,0.0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
45,65.95,2.0,87.27999999999986,23.0,94.03478260869556,100.0,90.22659999999995,1.0,0.0,4.0,0.0,21.0,0.0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
46,46.8,4.0,61.77250000000001,19.0,57.84263157894739,76.0,65.62381578947365,2.0,0.0,7.0,0.0,28.0,0.0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
47,60.46,3.0,41.669999999999966,26.0,33.49769230769231,99.0,32.63131313131311,1.0,0.0,4.0,0.0,15.0,0.0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
48,74.56,3.0,81.34333333333338,14.0,61.77571428571433,68.0,61.913823529411786,0.0,0.0,3.0,0.0,14.0,0.0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
49,97.77,4.0,83.47249999999994,17.0,88.82529411764708,51.0,88.8349019607843,2.0,0.0,6.0,0.0,29.0,0.0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
50,71.87,2.0,60.64500000000004,15.0,75.25400000000003,60.0,76.4916666666666,1.0,0.0,4.0,0.0,17.0,0.0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
51,18.55,1.0,18.549999999999997,8.0,14.856250000000008,35.0,16.184,0.0,0.0,4.0,0.0,21.0,0.0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
52,73.18,7.0,70.21571428571427,28.0,82.8992857142857,135.0,77.66925925925922,1.0,0.0,6.0,0.0,31.0,0.0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
53,62.27,3.0,62.72333333333331,13.0,89.63461538461533,43.0,98.62023255813956,1.0,0.0,3.0,0.0,25.0,0.0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
54,51.01,3.0,54.12666666666661,17.0,41.86294117647058,86.0,43.39523255813954,2.0,0.0,6.0,0.0,25.0,0.0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
55,31.0,1.0,30.999999999999996,2.0,29.925000000000004,9.0,26.785555555555547,0.0,0.0,5.0,0.0,19.0,0.0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
56,59.2,4.0,40.40000000000001,26.0,26.899230769230783,109.0,26.871284403669716,1.0,0.0,8.0,0.0,24.0,0.0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
57,66.05,4.0,55.842500000000015,16.0,59.58374999999994,71.0,58.27394366197187,0.0,0.0,3.0,0.0,16.0,0.0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
58,53.53,3.0,41.41000000000002,22.0,32.543181818181814,80.0,33.45849999999997,0.0,0.0,5.0,0.0,21.0,0.0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
59,22.24,2.0,13.544999999999991,7.0,15.890000000000004,36.0,18.944722222222225,0.0,0.0,4.0,0.0,26.0,0.0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
60,11.25,7.0,28.39285714285716,23.0,29.299565217391294,83.0,30.760120481927707,0.0,0.0,2.0,0.0,12.0,0.0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
