,TX_AMOUNT,CUSTOMER_ID_NB_TX_1DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW,CUSTOMER_ID_NB_TX_7DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW,CUSTOMER_ID_NB_TX_30DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW,TERMINAL_ID_NB_TX_1DAY_WINDOW,TERMINAL_ID_RISK_1DAY_WINDOW,TERMINAL_ID_NB_TX_7DAY_WINDOW,TERMINAL_ID_RISK_7DAY_WINDOW,TERMINAL_ID_NB_TX_30DAY_WINDOW,TERMINAL_ID_RISK_30DAY_WINDOW,TX_DURING_WEEKEND,TX_DURING_NIGHT,TX_FRAUD,TX_AMOUNT>219.88,CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW>232.82,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=39.50,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW<=98.33,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=66.50,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=97.84,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=3.50,TERMINAL_ID_RISK_1DAY_WINDOW<=0.75,TERMINAL_ID_NB_TX_7DAY_WINDOW<=12.50,TERMINAL_ID_RISK_7DAY_WINDOW<=0.42,TERMINAL_ID_NB_TX_30DAY_WINDOW>21.50,TERMINAL_ID_RISK_30DAY_WINDOW<=0.10,TERMINAL_ID_NB_TX_1DAY_WINDOW<=0.50,TX_DURING_NIGHT<=0.50,"TX_AMOUNT<=219.88,CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW<=202.89","TX_AMOUNT<=219.88,TERMINAL_ID_RISK_1DAY_WINDOW<=0.75","TX_AMOUNT<=219.88,TERMINAL_ID_RISK_7DAY_WINDOW<=0.42","TX_AMOUNT<=219.88,TERMINAL_ID_RISK_30DAY_WINDOW<=0.10","CUSTOMER_ID_NB_TX_7DAY_WINDOW>39.50,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=7.50","CUSTOMER_ID_NB_TX_1DAY_WINDOW>3.50,TERMINAL_ID_NB_TX_1DAY_WINDOW<=0.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=2.50","TERMINAL_ID_NB_TX_7DAY_WINDOW>12.50,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=7.50","TERMINAL_ID_RISK_7DAY_WINDOW>0.42,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=4.50","CUSTOMER_ID_NB_TX_1DAY_WINDOW>3.50,TX_DURING_NIGHT<=0.50","CUSTOMER_ID_NB_TX_7DAY_WINDOW>39.50,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=127.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=22.00","CUSTOMER_ID_NB_TX_7DAY_WINDOW>39.50,TERMINAL_ID_NB_TX_7DAY_WINDOW<=2.50","TERMINAL_ID_RISK_7DAY_WINDOW>0.42,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=11.50","CUSTOMER_ID_NB_TX_7DAY_WINDOW>39.50,TERMINAL_ID_NB_TX_30DAY_WINDOW<=12.00","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=107.50","CUSTOMER_ID_NB_TX_30DAY_WINDOW>66.50,TERMINAL_ID_NB_TX_7DAY_WINDOW<=12.50","TERMINAL_ID_RISK_7DAY_WINDOW>0.42,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=36.00","CUSTOMER_ID_NB_TX_30DAY_WINDOW>66.50,TERMINAL_ID_NB_TX_30DAY_WINDOW<=21.50","TERMINAL_ID_RISK_30DAY_WINDOW>0.10,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=31.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=69.68","TERMINAL_ID_RISK_7DAY_WINDOW>0.42,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=97.84","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_NB_TX_1DAY_WINDOW<=1.50","TERMINAL_ID_NB_TX_7DAY_WINDOW>12.50,TERMINAL_ID_NB_TX_1DAY_WINDOW<=1.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_NB_TX_7DAY_WINDOW<=5.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_RISK_7DAY_WINDOW<=0.90","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_NB_TX_30DAY_WINDOW<=29.00","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_RISK_30DAY_WINDOW<=0.05","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TX_DURING_NIGHT<=0.50","TERMINAL_ID_RISK_7DAY_WINDOW>0.42,TERMINAL_ID_NB_TX_7DAY_WINDOW<=5.50","TERMINAL_ID_NB_TX_7DAY_WINDOW>12.50,TERMINAL_ID_NB_TX_30DAY_WINDOW<=23.50","TERMINAL_ID_NB_TX_7DAY_WINDOW>12.50,TX_DURING_NIGHT<=0.50","TERMINAL_ID_RISK_7DAY_WINDOW>0.42,TERMINAL_ID_NB_TX_30DAY_WINDOW<=28.50","TERMINAL_ID_RISK_7DAY_WINDOW>0.42,TERMINAL_ID_RISK_30DAY_WINDOW<=0.15","TERMINAL_ID_RISK_30DAY_WINDOW>0.10,TERMINAL_ID_NB_TX_30DAY_WINDOW<=28.50"
17,30.19,1.0,30.190000000000115,9.0,67.01666666666668,62.0,55.6491935483871,3.0,0.0,8.0,0.125,28.0,0.03571428571428571,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,8.89,6.0,16.59333333333333,29.0,20.430000000000025,122.0,19.520573770491797,1.0,0.0,3.0,0.0,26.0,0.0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,32.85,3.0,34.879999999999946,23.0,36.135652173913016,92.0,36.76847826086955,0.0,0.0,3.0,0.0,15.0,0.0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,19.9,3.0,22.22000000000001,15.0,19.04866666666666,55.0,18.362545454545455,0.0,0.0,7.0,0.0,33.0,0.0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,74.01,5.0,54.329999999999984,23.0,48.85086956521736,75.0,53.477333333333306,1.0,0.0,4.0,0.0,25.0,0.0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,31.33,3.0,33.69,4.0,26.627500000000023,31.0,33.30774193548389,1.0,0.0,3.0,0.0,21.0,0.0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,18.84,3.0,16.913333333333323,29.0,21.469655172413816,94.0,20.37223404255319,0.0,0.0,11.0,0.0,34.0,0.0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,86.52,3.0,71.76999999999998,13.0,77.73846153846162,87.0,81.66356321839088,0.0,0.0,5.0,0.0,25.0,0.0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,24.47,4.0,24.072500000000026,13.0,21.258461538461518,96.0,21.82968750000001,1.0,0.0,5.0,0.0,21.0,0.0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,92.01,4.0,87.775,24.0,77.59583333333336,74.0,77.91824324324325,2.0,0.0,10.0,0.0,29.0,0.0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,78.46,2.0,60.26,11.0,39.151818181818214,64.0,49.261250000000004,0.0,0.0,3.0,0.0,13.0,0.0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,2.3,1.0,2.2999999999999856,8.0,34.735,36.0,31.668611111111122,1.0,0.0,7.0,0.0,21.0,0.0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,41.43,2.0,26.120000000000037,14.0,49.842857142857106,76.0,47.27973684210528,0.0,0.0,2.0,0.0,12.0,0.0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,69.15,6.0,56.35333333333333,24.0,48.57375000000001,83.0,50.248554216867504,1.0,0.0,8.0,0.0,23.0,0.0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,8.94,3.0,10.076666666666673,16.0,8.938125000000001,70.0,9.018142857142855,1.0,0.0,5.0,0.0,26.0,0.0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,123.04,2.0,91.56500000000008,18.0,82.97611111111118,111.0,88.63747747747752,3.0,0.0,7.0,0.0,26.0,0.0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,72.47,4.0,123.84500000000003,27.0,94.32777777777775,116.0,95.58732758620691,0.0,0.0,9.0,0.0,22.0,0.0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,163.34,1.0,163.33999999999997,5.0,107.226,31.0,100.54161290322581,1.0,0.0,2.0,0.0,18.0,0.0,0,1,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,36.08,4.0,85.76,24.0,87.11874999999999,91.0,81.25714285714285,0.0,0.0,4.0,0.0,15.0,0.0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,52.68,2.0,85.95500000000014,21.0,81.03190476190476,91.0,75.51857142857143,2.0,0.0,7.0,0.0,23.0,0.0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,27.54,3.0,37.43000000000004,12.0,57.90416666666666,53.0,54.375471698113174,0.0,0.0,5.0,0.0,20.0,0.0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,22.5,4.0,16.417500000000004,10.0,14.808999999999997,36.0,12.724722222222232,0.0,0.0,3.0,0.0,20.0,0.0,0,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,6.91,2.0,19.364999999999995,19.0,34.08052631578946,96.0,31.82333333333335,1.0,0.0,3.0,0.0,15.0,0.0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,25.65,2.0,20.380000000000003,9.0,50.94888888888883,45.0,55.37577777777781,1.0,0.0,3.0,0.0,11.0,0.0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,28.73,6.0,76.38333333333341,29.0,85.73586206896552,102.0,89.71401960784316,0.0,0.0,3.0,0.0,20.0,0.0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,27.87,3.0,18.466666666666686,17.0,25.905882352941173,68.0,24.46088235294117,0.0,0.0,3.0,0.0,17.0,0.0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,29.09,3.0,35.850000000000016,10.0,31.218999999999994,63.0,36.81301587301587,1.0,0.0,3.0,0.0,16.0,0.0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,91.98,8.0,50.06499999999997,27.0,54.46777777777778,120.0,56.39583333333331,1.0,0.0,11.0,0.0,24.0,0.0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,72.29,3.0,90.34666666666668,17.0,89.9570588235295,94.0,125.60074468085112,2.0,0.0,11.0,0.0,30.0,0.0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,18.94,4.0,31.225000000000026,16.0,34.03687499999999,72.0,31.414166666666688,0.0,0.0,3.0,0.3333333333333333,20.0,0.05,0,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,35.58,3.0,95.82333333333331,16.0,77.1862499999999,74.0,75.97837837837838,1.0,0.0,3.0,0.0,8.0,0.0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
