,TX_AMOUNT,CUSTOMER_ID_NB_TX_1DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW,CUSTOMER_ID_NB_TX_7DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW,CUSTOMER_ID_NB_TX_30DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW,TERMINAL_ID_NB_TX_1DAY_WINDOW,TERMINAL_ID_RISK_1DAY_WINDOW,TERMINAL_ID_NB_TX_7DAY_WINDOW,TERMINAL_ID_RISK_7DAY_WINDOW,TERMINAL_ID_NB_TX_30DAY_WINDOW,TERMINAL_ID_RISK_30DAY_WINDOW,TX_DURING_WEEKEND,TX_DURING_NIGHT,TX_FRAUD,TX_AMOUNT<=216.82,CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW<=278.83,CUSTOMER_ID_NB_TX_7DAY_WINDOW>11.50,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW<=164.62,CUSTOMER_ID_NB_TX_30DAY_WINDOW>53.50,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=120.40,TERMINAL_ID_NB_TX_1DAY_WINDOW<=3.50,TERMINAL_ID_RISK_1DAY_WINDOW<=0.17,TERMINAL_ID_NB_TX_7DAY_WINDOW>11.50,TERMINAL_ID_RISK_7DAY_WINDOW<=0.78,TERMINAL_ID_NB_TX_30DAY_WINDOW>31.50,TERMINAL_ID_RISK_30DAY_WINDOW<=0.08,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=6.50,TX_DURING_NIGHT<=0.50,"TX_AMOUNT>216.82,TERMINAL_ID_RISK_7DAY_WINDOW<=0.78","CUSTOMER_ID_NB_TX_7DAY_WINDOW<=11.50,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=4.50","TERMINAL_ID_NB_TX_1DAY_WINDOW>3.50,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=3.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.17,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=4.50","TERMINAL_ID_RISK_7DAY_WINDOW>0.78,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=1.50","TERMINAL_ID_RISK_30DAY_WINDOW>0.08,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=1.50","CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW>164.62,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=17.50","TERMINAL_ID_NB_TX_1DAY_WINDOW>3.50,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=19.50","TERMINAL_ID_NB_TX_7DAY_WINDOW<=11.50,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=19.50","TERMINAL_ID_RISK_7DAY_WINDOW>0.78,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=6.50","CUSTOMER_ID_NB_TX_7DAY_WINDOW<=11.50,TERMINAL_ID_NB_TX_30DAY_WINDOW<=27.50","TERMINAL_ID_RISK_30DAY_WINDOW>0.08,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=6.50","CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW>164.62,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=83.50","CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW>164.62,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=133.92","TERMINAL_ID_RISK_30DAY_WINDOW>0.08,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=38.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.17,TERMINAL_ID_NB_TX_1DAY_WINDOW<=2.50","TERMINAL_ID_NB_TX_7DAY_WINDOW<=11.50,TERMINAL_ID_NB_TX_1DAY_WINDOW<=2.50","TERMINAL_ID_NB_TX_1DAY_WINDOW>3.50,TERMINAL_ID_NB_TX_30DAY_WINDOW<=25.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.17,TERMINAL_ID_NB_TX_7DAY_WINDOW<=11.00","TERMINAL_ID_NB_TX_7DAY_WINDOW<=11.50,TERMINAL_ID_NB_TX_30DAY_WINDOW<=27.50","TERMINAL_ID_RISK_7DAY_WINDOW>0.78,TERMINAL_ID_RISK_30DAY_WINDOW<=0.31"
15,109.85,6.0,85.58833333333331,30.0,82.01933333333339,115.0,71.48304347826088,0.0,0.0,6.0,0.0,19.0,0.0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
16,43.89,4.0,85.17499999999987,32.0,82.86156249999996,122.0,90.72040983606557,1.0,0.0,6.0,0.0,15.0,0.0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
17,39.3,4.0,38.82250000000002,24.0,31.398750000000017,73.0,30.729178082191755,3.0,0.0,10.0,0.0,28.0,0.0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,24.84,1.0,24.83999999999999,5.0,25.308000000000018,31.0,24.498709677419356,0.0,0.0,3.0,0.0,17.0,0.0,0,1,0,1,1,0,1,0,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
19,103.02,3.0,74.98333333333329,22.0,77.57863636363628,108.0,80.87620370370371,1.0,0.0,9.0,0.0,24.0,0.0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
20,65.66,2.0,47.809999999999995,10.0,62.70300000000001,26.0,61.42461538461539,0.0,0.0,3.0,0.0,25.0,0.0,0,1,0,1,1,0,1,0,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
21,19.88,2.0,14.96,9.0,9.988888888888892,31.0,12.113225806451613,0.0,0.0,4.0,0.0,24.0,0.0,0,1,0,1,1,0,1,0,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
22,43.26,3.0,25.106666666666673,13.0,26.466153846153855,75.0,32.17706666666667,1.0,0.0,4.0,0.0,19.0,0.0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
23,32.56,3.0,41.826666666666675,24.0,28.94875,86.0,28.302906976744183,1.0,0.0,13.0,0.0,23.0,0.0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,70.49,2.0,64.21000000000001,4.0,46.620000000000005,16.0,40.125624999999985,0.0,0.0,3.0,0.0,21.0,0.0,0,1,0,1,1,0,1,0,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
25,72.85,2.0,81.78499999999995,11.0,72.85545454545455,29.0,70.98586206896559,1.0,0.0,8.0,0.0,23.0,0.0,0,1,0,1,1,0,1,0,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
26,39.5,1.0,39.5,9.0,24.39777777777777,51.0,20.932156862745106,1.0,0.0,5.0,0.0,22.0,0.0,0,1,0,1,1,0,1,0,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
27,27.18,3.0,34.25000000000003,13.0,38.992307692307705,70.0,40.51914285714284,0.0,0.0,7.0,0.0,26.0,0.0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
28,65.65,7.0,51.590000000000046,25.0,54.684399999999975,105.0,50.628190476190476,0.0,0.0,4.0,0.0,17.0,0.0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
29,23.12,3.0,24.889999999999997,9.0,25.200000000000003,40.0,20.595499999999994,2.0,0.0,3.0,0.0,18.0,0.0,0,1,0,1,1,0,1,0,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
30,25.76,3.0,31.65333333333322,26.0,51.021153846153815,103.0,50.46174757281551,0.0,0.0,4.0,0.0,18.0,0.0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
31,51.07,5.0,74.91200000000002,18.0,67.48555555555558,72.0,66.9638888888889,0.0,0.0,4.0,0.0,19.0,0.05263157894736842,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
32,131.96,2.0,112.63500000000002,12.0,64.03666666666669,43.0,79.97767441860465,1.0,0.0,9.0,0.0,26.0,0.0,0,1,0,1,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
33,73.0,6.0,72.085,14.0,83.5885714285714,48.0,84.73187499999997,1.0,0.0,2.0,0.0,12.0,0.0,0,1,0,1,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
34,68.29,4.0,56.85500000000009,25.0,50.99320000000003,108.0,52.16935185185185,1.0,0.0,2.0,0.0,18.0,0.0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
35,65.44,2.0,39.529999999999916,18.0,72.64499999999998,76.0,74.90499999999999,2.0,0.0,8.0,0.0,32.0,0.0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
36,74.16,3.0,95.88333333333328,12.0,83.89250000000001,33.0,77.86212121212118,0.0,0.0,5.0,0.0,17.0,0.0,0,1,0,1,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
37,25.06,5.0,20.948000000000004,26.0,17.096538461538465,90.0,18.685666666666656,0.0,0.0,3.0,0.0,13.0,0.0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
38,0.93,4.0,10.180000000000005,17.0,10.664117647058823,69.0,10.706521739130437,2.0,0.0,2.0,0.0,10.0,0.0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
39,8.71,3.0,7.9633333333333285,21.0,10.11714285714286,92.0,14.69217391304348,0.0,0.0,4.0,0.0,19.0,0.0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
40,71.62,4.0,105.69749999999992,27.0,101.53666666666658,100.0,98.24380000000002,1.0,0.0,5.0,0.2,14.0,0.07142857142857142,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
41,123.34,4.0,65.98500000000013,24.0,62.08250000000003,101.0,69.30336633663366,0.0,0.0,2.0,0.0,12.0,0.0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
42,90.1,4.0,104.51749999999996,25.0,95.62320000000004,97.0,100.59051546391746,0.0,0.0,5.0,0.0,21.0,0.0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
43,97.0,5.0,71.03800000000008,25.0,59.49600000000003,110.0,60.86227272727275,2.0,0.0,8.0,0.0,20.0,0.0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
44,50.77,2.0,35.25499999999998,12.0,64.3158333333333,57.0,72.49701754385964,0.0,0.0,1.0,0.0,15.0,0.0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
45,39.06,2.0,37.56999999999986,24.0,36.25333333333332,90.0,39.35988888888888,0.0,0.0,6.0,0.0,21.0,0.0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
46,17.62,5.0,12.494,27.0,12.181481481481487,112.0,11.807678571428582,2.0,0.0,8.0,0.0,27.0,0.0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
47,5.62,2.0,12.190000000000039,20.0,13.003000000000005,95.0,13.784210526315789,0.0,0.0,2.0,0.0,16.0,0.0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
48,116.77,4.0,100.66250000000005,24.0,81.10041666666659,96.0,78.13260416666668,1.0,0.0,6.0,0.0,20.0,0.0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
49,76.75,1.0,76.74999999999987,21.0,70.78571428571432,67.0,73.00597014925377,0.0,0.0,0.0,0.0,11.0,0.0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
50,67.56,1.0,67.55999999999989,6.0,80.02500000000006,30.0,82.45266666666663,1.0,0.0,8.0,0.0,23.0,0.0,0,1,0,1,1,0,1,0,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
51,3.14,3.0,9.173333333333359,21.0,12.533333333333339,96.0,13.673333333333334,0.0,0.0,6.0,0.0,18.0,0.0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
52,107.9,3.0,99.65333333333331,23.0,83.37565217391302,99.0,85.67686868686879,1.0,0.0,13.0,0.0,33.0,0.0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,12.12,5.0,12.770000000000003,30.0,9.703333333333328,94.0,10.067553191489358,0.0,0.0,3.0,0.0,17.0,0.0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
54,24.92,3.0,22.130000000000013,8.0,21.012500000000017,69.0,19.301594202898556,0.0,0.0,9.0,0.0,46.0,0.0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
55,70.86,6.0,98.07500000000009,26.0,79.21115384615392,95.0,93.18557894736841,1.0,0.0,4.0,0.0,20.0,0.0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
56,20.15,2.0,19.625,2.0,19.625,6.0,17.371666666666666,1.0,0.0,4.0,0.0,17.0,0.0,0,1,0,1,1,0,1,0,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
57,57.01,3.0,48.140000000000015,7.0,48.96,33.0,41.964545454545444,0.0,0.0,2.0,0.0,13.0,0.0,0,1,0,1,1,0,1,0,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
58,69.66,5.0,106.396,34.0,101.71382352941174,115.0,104.86243478260863,0.0,0.0,7.0,0.0,20.0,0.0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
59,64.24,2.0,72.70499999999998,19.0,61.74368421052631,78.0,58.57141025641023,0.0,0.0,6.0,0.0,21.0,0.0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
60,40.56,6.0,32.60666666666666,25.0,45.49840000000002,80.0,49.258624999999974,2.0,0.0,6.0,0.0,17.0,0.0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
61,70.85,3.0,74.81666666666665,18.0,97.85055555555556,76.0,90.40947368421051,0.0,0.0,2.0,0.0,22.0,0.0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
62,44.2,3.0,42.196666666666644,11.0,66.69818181818178,42.0,75.40238095238094,1.0,0.0,6.0,0.0,30.0,0.0,0,1,0,1,1,0,1,0,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
63,46.75,3.0,39.959999999999944,18.0,33.3122222222222,62.0,34.22290322580645,0.0,0.0,5.0,0.0,22.0,0.0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
64,55.69,3.0,61.51000000000001,20.0,59.36650000000003,92.0,61.28206521739129,1.0,0.0,7.0,0.0,19.0,0.0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
65,56.72,3.0,100.98666666666652,23.0,114.25043478260872,84.0,107.95404761904766,1.0,0.0,6.0,0.0,19.0,0.0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
66,52.27,2.0,31.77000000000003,14.0,25.762857142857122,71.0,29.372112676056325,0.0,0.0,4.0,0.0,11.0,0.0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
67,32.48,3.0,40.21333333333332,13.0,34.06846153846155,85.0,36.75941176470588,0.0,0.0,4.0,0.0,22.0,0.0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
