,TX_AMOUNT,CUSTOMER_ID_NB_TX_1DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW,CUSTOMER_ID_NB_TX_7DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW,CUSTOMER_ID_NB_TX_30DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW,TERMINAL_ID_NB_TX_1DAY_WINDOW,TERMINAL_ID_RISK_1DAY_WINDOW,TERMINAL_ID_NB_TX_7DAY_WINDOW,TERMINAL_ID_RISK_7DAY_WINDOW,TERMINAL_ID_NB_TX_30DAY_WINDOW,TERMINAL_ID_RISK_30DAY_WINDOW,TX_DURING_WEEKEND,TX_DURING_NIGHT,TX_FRAUD,TX_AMOUNT>217.30,CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW<=206.89,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=5.50,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW<=143.73,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=103.80,TERMINAL_ID_RISK_1DAY_WINDOW<=0.75,TERMINAL_ID_RISK_7DAY_WINDOW<=0.59,TERMINAL_ID_NB_TX_30DAY_WINDOW>13.50,TERMINAL_ID_RISK_30DAY_WINDOW<=0.08,CUSTOMER_ID_NB_TX_30DAY_WINDOW>122.50,CUSTOMER_ID_NB_TX_7DAY_WINDOW>33.50,TERMINAL_ID_NB_TX_7DAY_WINDOW>5.50,TERMINAL_ID_NB_TX_1DAY_WINDOW<=0.50,TX_DURING_NIGHT<=0.50,"TX_AMOUNT<=217.30,TERMINAL_ID_RISK_1DAY_WINDOW<=0.75","TX_AMOUNT<=217.30,TERMINAL_ID_RISK_7DAY_WINDOW<=0.59","TX_AMOUNT<=217.30,TERMINAL_ID_RISK_30DAY_WINDOW<=0.08","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW>206.89,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=2.00","CUSTOMER_ID_NB_TX_1DAY_WINDOW>5.50,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=13.50","CUSTOMER_ID_NB_TX_1DAY_WINDOW>5.50,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=82.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=2.50","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW>206.89,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW<=121.33","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW>206.89,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=122.50","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW>206.89,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=82.79","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW>206.89,TERMINAL_ID_RISK_1DAY_WINDOW<=0.75","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW>206.89,TERMINAL_ID_RISK_7DAY_WINDOW<=0.59","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW>206.89,TERMINAL_ID_NB_TX_30DAY_WINDOW<=23.50","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW>206.89,TERMINAL_ID_RISK_30DAY_WINDOW<=0.08","CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW>143.73,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=28.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=18.50","TERMINAL_ID_NB_TX_7DAY_WINDOW<=5.50,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=19.50","CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW>143.73,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=103.50","CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW>143.73,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=82.79","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW<=143.73","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=68.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=7.65","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_NB_TX_1DAY_WINDOW<=1.50","TERMINAL_ID_NB_TX_7DAY_WINDOW<=5.50,TERMINAL_ID_NB_TX_1DAY_WINDOW<=1.50","TERMINAL_ID_RISK_30DAY_WINDOW>0.08,TERMINAL_ID_NB_TX_1DAY_WINDOW<=1.50","TERMINAL_ID_NB_TX_1DAY_WINDOW>0.50,TX_DURING_NIGHT<=0.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_NB_TX_7DAY_WINDOW<=4.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_RISK_7DAY_WINDOW<=0.23","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_NB_TX_30DAY_WINDOW<=20.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_RISK_30DAY_WINDOW<=0.04","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TX_DURING_NIGHT<=0.50","TERMINAL_ID_RISK_30DAY_WINDOW>0.08,TERMINAL_ID_NB_TX_7DAY_WINDOW<=9.00","TERMINAL_ID_RISK_7DAY_WINDOW>0.59,TERMINAL_ID_NB_TX_30DAY_WINDOW<=23.50","TERMINAL_ID_RISK_7DAY_WINDOW>0.59,TERMINAL_ID_RISK_30DAY_WINDOW<=0.19","TERMINAL_ID_RISK_30DAY_WINDOW>0.08,TERMINAL_ID_NB_TX_30DAY_WINDOW<=26.00"
17,65.19,3.0,74.88666666666674,27.0,72.53148148148153,128.0,68.48023437500005,2.0,0.0,5.0,0.0,21.0,0.0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,53.06,4.0,50.86750000000002,21.0,62.51809523809524,86.0,63.866162790697665,1.0,0.0,2.0,0.0,19.0,0.0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
19,32.16,6.0,42.07833333333333,9.0,39.67222222222222,34.0,39.96470588235295,1.0,0.0,7.0,0.0,26.0,0.0,0,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,54.98,4.0,42.02,26.0,47.21423076923075,99.0,46.38696969696967,0.0,0.0,2.0,0.0,18.0,0.0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
21,83.09,3.0,52.66666666666668,7.0,77.23714285714287,41.0,70.24463414634147,2.0,0.0,9.0,0.0,21.0,0.0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,12.87,3.0,61.44666666666669,24.0,68.9420833333332,106.0,84.25122641509431,3.0,0.0,4.0,0.0,19.0,0.0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,65.52,4.0,54.10500000000002,27.0,37.62777777777779,120.0,37.32683333333335,1.0,0.0,6.0,0.0,25.0,0.0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,76.09,2.0,97.28500000000004,18.0,82.44277777777776,87.0,90.5275862068965,0.0,0.0,5.0,0.0,15.0,0.0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25,17.19,1.0,17.189999999999984,24.0,15.14291666666667,101.0,16.980594059405934,1.0,0.0,8.0,0.0,18.0,0.0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,51.51,3.0,82.97666666666666,12.0,78.02833333333338,64.0,73.23749999999998,1.0,0.0,7.0,0.0,20.0,0.0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,67.42,3.0,70.26333333333345,23.0,72.54304347826098,108.0,83.19916666666661,0.0,0.0,4.0,0.0,12.0,0.0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
28,20.7,1.0,20.69999999999997,5.0,27.648000000000014,25.0,41.183600000000034,0.0,0.0,3.0,0.0,11.0,0.0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
29,35.33,3.0,90.34333333333313,17.0,92.28176470588241,84.0,88.14559523809524,1.0,0.0,5.0,0.0,31.0,0.0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30,125.45,1.0,125.45000000000009,8.0,89.80625000000006,33.0,99.36393939393943,0.0,0.0,3.0,0.0,21.0,0.0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
31,58.75,2.0,69.76500000000007,11.0,57.39909090909086,56.0,62.22589285714286,0.0,0.0,4.0,0.0,26.0,0.0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32,67.1,4.0,70.96249999999999,12.0,56.21499999999992,65.0,61.84492307692306,2.0,0.0,3.0,0.0,20.0,0.0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,58.66,2.0,49.3049999999999,8.0,58.317499999999995,45.0,54.270666666666656,0.0,0.0,2.0,0.0,19.0,0.0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
34,8.25,3.0,7.676666666666672,11.0,9.017272727272724,56.0,8.822142857142856,0.0,0.0,4.0,0.0,11.0,0.0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
35,81.17,3.0,73.00333333333332,12.0,64.67999999999999,38.0,59.14631578947365,0.0,0.0,2.0,0.0,14.0,0.0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
36,34.07,4.0,31.682499999999976,19.0,38.21789473684215,85.0,42.635411764705864,2.0,0.0,5.0,0.0,30.0,0.0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,23.18,4.0,43.08749999999999,19.0,36.00421052631577,90.0,33.25977777777778,1.0,0.0,2.0,0.0,12.0,0.0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
38,88.14,4.0,111.13749999999987,22.0,84.63454545454546,89.0,95.96696629213494,2.0,0.0,9.0,0.0,17.0,0.0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,12.98,5.0,13.916000000000015,25.0,16.129600000000018,115.0,18.192869565217396,0.0,0.0,5.0,0.0,13.0,0.0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
40,26.37,2.0,20.955000000000013,9.0,52.385555555555584,44.0,57.6522727272727,0.0,0.0,5.0,0.0,25.0,0.0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
41,73.96,4.0,81.245,21.0,107.64809523809524,78.0,98.03858974358971,2.0,0.0,6.0,0.0,15.0,0.0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,22.4,6.0,70.50166666666665,17.0,76.54647058823534,63.0,75.08984126984134,0.0,0.0,4.0,0.0,17.0,0.0,0,1,0,0,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
43,45.04,3.0,56.29000000000003,17.0,56.04588235294112,94.0,70.18127659574468,0.0,0.0,5.0,0.0,19.0,0.0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
44,53.46,4.0,46.632500000000014,28.0,46.47785714285713,115.0,46.95634782608698,0.0,0.0,4.0,0.0,20.0,0.0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
45,44.32,4.0,26.884999999999998,14.0,34.8892857142857,60.0,44.57316666666668,0.0,0.0,7.0,0.0,27.0,0.0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,43.2,2.0,54.48500000000002,21.0,61.567619047619054,84.0,54.843571428571444,1.0,0.0,8.0,0.0,23.0,0.0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
