,TX_AMOUNT,CUSTOMER_ID_NB_TX_1DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW,CUSTOMER_ID_NB_TX_7DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW,CUSTOMER_ID_NB_TX_30DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW,TERMINAL_ID_NB_TX_1DAY_WINDOW,TERMINAL_ID_RISK_1DAY_WINDOW,TERMINAL_ID_NB_TX_7DAY_WINDOW,TERMINAL_ID_RISK_7DAY_WINDOW,TERMINAL_ID_NB_TX_30DAY_WINDOW,TERMINAL_ID_RISK_30DAY_WINDOW,TX_DURING_WEEKEND,TX_DURING_NIGHT,TX_FRAUD,TX_AMOUNT>222.01,CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW>219.06,CUSTOMER_ID_NB_TX_7DAY_WINDOW>10.50,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW<=173.33,CUSTOMER_ID_NB_TX_30DAY_WINDOW>19.50,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW>161.72,CUSTOMER_ID_NB_TX_1DAY_WINDOW>2.50,TERMINAL_ID_RISK_1DAY_WINDOW<=0.75,TERMINAL_ID_NB_TX_7DAY_WINDOW>0.50,TERMINAL_ID_RISK_7DAY_WINDOW<=0.71,TERMINAL_ID_RISK_30DAY_WINDOW<=0.23,TERMINAL_ID_NB_TX_30DAY_WINDOW<=10.50,TERMINAL_ID_NB_TX_1DAY_WINDOW<=0.50,TX_DURING_NIGHT<=0.50,"TX_AMOUNT<=222.01,CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW<=180.74","TX_AMOUNT<=222.01,TERMINAL_ID_RISK_1DAY_WINDOW<=0.75","TX_AMOUNT<=222.01,TERMINAL_ID_RISK_7DAY_WINDOW<=0.71","TX_AMOUNT<=222.01,TERMINAL_ID_RISK_30DAY_WINDOW<=0.23","CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW>173.33,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=1.50","CUSTOMER_ID_NB_TX_1DAY_WINDOW<=2.50,TERMINAL_ID_NB_TX_1DAY_WINDOW<=2.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=7.50","TERMINAL_ID_NB_TX_7DAY_WINDOW<=0.50,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=2.50","CUSTOMER_ID_NB_TX_1DAY_WINDOW<=2.50,TERMINAL_ID_NB_TX_30DAY_WINDOW<=10.50","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW<=219.06,TERMINAL_ID_RISK_1DAY_WINDOW<=0.75","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW<=219.06,TERMINAL_ID_RISK_7DAY_WINDOW<=0.71","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW<=219.06,TERMINAL_ID_RISK_30DAY_WINDOW<=0.23","CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW>173.33,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=16.50","CUSTOMER_ID_NB_TX_30DAY_WINDOW<=19.50,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=6.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=26.50","CUSTOMER_ID_NB_TX_7DAY_WINDOW<=10.50,TERMINAL_ID_NB_TX_7DAY_WINDOW<=7.50","CUSTOMER_ID_NB_TX_7DAY_WINDOW<=10.50,TERMINAL_ID_NB_TX_30DAY_WINDOW<=17.50","CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW>173.33,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=52.00","CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW>173.33,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=144.78","CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW>173.33,TERMINAL_ID_NB_TX_1DAY_WINDOW<=0.50","CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW>173.33,TERMINAL_ID_RISK_1DAY_WINDOW<=0.75","CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW>173.33,TERMINAL_ID_NB_TX_7DAY_WINDOW<=4.50","CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW>173.33,TERMINAL_ID_RISK_7DAY_WINDOW<=0.71","CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW>173.33,TERMINAL_ID_NB_TX_30DAY_WINDOW<=16.00","CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW>173.33,TERMINAL_ID_RISK_30DAY_WINDOW<=0.23","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=116.50","CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=161.72,TERMINAL_ID_RISK_1DAY_WINDOW<=0.75","CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=161.72,TERMINAL_ID_RISK_7DAY_WINDOW<=0.71","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_NB_TX_1DAY_WINDOW<=1.50","TERMINAL_ID_NB_TX_1DAY_WINDOW>0.50,TX_DURING_NIGHT<=0.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_NB_TX_7DAY_WINDOW<=7.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_RISK_7DAY_WINDOW<=0.29","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_NB_TX_30DAY_WINDOW<=24.00","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_RISK_30DAY_WINDOW<=0.05","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TX_DURING_NIGHT<=0.50","TERMINAL_ID_NB_TX_7DAY_WINDOW<=0.50,TERMINAL_ID_NB_TX_30DAY_WINDOW<=10.50"
17,22.84,6.0,40.84999999999997,32.0,43.205625000000026,110.0,49.83845454545454,1.0,0.0,2.0,0.0,15.0,0.0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
18,71.96,1.0,71.95999999999988,5.0,86.35799999999998,26.0,67.63269230769232,0.0,0.0,3.0,0.0,18.0,0.0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
19,56.25,3.0,41.04999999999999,25.0,37.219999999999935,100.0,37.25780000000002,0.0,0.0,2.0,0.0,27.0,0.0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
20,51.54,6.0,88.51833333333327,32.0,72.79000000000003,124.0,84.59499999999998,0.0,0.0,4.0,0.0,20.0,0.0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
21,153.8,4.0,93.3,24.0,97.22958333333334,96.0,90.6335416666666,0.0,0.0,6.0,0.0,26.0,0.0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
22,21.17,4.0,70.30749999999996,17.0,78.76058823529412,80.0,97.05062499999998,1.0,0.0,7.0,0.0,30.0,0.0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
23,31.15,6.0,54.5516666666666,23.0,47.29913043478263,92.0,60.58576086956523,0.0,0.0,5.0,0.0,17.0,0.0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
24,18.0,4.0,17.880000000000003,23.0,15.299130434782613,57.0,17.740350877192977,1.0,0.0,6.0,0.0,22.0,0.0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
25,59.99,2.0,71.22499999999995,11.0,47.312727272727244,48.0,41.966666666666704,0.0,0.0,3.0,0.0,22.0,0.0,0,1,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
26,127.77,3.0,118.13333333333333,11.0,92.72454545454545,55.0,81.8134545454545,1.0,0.0,7.0,0.0,27.0,0.0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
27,8.67,5.0,8.178,12.0,7.8941666666666634,44.0,8.477045454545452,0.0,0.0,4.0,0.0,14.0,0.0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
28,63.99,4.0,77.29500000000003,19.0,71.02631578947371,90.0,72.59777777777781,0.0,0.0,3.0,0.0,12.0,0.0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
29,23.94,3.0,30.169999999999998,13.0,34.350769230769224,70.0,35.69428571428574,0.0,0.0,5.0,0.0,21.0,0.0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
30,76.03,4.0,84.46749999999997,21.0,86.95190476190471,104.0,94.63125,0.0,0.0,8.0,0.0,22.0,0.0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
31,19.38,1.0,19.379999999999992,25.0,39.7068,88.0,39.4975,0.0,0.0,4.0,0.0,23.0,0.0,0,1,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
32,40.98,5.0,78.46199999999993,25.0,91.19920000000002,88.0,89.03329545454548,0.0,0.0,3.0,0.0,17.0,0.0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
33,13.98,4.0,30.374999999999968,23.0,40.24652173913047,108.0,43.64990740740745,1.0,0.0,6.0,0.0,27.0,0.0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
34,111.59,3.0,83.41999999999999,11.0,71.41363636363636,58.0,72.13741379310346,0.0,0.0,4.0,0.0,22.0,0.0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
35,17.25,6.0,54.295000000000016,17.0,58.947647058823534,63.0,57.825238095238106,1.0,0.0,5.0,0.0,21.0,0.0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
36,18.15,5.0,81.03599999999997,21.0,65.15095238095252,90.0,76.67477777777785,0.0,0.0,1.0,0.0,13.0,0.0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
37,124.63,1.0,124.6300000000001,4.0,70.41500000000002,20.0,95.34850000000002,2.0,0.0,6.0,0.0,16.0,0.0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
38,119.49,3.0,88.98666666666657,22.0,91.73772727272723,96.0,92.97697916666665,0.0,0.0,5.0,0.0,14.0,0.0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
39,122.07,5.0,82.38200000000009,34.0,74.48117647058818,121.0,80.54148760330584,0.0,0.0,1.0,0.0,16.0,0.0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
40,20.8,3.0,13.28333333333334,23.0,12.749565217391318,77.0,11.741168831168821,1.0,0.0,6.0,0.0,26.0,0.0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
41,35.54,7.0,45.254285714285736,31.0,46.92838709677418,98.0,46.65602040816324,0.0,0.0,2.0,0.0,26.0,0.0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
42,78.09,5.0,48.85800000000002,18.0,41.77888888888887,86.0,44.50465116279071,0.0,0.0,4.0,0.0,10.0,0.0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
43,69.2,8.0,63.157499999999985,25.0,60.184399999999975,101.0,52.8748514851485,1.0,0.0,3.0,0.0,14.0,0.0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
44,109.62,4.0,92.93499999999989,22.0,98.57863636363635,93.0,93.81526881720441,0.0,0.0,5.0,0.0,21.0,0.0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
