,TX_AMOUNT,CUSTOMER_ID_NB_TX_1DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW,CUSTOMER_ID_NB_TX_7DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW,CUSTOMER_ID_NB_TX_30DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW,TERMINAL_ID_NB_TX_1DAY_WINDOW,TERMINAL_ID_RISK_1DAY_WINDOW,TERMINAL_ID_NB_TX_7DAY_WINDOW,TERMINAL_ID_RISK_7DAY_WINDOW,TERMINAL_ID_NB_TX_30DAY_WINDOW,TERMINAL_ID_RISK_30DAY_WINDOW,TX_DURING_WEEKEND,TX_DURING_NIGHT,TX_FRAUD,TX_AMOUNT>219.62,CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW>213.25,CUSTOMER_ID_NB_TX_7DAY_WINDOW>8.50,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW>229.80,CUSTOMER_ID_NB_TX_30DAY_WINDOW>120.50,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=113.82,TERMINAL_ID_NB_TX_1DAY_WINDOW>2.50,TERMINAL_ID_RISK_1DAY_WINDOW<=0.75,TERMINAL_ID_NB_TX_7DAY_WINDOW<=11.50,TERMINAL_ID_RISK_7DAY_WINDOW<=0.85,TERMINAL_ID_NB_TX_30DAY_WINDOW>6.50,TERMINAL_ID_RISK_30DAY_WINDOW<=0.23,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=3.50,TX_DURING_NIGHT<=0.50,"TX_AMOUNT<=219.62,CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW<=162.86","TX_AMOUNT<=219.62,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW<=160.31","TX_AMOUNT<=219.62,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=109.43","TX_AMOUNT<=219.62,TERMINAL_ID_RISK_1DAY_WINDOW<=0.75","TX_AMOUNT<=219.62,TERMINAL_ID_NB_TX_7DAY_WINDOW<=11.50","TX_AMOUNT<=219.62,TERMINAL_ID_RISK_7DAY_WINDOW<=0.85","TX_AMOUNT<=219.62,TERMINAL_ID_RISK_30DAY_WINDOW<=0.23","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=5.50","TERMINAL_ID_NB_TX_7DAY_WINDOW>11.50,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=4.50","TERMINAL_ID_NB_TX_30DAY_WINDOW<=6.50,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=3.50","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW<=213.25,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=10.50","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW<=213.25,TERMINAL_ID_RISK_1DAY_WINDOW<=0.75","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW<=213.25,TERMINAL_ID_NB_TX_7DAY_WINDOW<=4.50","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW<=213.25,TERMINAL_ID_RISK_7DAY_WINDOW<=0.85","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW<=213.25,TERMINAL_ID_RISK_30DAY_WINDOW<=0.23","CUSTOMER_ID_NB_TX_7DAY_WINDOW<=8.50,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=53.50","CUSTOMER_ID_NB_TX_7DAY_WINDOW<=8.50,TERMINAL_ID_NB_TX_1DAY_WINDOW<=0.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=6.00","TERMINAL_ID_NB_TX_7DAY_WINDOW>11.50,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=30.50","TERMINAL_ID_NB_TX_30DAY_WINDOW<=6.50,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=16.50","TERMINAL_ID_RISK_30DAY_WINDOW>0.23,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=24.50","CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW<=229.80,TERMINAL_ID_RISK_7DAY_WINDOW<=0.85","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=108.50","TERMINAL_ID_NB_TX_7DAY_WINDOW>11.50,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=99.50","TERMINAL_ID_NB_TX_30DAY_WINDOW<=6.50,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=100.50","TERMINAL_ID_RISK_30DAY_WINDOW>0.23,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=98.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=15.48","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_NB_TX_1DAY_WINDOW<=1.50","TERMINAL_ID_NB_TX_7DAY_WINDOW>11.50,TERMINAL_ID_NB_TX_1DAY_WINDOW<=1.50","TERMINAL_ID_NB_TX_30DAY_WINDOW<=6.50,TERMINAL_ID_NB_TX_1DAY_WINDOW<=0.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_NB_TX_7DAY_WINDOW<=3.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_NB_TX_30DAY_WINDOW<=28.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_RISK_30DAY_WINDOW<=0.33","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TX_DURING_NIGHT<=0.50","TERMINAL_ID_NB_TX_7DAY_WINDOW>11.50,TERMINAL_ID_NB_TX_30DAY_WINDOW<=30.50"
17,54.2,4.0,47.21749999999997,38.0,53.71736842105267,129.0,78.32403100775186,0.0,0.0,8.0,0.0,18.0,0.0,0,1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18,21.28,3.0,47.91999999999999,12.0,49.25333333333333,58.0,47.4346551724138,1.0,0.0,3.0,0.0,20.0,0.0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19,69.36,3.0,85.46000000000004,16.0,87.20937500000001,77.0,86.29428571428578,0.0,0.0,4.0,0.0,16.0,0.0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20,14.52,2.0,11.619999999999996,6.0,24.275000000000006,27.0,32.3225925925926,0.0,0.0,5.0,0.0,26.0,0.0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
21,19.79,2.0,14.525000000000006,21.0,15.007619047619057,76.0,15.44407894736843,0.0,0.0,4.0,0.0,16.0,0.0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
22,9.37,4.0,6.762500000000001,20.0,6.2475,62.0,5.142580645161292,0.0,0.0,9.0,0.0,31.0,0.0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23,83.94,4.0,85.22000000000001,21.0,59.70952380952384,92.0,67.78782608695649,1.0,0.0,5.0,0.0,13.0,0.0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24,43.38,4.0,51.70249999999999,17.0,54.20999999999994,90.0,52.24500000000001,1.0,0.0,4.0,0.0,13.0,0.0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25,5.46,3.0,43.95000000000004,27.0,46.21555555555556,126.0,44.89150793650794,0.0,0.0,5.0,0.0,22.0,0.0,0,1,0,0,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26,65.37,3.0,58.58666666666674,19.0,71.4652631578947,97.0,63.071958762886595,2.0,0.0,2.0,0.0,19.0,0.0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
27,38.1,4.0,32.77749999999999,15.0,49.39933333333336,59.0,52.7113559322034,0.0,0.0,0.0,0.0,7.0,0.0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28,20.19,7.0,20.550000000000004,26.0,16.195,80.0,14.854749999999992,0.0,0.0,7.0,0.0,23.0,0.0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
29,57.73,6.0,46.70166666666677,21.0,49.03047619047621,114.0,54.05929824561404,0.0,0.0,7.0,0.0,24.0,0.0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
30,5.91,6.0,7.621666666666667,23.0,6.922608695652176,83.0,6.779277108433739,0.0,0.0,3.0,0.0,17.0,0.0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
31,30.27,8.0,36.84875000000005,45.0,33.47555555555559,144.0,35.372222222222184,1.0,0.0,5.0,0.0,21.0,0.0,0,1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32,49.16,2.0,34.10500000000002,12.0,37.59833333333331,55.0,42.18127272727271,1.0,0.0,7.0,0.0,27.0,0.0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
33,12.73,5.0,11.424000000000001,21.0,9.329523809523801,105.0,8.777047619047618,1.0,0.0,8.0,0.0,31.0,0.0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
34,137.12,3.0,96.15333333333344,22.0,86.35863636363634,113.0,80.35088495575216,1.0,0.0,8.0,0.0,22.0,0.0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35,36.8,2.0,62.299999999999834,17.0,72.40411764705881,96.0,62.5510416666667,0.0,0.0,4.0,0.0,16.0,0.0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
36,184.42,4.0,118.28500000000003,26.0,85.01923076923079,90.0,86.69044444444441,0.0,0.0,5.0,0.0,25.0,0.0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
37,11.67,4.0,10.932500000000012,16.0,13.285624999999998,68.0,13.11558823529411,0.0,0.0,3.0,0.0,19.0,0.0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
38,43.7,4.0,72.39000000000009,30.0,62.79133333333332,112.0,66.87642857142863,1.0,0.0,9.0,0.0,38.0,0.0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
39,35.06,1.0,35.05999999999996,19.0,26.422631578947378,89.0,28.22505617977527,1.0,0.0,6.0,0.0,20.0,0.0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
40,17.56,3.0,38.40666666666661,28.0,41.49750000000001,115.0,50.122434782608714,0.0,0.0,2.0,0.0,16.0,0.0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
41,42.68,2.0,56.489999999999995,23.0,60.86173913043485,100.0,58.39639999999999,1.0,0.0,5.0,0.0,28.0,0.0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
42,11.92,3.0,21.74333333333335,20.0,28.4595,87.0,27.249885057471282,0.0,0.0,7.0,0.0,20.0,0.0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
43,92.85,5.0,65.52199999999999,24.0,68.06166666666668,98.0,64.08887755102043,0.0,0.0,3.0,0.0,15.0,0.0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
44,52.61,3.0,97.98999999999991,22.0,79.93818181818177,82.0,84.82146341463418,2.0,0.0,3.0,0.0,16.0,0.0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
45,52.75,5.0,61.28399999999997,33.0,66.58121212121218,131.0,75.3268702290076,0.0,0.0,2.0,0.0,19.0,0.0,0,1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
46,5.92,1.0,5.919999999999943,13.0,16.23153846153846,73.0,10.987808219178085,1.0,0.0,10.0,0.0,22.0,0.0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
