,TX_AMOUNT,CUSTOMER_ID_NB_TX_1DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW,CUSTOMER_ID_NB_TX_7DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW,CUSTOMER_ID_NB_TX_30DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW,TERMINAL_ID_NB_TX_1DAY_WINDOW,TERMINAL_ID_RISK_1DAY_WINDOW,TERMINAL_ID_NB_TX_7DAY_WINDOW,TERMINAL_ID_RISK_7DAY_WINDOW,TERMINAL_ID_NB_TX_30DAY_WINDOW,TERMINAL_ID_RISK_30DAY_WINDOW,TX_DURING_WEEKEND,TX_DURING_NIGHT,TX_FRAUD,TX_AMOUNT>219.10,CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW>224.42,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=1.50,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW>231.51,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=137.50,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=122.44,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=2.50,TERMINAL_ID_RISK_1DAY_WINDOW<=0.75,TERMINAL_ID_RISK_7DAY_WINDOW<=0.45,TERMINAL_ID_RISK_30DAY_WINDOW<=0.09,TERMINAL_ID_NB_TX_1DAY_WINDOW<=3.50,TERMINAL_ID_NB_TX_30DAY_WINDOW>28.50,TERMINAL_ID_NB_TX_7DAY_WINDOW>9.50,TX_DURING_NIGHT<=0.50,"TX_AMOUNT<=219.10,CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW<=47.99","TX_AMOUNT<=219.10,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=19.50","TX_AMOUNT<=219.10,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW<=10.84","TX_AMOUNT<=219.10,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=10.50","TX_AMOUNT<=219.10,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=9.34","TX_AMOUNT<=219.10,TERMINAL_ID_RISK_1DAY_WINDOW<=0.75","TX_AMOUNT<=219.10,TERMINAL_ID_RISK_7DAY_WINDOW<=0.45","TX_AMOUNT<=219.10,TERMINAL_ID_RISK_30DAY_WINDOW<=0.09","CUSTOMER_ID_NB_TX_7DAY_WINDOW>1.50,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=3.50","CUSTOMER_ID_NB_TX_1DAY_WINDOW>2.50,TERMINAL_ID_NB_TX_1DAY_WINDOW<=3.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=1.50","CUSTOMER_ID_NB_TX_1DAY_WINDOW>2.50,TERMINAL_ID_NB_TX_7DAY_WINDOW<=1.50","CUSTOMER_ID_NB_TX_1DAY_WINDOW>2.50,TERMINAL_ID_NB_TX_30DAY_WINDOW<=29.50","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW<=224.42,TERMINAL_ID_RISK_1DAY_WINDOW<=0.75","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW<=224.42,TERMINAL_ID_RISK_7DAY_WINDOW<=0.45","CUSTOMER_ID_NB_TX_7DAY_WINDOW>1.50,TERMINAL_ID_NB_TX_1DAY_WINDOW<=0.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=10.00","CUSTOMER_ID_NB_TX_7DAY_WINDOW>1.50,TERMINAL_ID_NB_TX_7DAY_WINDOW<=8.50","CUSTOMER_ID_NB_TX_7DAY_WINDOW>1.50,TERMINAL_ID_NB_TX_30DAY_WINDOW<=31.50","CUSTOMER_ID_NB_TX_7DAY_WINDOW>1.50,TX_DURING_NIGHT<=0.50","CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW<=231.51,TERMINAL_ID_RISK_1DAY_WINDOW<=0.75","CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW<=231.51,TERMINAL_ID_RISK_7DAY_WINDOW<=0.45","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=115.00","CUSTOMER_ID_NB_TX_30DAY_WINDOW>137.50,TERMINAL_ID_NB_TX_7DAY_WINDOW<=3.50","TERMINAL_ID_RISK_7DAY_WINDOW>0.45,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=116.00","TERMINAL_ID_RISK_30DAY_WINDOW>0.09,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=122.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=77.29","CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW>122.44,TERMINAL_ID_RISK_30DAY_WINDOW<=0.02","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_NB_TX_1DAY_WINDOW<=1.50","TERMINAL_ID_NB_TX_1DAY_WINDOW>3.50,TERMINAL_ID_NB_TX_7DAY_WINDOW<=8.50","TERMINAL_ID_NB_TX_30DAY_WINDOW<=28.50,TERMINAL_ID_NB_TX_1DAY_WINDOW<=3.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_NB_TX_7DAY_WINDOW<=6.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_RISK_7DAY_WINDOW<=0.90","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_NB_TX_30DAY_WINDOW<=23.00","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_RISK_30DAY_WINDOW<=0.07","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TX_DURING_NIGHT<=0.50","TERMINAL_ID_NB_TX_30DAY_WINDOW<=28.50,TERMINAL_ID_NB_TX_7DAY_WINDOW<=6.50","TERMINAL_ID_RISK_7DAY_WINDOW>0.45,TERMINAL_ID_NB_TX_30DAY_WINDOW<=20.00","TERMINAL_ID_RISK_7DAY_WINDOW>0.45,TERMINAL_ID_RISK_30DAY_WINDOW<=0.11"
17,6.6,1.0,6.599999999999946,15.0,12.056666666666663,71.0,13.025774647887328,0.0,0.0,7.0,0.0,17.0,0.0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
18,63.35,2.0,78.04499999999997,8.0,41.62750000000001,33.0,45.00727272727271,1.0,0.0,1.0,0.0,6.0,0.0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
19,1.91,4.0,4.402500000000003,21.0,5.445714285714293,92.0,5.715326086956518,0.0,0.0,7.0,0.0,36.0,0.0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,127.3,2.0,99.22999999999988,31.0,68.63838709677425,122.0,84.1698360655737,1.0,0.0,3.0,0.0,17.0,0.0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
21,11.64,3.0,31.7433333333333,30.0,33.678666666666665,101.0,30.18653465346534,1.0,0.0,4.0,0.0,32.0,0.0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,82.15,5.0,69.28999999999999,14.0,73.54571428571423,64.0,69.20812500000004,0.0,0.0,2.0,0.0,25.0,0.0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
23,29.81,5.0,28.126000000000005,12.0,27.150833333333352,44.0,29.148409090909073,0.0,0.0,2.0,0.0,27.0,0.0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
24,95.01,2.0,86.96499999999997,8.0,72.77250000000004,39.0,87.73358974358977,1.0,0.0,5.0,0.0,18.0,0.0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
25,9.3,2.0,34.35499999999998,7.0,35.395714285714284,24.0,40.439583333333324,2.0,0.0,4.0,0.0,28.0,0.0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
26,3.56,4.0,6.052499999999999,26.0,6.221538461538463,128.0,6.847656250000003,1.0,0.0,15.0,0.0,34.0,0.0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,72.21,2.0,81.17999999999992,11.0,76.48727272727261,44.0,82.40340909090905,0.0,0.0,2.0,0.0,12.0,0.0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
28,62.18,5.0,42.65000000000001,19.0,56.57789473684208,106.0,51.55952830188679,0.0,0.0,2.0,0.0,16.0,0.0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
29,25.85,2.0,25.340000000000042,37.0,22.33567567567567,116.0,23.11275862068962,0.0,0.0,3.0,0.0,18.0,0.0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
30,167.01,4.0,127.03500000000011,11.0,111.53727272727286,82.0,105.9187804878049,0.0,0.0,7.0,0.0,30.0,0.0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,59.36,6.0,76.58333333333331,23.0,69.56130434782607,83.0,68.12228915662648,0.0,0.0,3.0,0.0,19.0,0.0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
32,27.56,2.0,31.344999999999956,18.0,55.32666666666665,93.0,65.4949462365592,1.0,0.0,6.0,0.0,17.0,0.0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
33,13.91,4.0,8.832499999999996,15.0,15.099333333333336,72.0,14.020416666666657,1.0,0.0,5.0,0.0,23.0,0.0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
34,71.86,1.0,71.86000000000007,6.0,51.953333333333404,42.0,53.05880952380954,0.0,0.0,2.0,0.0,13.0,0.0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
35,91.35,4.0,91.71999999999994,24.0,67.25166666666662,84.0,74.73273809523812,0.0,0.0,5.0,0.0,23.0,0.0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
36,78.68,6.0,77.69333333333334,14.0,90.0907142857143,48.0,91.32208333333335,0.0,0.0,3.0,0.0,16.0,0.0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
37,66.07,4.0,55.012499999999974,25.0,49.34079999999999,108.0,50.47935185185183,0.0,0.0,5.0,0.0,22.0,0.0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
38,68.38,4.0,74.25750000000008,26.0,72.15423076923081,101.0,67.630396039604,0.0,0.0,3.0,0.0,17.0,0.0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
39,24.0,3.0,31.036666666666672,12.0,27.153333333333332,33.0,25.201212121212127,1.0,0.0,9.0,0.0,30.0,0.0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,18.3,5.0,18.699999999999992,22.0,16.855000000000004,54.0,18.267592592592596,2.0,0.0,7.0,0.0,24.0,0.0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
41,18.42,3.0,13.090000000000003,12.0,17.007500000000018,55.0,17.989999999999988,0.0,0.0,3.0,0.0,15.0,0.0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
42,59.43,5.0,53.56000000000004,25.0,48.969199999999965,103.0,51.45009708737862,0.0,0.0,8.0,0.0,31.0,0.0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
