,TX_AMOUNT,CUSTOMER_ID_NB_TX_1DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW,CUSTOMER_ID_NB_TX_7DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW,CUSTOMER_ID_NB_TX_30DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW,TERMINAL_ID_NB_TX_1DAY_WINDOW,TERMINAL_ID_RISK_1DAY_WINDOW,TERMINAL_ID_NB_TX_7DAY_WINDOW,TERMINAL_ID_RISK_7DAY_WINDOW,TERMINAL_ID_NB_TX_30DAY_WINDOW,TERMINAL_ID_RISK_30DAY_WINDOW,TX_DURING_WEEKEND,TX_DURING_NIGHT,TX_FRAUD,TX_AMOUNT>221.04,CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW>268.79,CUSTOMER_ID_NB_TX_7DAY_WINDOW>29.50,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW>153.10,CUSTOMER_ID_NB_TX_30DAY_WINDOW>106.50,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=120.12,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=4.50,TERMINAL_ID_RISK_1DAY_WINDOW<=0.75,TERMINAL_ID_NB_TX_7DAY_WINDOW>2.50,TERMINAL_ID_RISK_7DAY_WINDOW<=0.35,TERMINAL_ID_NB_TX_30DAY_WINDOW<=25.50,TERMINAL_ID_RISK_30DAY_WINDOW<=0.10,TERMINAL_ID_NB_TX_1DAY_WINDOW<=0.50,TX_DURING_NIGHT<=0.50,"TX_AMOUNT<=221.04,CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW<=290.85","TX_AMOUNT<=221.04,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW<=165.93","TX_AMOUNT<=221.04,TERMINAL_ID_RISK_1DAY_WINDOW<=0.75","TX_AMOUNT<=221.04,TERMINAL_ID_RISK_7DAY_WINDOW<=0.35","TX_AMOUNT<=221.04,TERMINAL_ID_RISK_30DAY_WINDOW<=0.10","CUSTOMER_ID_NB_TX_1DAY_WINDOW>4.50,TERMINAL_ID_NB_TX_1DAY_WINDOW<=1.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=2.50","TERMINAL_ID_NB_TX_7DAY_WINDOW<=2.50,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=2.50","CUSTOMER_ID_NB_TX_1DAY_WINDOW>4.50,TX_DURING_NIGHT<=0.50","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW<=268.79,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=105.50","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW<=268.79,TERMINAL_ID_RISK_1DAY_WINDOW<=0.75","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW<=268.79,TERMINAL_ID_RISK_7DAY_WINDOW<=0.35","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW<=268.79,TERMINAL_ID_RISK_30DAY_WINDOW<=0.10","CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW<=153.10,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=7.00","CUSTOMER_ID_NB_TX_7DAY_WINDOW<=29.50,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=71.50","CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW>120.12,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=15.00","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=33.00","TERMINAL_ID_NB_TX_7DAY_WINDOW<=2.50,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=27.50","CUSTOMER_ID_NB_TX_7DAY_WINDOW<=29.50,TERMINAL_ID_NB_TX_30DAY_WINDOW<=28.50","CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW<=153.10,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=36.50","CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW<=153.10,TERMINAL_ID_RISK_1DAY_WINDOW<=0.75","CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW<=153.10,TERMINAL_ID_RISK_7DAY_WINDOW<=0.35","CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW<=153.10,TERMINAL_ID_RISK_30DAY_WINDOW<=0.10","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=121.50","TERMINAL_ID_NB_TX_7DAY_WINDOW<=2.50,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=106.50","TERMINAL_ID_RISK_7DAY_WINDOW>0.35,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=102.00","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_NB_TX_1DAY_WINDOW<=1.50","TERMINAL_ID_RISK_7DAY_WINDOW>0.35,TERMINAL_ID_NB_TX_1DAY_WINDOW<=1.50","TERMINAL_ID_NB_TX_1DAY_WINDOW>0.50,TX_DURING_NIGHT<=0.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_NB_TX_7DAY_WINDOW<=6.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_NB_TX_30DAY_WINDOW<=27.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TX_DURING_NIGHT<=0.50","TERMINAL_ID_RISK_7DAY_WINDOW>0.35,TERMINAL_ID_NB_TX_7DAY_WINDOW<=3.50","TERMINAL_ID_NB_TX_7DAY_WINDOW<=2.50,TERMINAL_ID_NB_TX_30DAY_WINDOW<=25.50"
17,22.88,6.0,40.921666666666674,32.0,43.2821875,110.0,49.92690909090909,0.0,0.0,2.0,0.0,16.0,0.0,0,1,0,0,0,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1
18,74.81,2.0,56.07499999999999,7.0,71.50428571428571,27.0,58.21999999999999,2.0,0.0,6.0,0.0,23.0,0.21739130434782608,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
19,42.44,6.0,88.665,15.0,87.74733333333343,96.0,92.17260416666669,2.0,0.0,6.0,0.0,25.0,0.0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
20,118.88,6.0,63.35833333333327,31.0,60.22548387096775,110.0,60.400818181818174,0.0,0.0,7.0,0.0,24.0,0.0,0,1,0,0,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
21,9.11,1.0,9.110000000000005,7.0,8.180000000000001,27.0,7.195185185185182,0.0,0.0,3.0,0.0,20.0,0.0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
22,6.44,1.0,6.439999999999993,5.0,7.733999999999999,26.0,6.056153846153846,1.0,0.0,3.0,0.0,23.0,0.0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
23,25.19,3.0,24.49666666666666,24.0,20.255833333333328,85.0,19.678117647058816,1.0,0.0,2.0,0.0,17.0,0.0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1
24,22.99,3.0,19.750000000000117,28.0,28.938214285714306,122.0,37.334180327868815,0.0,0.0,6.0,0.0,30.0,0.0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
25,55.84,3.0,47.05000000000003,23.0,48.86521739130434,89.0,48.192808988764035,0.0,0.0,6.0,0.0,22.0,0.0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
26,112.25,6.0,77.39666666666669,33.0,73.59909090909088,117.0,76.00777777777782,1.0,0.0,6.0,0.0,23.0,0.08695652173913043,0,1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
27,28.31,5.0,25.78600000000002,37.0,27.328918918918923,127.0,26.849685039370076,0.0,0.0,5.0,0.0,17.0,0.0,0,1,0,0,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
28,5.38,1.0,5.379999999999616,23.0,72.68391304347831,107.0,65.90467289719628,0.0,0.0,1.0,0.0,17.0,0.0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1
29,128.07,2.0,82.90999999999998,7.0,76.8771428571429,33.0,75.64181818181817,0.0,0.0,2.0,0.0,20.0,0.0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1
30,104.77,3.0,90.74000000000001,14.0,68.63000000000007,52.0,82.61538461538467,1.0,0.0,1.0,0.0,13.0,0.0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1
31,123.11,2.0,109.31500000000004,9.0,95.43222222222215,43.0,99.2497674418605,0.0,0.0,7.0,0.0,14.0,0.0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
32,6.56,1.0,6.560000000000021,4.0,21.252499999999998,16.0,27.031250000000004,1.0,0.0,4.0,0.0,20.0,0.0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
33,12.71,6.0,26.168333333333326,24.0,22.611250000000002,103.0,24.49970873786408,0.0,0.0,6.0,0.0,22.0,0.0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
34,9.56,3.0,15.929999999999993,30.0,15.125000000000005,102.0,14.298725490196068,1.0,0.0,6.0,0.0,25.0,0.0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
35,97.27,2.0,92.24000000000004,14.0,110.33357142857146,86.0,93.17325581395345,2.0,0.0,7.0,0.0,23.0,0.0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
36,22.11,4.0,55.12500000000003,20.0,76.14750000000005,84.0,84.64297619047622,0.0,0.0,6.0,0.0,21.0,0.0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
37,12.01,3.0,41.89,19.0,46.586315789473666,72.0,49.64861111111111,1.0,0.0,2.0,0.0,19.0,0.0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1
38,139.09,2.0,124.65000000000015,25.0,97.33480000000004,98.0,91.21948979591829,4.0,0.0,9.0,0.0,30.0,0.0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
39,75.15,3.0,74.6266666666667,9.0,76.57666666666665,38.0,79.45052631578947,1.0,0.0,4.0,0.0,25.0,0.0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
40,139.09,8.0,82.37375,35.0,94.78599999999997,109.0,96.77467889908266,1.0,0.0,5.0,0.0,23.0,0.0,0,1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
41,65.09,2.0,67.73999999999998,11.0,88.47909090909096,50.0,86.05179999999999,1.0,0.0,7.0,0.0,17.0,0.0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
42,75.53,1.0,75.53000000000003,8.0,46.04249999999999,26.0,41.04692307692308,0.0,0.0,2.0,0.0,14.0,0.0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1
43,26.84,5.0,19.20000000000001,19.0,21.61210526315789,76.0,17.504078947368413,2.0,0.0,12.0,0.0,36.0,0.027777777777777776,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
44,74.54,2.0,50.354999999999976,10.0,42.38099999999997,53.0,38.564528301886796,0.0,0.0,5.0,0.0,20.0,0.0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
45,97.13,2.0,97.81999999999992,24.0,94.66000000000008,109.0,77.70825688073397,0.0,0.0,6.0,0.0,35.0,0.0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
46,34.27,4.0,51.39750000000006,29.0,58.91034482758621,105.0,53.9567619047619,0.0,0.0,0.0,0.0,6.0,0.0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1
47,12.29,4.0,9.232500000000007,28.0,7.412857142857143,80.0,7.877125000000004,0.0,0.0,6.0,0.0,20.0,0.0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
