,TX_AMOUNT,CUSTOMER_ID_NB_TX_1DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW,CUSTOMER_ID_NB_TX_7DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW,CUSTOMER_ID_NB_TX_30DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW,TERMINAL_ID_NB_TX_1DAY_WINDOW,TERMINAL_ID_RISK_1DAY_WINDOW,TERMINAL_ID_NB_TX_7DAY_WINDOW,TERMINAL_ID_RISK_7DAY_WINDOW,TERMINAL_ID_NB_TX_30DAY_WINDOW,TERMINAL_ID_RISK_30DAY_WINDOW,TX_DURING_WEEKEND,TX_DURING_NIGHT,TX_FRAUD,TX_AMOUNT>219.05,CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW<=221.45,CUSTOMER_ID_NB_TX_7DAY_WINDOW>16.50,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW<=118.06,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=140.50,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=107.90,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=5.50,TERMINAL_ID_RISK_1DAY_WINDOW<=0.42,TERMINAL_ID_NB_TX_7DAY_WINDOW<=7.50,TERMINAL_ID_RISK_7DAY_WINDOW<=0.76,TERMINAL_ID_NB_TX_30DAY_WINDOW<=19.50,TERMINAL_ID_RISK_30DAY_WINDOW<=0.14,TERMINAL_ID_NB_TX_1DAY_WINDOW<=2.50,TX_DURING_NIGHT<=0.50,"TX_AMOUNT<=219.05,CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW<=133.47","TX_AMOUNT<=219.05,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW<=128.69","TX_AMOUNT<=219.05,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=111.57","TX_AMOUNT<=219.05,TERMINAL_ID_RISK_1DAY_WINDOW<=0.75","TX_AMOUNT<=219.05,TERMINAL_ID_RISK_7DAY_WINDOW<=0.76","TX_AMOUNT<=219.05,TERMINAL_ID_RISK_30DAY_WINDOW<=0.14","CUSTOMER_ID_NB_TX_30DAY_WINDOW>140.50,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=3.50","CUSTOMER_ID_NB_TX_1DAY_WINDOW>5.50,TERMINAL_ID_NB_TX_1DAY_WINDOW<=0.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.42,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=1.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.42,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=29.50","TERMINAL_ID_NB_TX_7DAY_WINDOW>7.50,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=31.50","CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW>118.06,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=82.30","CUSTOMER_ID_NB_TX_30DAY_WINDOW>140.50,TERMINAL_ID_NB_TX_1DAY_WINDOW<=1.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.42,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=90.50","CUSTOMER_ID_NB_TX_30DAY_WINDOW>140.50,TERMINAL_ID_NB_TX_30DAY_WINDOW<=11.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.42,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=97.93","TERMINAL_ID_NB_TX_1DAY_WINDOW>2.50,TX_DURING_NIGHT<=0.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.42,TERMINAL_ID_NB_TX_7DAY_WINDOW<=6.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.42,TERMINAL_ID_NB_TX_30DAY_WINDOW<=26.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.42,TERMINAL_ID_RISK_30DAY_WINDOW<=0.25","TERMINAL_ID_RISK_1DAY_WINDOW>0.42,TX_DURING_NIGHT<=0.50","TERMINAL_ID_RISK_30DAY_WINDOW>0.14,TERMINAL_ID_NB_TX_30DAY_WINDOW<=27.00"
14,43.42,2.0,44.629999999999995,8.0,47.41999999999998,42.0,41.07928571428571,0.0,0.0,2.0,0.0,11.0,0.0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,12.81,1.0,12.81,5.0,10.756000000000002,13.0,9.68153846153846,1.0,0.0,4.0,0.0,18.0,0.0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,37.56,4.0,36.78000000000003,26.0,29.12999999999996,115.0,31.49226086956521,1.0,0.0,3.0,0.0,20.0,0.0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,26.29,7.0,22.647142857142878,37.0,30.093513513513496,123.0,31.113902439024397,1.0,0.0,6.0,0.0,31.0,0.0,0,1,0,0,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,99.34,6.0,106.74166666666663,18.0,101.08222222222219,82.0,103.35963414634139,0.0,0.0,3.0,0.0,17.0,0.0,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,74.14,3.0,100.40666666666665,9.0,90.46777777777777,68.0,84.0942647058823,1.0,0.0,6.0,0.0,22.0,0.0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,25.77,7.0,62.56428571428575,30.0,75.72566666666665,99.0,72.99232323232323,0.0,0.0,3.0,0.0,18.0,0.0,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,96.98,4.0,72.88000000000007,15.0,79.8386666666667,70.0,77.87671428571427,0.0,0.0,6.0,0.0,27.0,0.0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,96.3,2.0,91.23999999999992,24.0,76.99749999999997,91.0,75.62923076923076,0.0,0.0,8.0,0.0,29.0,0.0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23,58.21,1.0,58.210000000000015,2.0,68.18499999999999,6.0,57.39833333333334,1.0,0.0,7.0,0.0,15.0,0.0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,43.95,2.0,42.74499999999999,7.0,45.10000000000003,38.0,40.41947368421053,1.0,0.0,4.0,0.0,21.0,0.0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,31.38,3.0,38.68666666666666,28.0,35.09749999999998,111.0,32.498558558558564,0.0,0.0,2.0,0.0,25.0,0.0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,73.76,8.0,50.58000000000001,35.0,45.642857142857146,106.0,44.7308490566038,0.0,0.0,5.0,0.0,15.0,0.0,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,108.1,3.0,97.57999999999997,22.0,84.16954545454543,105.0,95.26038095238101,0.0,0.0,8.0,0.0,35.0,0.0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
28,42.58,3.0,61.00666666666672,27.0,53.612962962962996,99.0,55.91797979797985,0.0,0.0,4.0,0.0,21.0,0.0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,88.06,6.0,67.74499999999999,23.0,58.18478260869564,76.0,57.03763157894738,0.0,0.0,4.0,0.0,21.0,0.0,0,1,0,0,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,72.36,4.0,93.33000000000007,18.0,95.70166666666655,93.0,98.56806451612897,1.0,0.0,5.0,0.0,21.0,0.0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,21.47,2.0,24.135000000000005,11.0,22.741818181818193,44.0,24.50045454545455,0.0,0.0,2.0,0.0,13.0,0.0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,58.43,4.0,71.80250000000007,14.0,78.6714285714285,71.0,83.64661971830985,2.0,0.0,5.0,0.0,25.0,0.0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,31.95,3.0,28.346666666666625,26.0,52.164999999999964,116.0,46.88163793103451,1.0,0.0,6.0,0.0,27.0,0.0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,19.04,9.0,34.09555555555555,35.0,43.79228571428572,109.0,49.15972477064221,0.0,0.0,5.0,0.0,21.0,0.0,0,1,0,0,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,68.65,2.0,112.01999999999974,21.0,105.60571428571426,91.0,97.29692307692306,1.0,0.0,4.0,0.0,28.0,0.0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,71.94,5.0,82.82799999999996,30.0,90.03433333333328,120.0,88.8495,2.0,0.0,8.0,0.0,24.0,0.0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
37,45.45,3.0,52.719999999999914,18.0,51.94055555555551,59.0,53.159322033898256,2.0,0.0,9.0,0.0,27.0,0.0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
38,24.16,4.0,75.95999999999998,25.0,68.1116,118.0,74.84703389830516,1.0,0.0,4.0,0.0,16.0,0.0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,2.78,8.0,7.852500000000001,25.0,8.997599999999991,125.0,9.662559999999996,2.0,0.0,9.0,0.0,23.0,0.0,0,1,0,0,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
40,46.52,4.0,46.36500000000003,30.0,38.07566666666664,118.0,37.179999999999964,0.0,0.0,4.0,0.0,23.0,0.0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,32.48,5.0,20.46600000000003,23.0,25.76608695652174,104.0,27.195192307692313,1.0,0.0,1.0,0.0,17.0,0.0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,39.51,3.0,30.296666666666635,22.0,34.57227272727271,79.0,31.989240506329125,1.0,0.0,3.0,0.0,17.0,0.0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,42.09,1.0,42.09000000000003,6.0,42.133333333333304,44.0,58.49431818181818,0.0,0.0,5.0,0.0,21.0,0.0,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,4.2,3.0,9.183333333333321,28.0,9.920714285714288,115.0,11.98243478260869,0.0,0.0,5.0,0.0,19.0,0.0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,14.38,5.0,11.876000000000003,8.0,13.785000000000007,37.0,14.02783783783784,0.0,0.0,2.0,0.0,13.0,0.0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,79.24,2.0,43.88000000000003,15.0,45.7206666666667,54.0,46.24925925925928,0.0,0.0,8.0,0.0,28.0,0.0,0,1,0,0,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
47,107.76,2.0,67.80999999999997,14.0,110.90071428571426,63.0,103.83253968253968,0.0,0.0,3.0,0.0,15.0,0.0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,19.68,2.0,26.59500000000001,22.0,78.9018181818182,102.0,96.278431372549,0.0,0.0,1.0,0.0,9.0,0.0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,66.41,1.0,66.41000000000004,12.0,86.06916666666665,64.0,84.56062499999997,1.0,0.0,10.0,0.0,30.0,0.0,0,1,0,0,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
50,14.62,5.0,13.851999999999999,18.0,13.145555555555553,88.0,13.498636363636365,0.0,0.0,5.0,0.0,24.0,0.0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,62.72,3.0,39.38999999999999,16.0,45.50375,64.0,46.407499999999956,1.0,0.0,8.0,0.0,27.0,0.0,0,1,0,0,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
52,57.8,3.0,28.629999999999967,35.0,39.068857142857155,116.0,37.20413793103449,0.0,0.0,2.0,0.0,15.0,0.0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,106.11,7.0,111.48428571428575,14.0,105.66142857142862,75.0,101.70680000000003,0.0,0.0,6.0,0.0,26.0,0.0,0,1,0,0,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,18.41,9.0,26.841111111111115,32.0,29.647187499999998,116.0,28.224827586206878,0.0,0.0,5.0,0.0,20.0,0.0,0,1,0,0,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,29.15,1.0,29.15,10.0,32.178,45.0,37.23688888888889,1.0,0.0,11.0,0.0,30.0,0.0,0,1,0,0,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
56,40.03,1.0,40.029999999999916,8.0,44.82374999999999,48.0,46.337708333333346,0.0,0.0,7.0,0.0,26.0,0.0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,115.14,1.0,115.14000000000021,16.0,115.34937499999998,60.0,99.09866666666666,0.0,0.0,2.0,0.0,14.0,0.0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,51.06,5.0,66.70199999999973,24.0,81.50708333333331,100.0,119.86219999999997,0.0,0.0,3.0,0.0,20.0,0.0,0,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,3.11,3.0,17.073333333333363,12.0,33.25833333333328,61.0,43.52032786885244,0.0,0.0,3.0,0.0,17.0,0.0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,24.62,11.0,86.89545454545451,48.0,92.28541666666665,131.0,97.77000000000005,0.0,0.0,3.0,0.0,27.0,0.0,0,1,0,0,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,24.98,5.0,29.930000000000014,26.0,46.47615384615387,98.0,49.56428571428567,0.0,0.0,5.0,0.0,24.0,0.0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,6.82,3.0,8.6,17.0,7.2717647058823545,100.0,8.0081,0.0,0.0,5.0,0.0,16.0,0.0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,123.1,4.0,106.63,8.0,86.46124999999999,30.0,85.89833333333334,1.0,0.0,7.0,0.0,20.0,0.0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,12.25,6.0,10.566666666666665,28.0,11.276071428571417,80.0,12.913749999999997,0.0,0.0,3.0,0.0,14.0,0.0,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,52.23,2.0,39.05999999999997,16.0,43.24375,62.0,56.54854838709677,2.0,0.0,6.0,0.0,26.0,0.0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,46.51,5.0,34.62000000000007,32.0,35.86187499999999,109.0,32.0078899082569,1.0,0.0,7.0,0.0,28.0,0.0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,89.72,2.0,102.61000000000016,23.0,87.4891304347824,99.0,86.78777777777772,0.0,0.0,6.0,0.0,30.0,0.0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
