,TX_AMOUNT,CUSTOMER_ID_NB_TX_1DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW,CUSTOMER_ID_NB_TX_7DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW,CUSTOMER_ID_NB_TX_30DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW,TERMINAL_ID_NB_TX_1DAY_WINDOW,TERMINAL_ID_RISK_1DAY_WINDOW,TERMINAL_ID_NB_TX_7DAY_WINDOW,TERMINAL_ID_RISK_7DAY_WINDOW,TERMINAL_ID_NB_TX_30DAY_WINDOW,TERMINAL_ID_RISK_30DAY_WINDOW,TX_DURING_WEEKEND,TX_DURING_NIGHT,TX_FRAUD,TX_AMOUNT>220.29,CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW>220.35,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=37.50,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW>195.65,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=112.50,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=118.95,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=9.50,TERMINAL_ID_RISK_1DAY_WINDOW<=0.75,TERMINAL_ID_RISK_7DAY_WINDOW<=0.29,TERMINAL_ID_NB_TX_30DAY_WINDOW<=36.50,TERMINAL_ID_RISK_30DAY_WINDOW<=0.14,TERMINAL_ID_NB_TX_7DAY_WINDOW<=2.50,TERMINAL_ID_NB_TX_1DAY_WINDOW>1.50,TX_DURING_NIGHT<=0.50,"TX_AMOUNT<=220.29,CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW<=202.00","TX_AMOUNT<=220.29,TERMINAL_ID_RISK_1DAY_WINDOW<=0.75","TX_AMOUNT<=220.29,TERMINAL_ID_RISK_7DAY_WINDOW<=0.29","TX_AMOUNT<=220.29,TERMINAL_ID_RISK_30DAY_WINDOW<=0.14","CUSTOMER_ID_NB_TX_7DAY_WINDOW>37.50,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=9.50","CUSTOMER_ID_NB_TX_1DAY_WINDOW>9.50,TERMINAL_ID_NB_TX_1DAY_WINDOW<=0.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=6.00","CUSTOMER_ID_NB_TX_1DAY_WINDOW>9.50,TERMINAL_ID_NB_TX_7DAY_WINDOW<=5.50","TERMINAL_ID_RISK_7DAY_WINDOW>0.29,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=5.50","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW<=220.35,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW<=195.65","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW<=220.35,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=119.66","CUSTOMER_ID_NB_TX_7DAY_WINDOW>37.50,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=119.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=29.50","CUSTOMER_ID_NB_TX_7DAY_WINDOW>37.50,TERMINAL_ID_NB_TX_7DAY_WINDOW<=4.50","TERMINAL_ID_RISK_7DAY_WINDOW>0.29,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=29.00","CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW<=195.65,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=68.50","CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW<=195.65,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=119.66","CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW<=195.65,TERMINAL_ID_NB_TX_1DAY_WINDOW<=0.50","CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW<=195.65,TERMINAL_ID_NB_TX_7DAY_WINDOW<=3.00","CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW<=195.65,TERMINAL_ID_NB_TX_30DAY_WINDOW<=11.00","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=106.50","TERMINAL_ID_RISK_7DAY_WINDOW>0.29,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=107.50","TERMINAL_ID_NB_TX_30DAY_WINDOW>36.50,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=112.50","CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW>118.95,TERMINAL_ID_NB_TX_7DAY_WINDOW<=8.00","CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW>118.95,TERMINAL_ID_NB_TX_30DAY_WINDOW<=34.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_NB_TX_1DAY_WINDOW<=1.50","TERMINAL_ID_RISK_7DAY_WINDOW>0.29,TERMINAL_ID_NB_TX_1DAY_WINDOW<=1.50","TERMINAL_ID_NB_TX_1DAY_WINDOW<=1.50,TX_DURING_NIGHT<=0.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_NB_TX_7DAY_WINDOW<=6.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_RISK_7DAY_WINDOW<=0.29","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_NB_TX_30DAY_WINDOW<=15.00","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_RISK_30DAY_WINDOW<=0.11","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TX_DURING_NIGHT<=0.50","TERMINAL_ID_RISK_7DAY_WINDOW>0.29,TERMINAL_ID_NB_TX_7DAY_WINDOW<=3.50","TERMINAL_ID_RISK_7DAY_WINDOW>0.29,TERMINAL_ID_NB_TX_30DAY_WINDOW<=12.50","TERMINAL_ID_NB_TX_30DAY_WINDOW>36.50,TX_DURING_NIGHT<=0.50"
17,24.66,5.0,28.55399999999999,25.0,28.239599999999978,125.0,30.106800000000007,0.0,0.0,6.0,0.0,22.0,0.0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,79.99,5.0,39.862000000000045,16.0,51.35062499999991,79.0,53.75227848101266,0.0,0.0,5.0,0.0,26.0,0.0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,72.8,5.0,53.08199999999998,17.0,51.015882352941176,76.0,48.975526315789445,1.0,0.0,5.0,0.0,30.0,0.0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,51.07,3.0,62.33333333333342,28.0,53.9060714285714,119.0,60.06386554621846,0.0,0.0,4.0,0.0,15.0,0.0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,47.65,1.0,47.649999999999935,9.0,58.95888888888895,36.0,58.21944444444446,0.0,0.0,2.0,0.0,12.0,0.0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,12.83,3.0,19.286666666666672,15.0,19.629333333333346,65.0,19.79769230769232,0.0,0.0,2.0,0.0,9.0,0.0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,32.83,4.0,33.16999999999992,30.0,60.72233333333335,109.0,54.69706422018346,0.0,0.0,5.0,0.0,24.0,0.0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,92.37,5.0,90.39800000000005,30.0,67.27366666666668,117.0,68.83393162393163,1.0,0.0,4.0,0.0,21.0,0.0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,36.78,6.0,76.82500000000006,15.0,76.02933333333333,96.0,79.86364583333331,0.0,0.0,5.0,0.0,15.0,0.0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,24.68,2.0,19.790000000000006,20.0,18.93,66.0,19.76484848484848,0.0,0.0,5.0,0.0,22.0,0.0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,28.34,5.0,22.381999999999994,9.0,23.419999999999998,50.0,20.69380000000001,0.0,0.0,1.0,0.0,20.0,0.0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,10.99,3.0,88.38666666666687,27.0,92.93925925925933,126.0,89.96412698412693,0.0,0.0,4.0,0.0,12.0,0.0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,201.9,3.0,96.2233333333332,20.0,107.83250000000002,86.0,89.43081395348838,0.0,0.0,3.0,0.0,24.0,0.0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,103.38,6.0,91.91833333333335,18.0,92.5916666666666,88.0,89.15750000000001,0.0,0.0,5.0,0.0,24.0,0.0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,162.6,6.0,109.60833333333336,21.0,90.03238095238096,87.0,90.16264367816092,0.0,0.0,4.0,0.0,16.0,0.0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,13.57,1.0,13.569999999999974,24.0,11.952916666666658,101.0,13.404059405940604,0.0,0.0,2.0,0.0,19.0,0.0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,25.72,7.0,26.181428571428572,26.0,20.632692307692302,80.0,18.92512499999999,0.0,0.0,2.0,0.0,29.0,0.0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,26.92,4.0,19.397499999999987,30.0,24.75566666666667,122.0,25.21672131147541,1.0,0.0,11.0,0.0,38.0,0.0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,21.91,7.0,26.721428571428568,22.0,29.160454545454556,99.0,30.224646464646508,2.0,0.0,5.0,0.0,22.0,0.0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,56.97,3.0,71.79333333333336,13.0,81.7323076923076,70.0,84.93114285714285,1.0,0.0,10.0,0.0,24.0,0.0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,6.39,4.0,5.597500000000005,20.0,4.981999999999996,119.0,6.756218487394957,0.0,0.0,4.0,0.0,19.0,0.0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,13.44,2.0,12.924999999999986,19.0,14.07999999999999,76.0,12.873421052631562,0.0,0.0,4.0,0.0,20.0,0.0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,9.84,3.0,17.000000000000043,13.0,33.74,79.0,39.4006329113924,0.0,0.0,2.0,0.0,6.0,0.0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,88.43,4.0,108.47749999999989,29.0,97.35551724137936,121.0,92.92140495867766,0.0,0.0,6.0,0.0,21.0,0.0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,62.44,1.0,62.44000000000001,14.0,48.14214285714289,43.0,48.179534883720926,0.0,0.0,7.0,0.14285714285714285,20.0,0.05,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,134.68,2.0,113.40000000000022,18.0,86.06388888888884,74.0,96.58027027027028,0.0,0.0,4.0,0.0,24.0,0.0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,43.08,1.0,43.079999999999984,6.0,51.79333333333329,49.0,42.614693877551026,2.0,0.0,5.0,0.0,21.0,0.0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,77.15,3.0,43.36999999999998,12.0,65.2108333333333,65.0,72.37507692307692,0.0,0.0,1.0,0.0,10.0,0.0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,65.06,3.0,70.66333333333333,18.0,52.886666666666656,75.0,57.13706666666669,0.0,0.0,4.0,0.0,21.0,0.0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
