,TX_AMOUNT,CUSTOMER_ID_NB_TX_1DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW,CUSTOMER_ID_NB_TX_7DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW,CUSTOMER_ID_NB_TX_30DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW,TERMINAL_ID_NB_TX_1DAY_WINDOW,TERMINAL_ID_RISK_1DAY_WINDOW,TERMINAL_ID_NB_TX_7DAY_WINDOW,TERMINAL_ID_RISK_7DAY_WINDOW,TERMINAL_ID_NB_TX_30DAY_WINDOW,TERMINAL_ID_RISK_30DAY_WINDOW,TX_DURING_WEEKEND,TX_DURING_NIGHT,TX_AMOUNT>219.63,CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW>215.71,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=42.50,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW<=103.85,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=138.50,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=89.29,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=5.50,TERMINAL_ID_RISK_1DAY_WINDOW<=0.75,TERMINAL_ID_RISK_7DAY_WINDOW<=0.29,TERMINAL_ID_NB_TX_30DAY_WINDOW>15.50,TERMINAL_ID_RISK_30DAY_WINDOW<=0.06,TERMINAL_ID_NB_TX_7DAY_WINDOW>5.50,TERMINAL_ID_NB_TX_1DAY_WINDOW>2.50,TX_DURING_NIGHT>0.50,"TX_AMOUNT<=219.63,CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW<=143.08","TX_AMOUNT<=219.63,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=42.50","TX_AMOUNT<=219.63,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=138.50","TX_AMOUNT<=219.63,TERMINAL_ID_RISK_1DAY_WINDOW<=0.75","TX_AMOUNT<=219.63,TERMINAL_ID_RISK_7DAY_WINDOW<=0.29","TX_AMOUNT<=219.63,TERMINAL_ID_RISK_30DAY_WINDOW<=0.06","CUSTOMER_ID_NB_TX_30DAY_WINDOW>138.50,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=6.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=1.50","CUSTOMER_ID_NB_TX_1DAY_WINDOW>5.50,TERMINAL_ID_NB_TX_7DAY_WINDOW<=10.50","CUSTOMER_ID_NB_TX_1DAY_WINDOW>5.50,TX_DURING_NIGHT<=0.50","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW<=215.71,TERMINAL_ID_RISK_1DAY_WINDOW<=0.75","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW<=215.71,TERMINAL_ID_RISK_7DAY_WINDOW<=0.29","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=5.50","CUSTOMER_ID_NB_TX_7DAY_WINDOW>42.50,TERMINAL_ID_NB_TX_30DAY_WINDOW<=28.50","CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW>103.85,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=76.63","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW<=66.81","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=119.50","CUSTOMER_ID_NB_TX_30DAY_WINDOW>138.50,TERMINAL_ID_NB_TX_30DAY_WINDOW<=30.00","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=78.46","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_NB_TX_1DAY_WINDOW<=1.50","TX_DURING_NIGHT<=0.50,TERMINAL_ID_NB_TX_1DAY_WINDOW<=2.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_NB_TX_7DAY_WINDOW<=5.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_NB_TX_30DAY_WINDOW<=30.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_RISK_30DAY_WINDOW<=0.05","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TX_DURING_NIGHT<=0.50","TERMINAL_ID_RISK_7DAY_WINDOW>0.29,TERMINAL_ID_NB_TX_30DAY_WINDOW<=30.00"
21,55.76,2.0,78.56500000000005,15.0,74.93199999999989,97.0,71.51443298969073,0.0,0.0,4.0,0.0,21.0,0.0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,97.13,6.0,74.70833333333331,39.0,82.76564102564105,111.0,83.87387387387388,2.0,0.0,9.0,0.0,23.0,0.0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,29.43,7.0,21.245714285714268,22.0,20.97954545454545,96.0,20.656458333333337,0.0,0.0,4.0,0.0,19.0,0.05263157894736842,0,1,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,5.42,2.0,19.425,7.0,20.54285714285718,45.0,24.020444444444447,2.0,0.0,7.0,0.0,17.0,0.0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,53.25,3.0,78.48666666666664,18.0,73.94999999999999,55.0,69.68672727272728,0.0,0.0,3.0,0.0,19.0,0.0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,5.23,1.0,5.22999999999999,7.0,13.22285714285714,19.0,13.439999999999998,0.0,0.0,6.0,0.0,21.0,0.0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,6.61,2.0,46.24499999999998,17.0,86.58999999999997,68.0,73.30029411764711,1.0,0.0,2.0,0.0,17.0,0.0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,38.21,2.0,28.22499999999998,15.0,27.538666666666675,46.0,28.920869565217384,0.0,0.0,3.0,0.0,26.0,0.0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,20.46,8.0,53.112499999999976,22.0,64.86181818181825,110.0,58.82000000000002,0.0,0.0,4.0,0.0,14.0,0.0,0,1,0,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,71.14,3.0,96.05666666666667,6.0,78.49499999999999,23.0,89.33739130434783,0.0,0.0,6.0,0.0,25.0,0.0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,34.02,4.0,25.504999999999974,21.0,18.05285714285714,88.0,18.821590909090915,0.0,0.0,5.0,0.0,20.0,0.0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,37.61,3.0,26.36666666666669,21.0,23.925714285714303,83.0,20.9655421686747,1.0,0.0,4.0,0.0,16.0,0.0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,128.6,1.0,128.60000000000014,15.0,68.33599999999998,78.0,56.757948717948764,0.0,0.0,3.0,0.0,22.0,0.0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,120.72,3.0,103.85000000000014,18.0,93.50333333333327,84.0,89.07797619047622,2.0,0.0,9.0,0.0,29.0,0.0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,58.42,5.0,62.901999999999965,24.0,87.21416666666663,94.0,95.8298936170212,0.0,0.0,5.0,0.0,19.0,0.0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,18.46,5.0,21.65,23.0,20.190434782608694,99.0,21.267676767676765,0.0,0.0,5.0,0.0,22.0,0.0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,6.84,6.0,9.105000000000002,26.0,9.22038461538462,84.0,9.59071428571429,0.0,0.0,1.0,0.0,15.0,0.0,0,1,0,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,103.3,2.0,101.25500000000031,37.0,89.24783783783782,116.0,92.3529310344828,0.0,0.0,2.0,0.0,20.0,0.0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,141.51,2.0,83.30499999999999,11.0,84.21636363636368,65.0,79.69584615384623,1.0,0.0,5.0,0.0,17.0,0.0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,30.48,3.0,52.88666666666671,20.0,93.56450000000005,79.0,86.55189873417717,0.0,0.0,4.0,0.0,20.0,0.0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,60.89,3.0,109.0399999999999,27.0,89.6011111111111,105.0,87.33590476190471,1.0,0.0,5.0,0.0,21.0,0.0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,83.47,2.0,79.005,13.0,87.06538461538464,48.0,77.81583333333332,1.0,0.0,8.0,0.0,20.0,0.0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,26.4,6.0,22.903333333333336,17.0,25.483529411764707,60.0,25.74566666666666,1.0,0.0,5.0,0.0,19.0,0.0,0,1,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,88.92,6.0,57.1533333333333,27.0,45.438148148148166,108.0,52.530925925925914,0.0,0.0,5.0,0.0,25.0,0.0,0,1,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,66.66,3.0,57.45999999999998,26.0,62.76153846153848,78.0,66.09692307692302,1.0,0.0,6.0,0.0,12.0,0.0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,51.87,1.0,51.86999999999998,5.0,32.037999999999975,31.0,33.22129032258065,1.0,0.0,7.0,0.0,29.0,0.0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,69.09,1.0,69.08999999999985,20.0,60.13449999999996,85.0,58.36552941176473,1.0,0.0,10.0,0.0,27.0,0.0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,26.15,1.0,26.150000000000016,13.0,29.970000000000013,47.0,25.891063829787246,0.0,0.0,3.0,0.0,19.0,0.0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,72.51,3.0,79.90333333333326,25.0,79.44800000000001,87.0,74.80609195402296,1.0,0.0,6.0,0.0,27.0,0.037037037037037035,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,46.28,3.0,40.27333333333332,11.0,43.42909090909091,57.0,46.88824561403507,0.0,0.0,3.0,0.0,14.0,0.0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,4.46,2.0,9.669999999999991,20.0,10.314000000000004,95.0,10.933263157894736,0.0,0.0,4.0,0.0,24.0,0.0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,23.88,5.0,17.473999999999986,11.0,20.158181818181824,42.0,22.88428571428572,0.0,0.0,2.0,0.0,16.0,0.0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,12.32,2.0,9.255000000000006,21.0,7.4271428571428615,62.0,9.395322580645166,0.0,0.0,3.0,0.0,17.0,0.058823529411764705,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,160.0,3.0,114.57333333333332,27.0,91.33666666666674,90.0,96.01311111111107,1.0,0.0,12.0,0.0,34.0,0.0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,9.8,4.0,54.77749999999993,27.0,52.84740740740744,104.0,53.16355769230767,2.0,0.0,3.0,0.0,30.0,0.0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,46.78,3.0,83.84333333333333,5.0,98.48999999999997,24.0,96.38666666666666,0.0,0.0,3.0,0.0,18.0,0.0,0,1,0,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,0.95,3.0,32.87333333333334,28.0,53.357142857142826,123.0,57.94626016260164,0.0,0.0,2.0,0.0,18.0,0.0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,2.49,3.0,7.276666666666661,21.0,9.941428571428576,96.0,10.845312499999999,0.0,0.0,0.0,0.0,5.0,0.0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,44.55,1.0,44.54999999999998,25.0,26.970400000000023,108.0,27.209074074074092,1.0,0.0,2.0,0.0,22.0,0.0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,45.14,2.0,61.75500000000009,14.0,68.97857142857141,45.0,69.32799999999999,0.0,0.0,7.0,0.0,27.0,0.0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,95.37,2.0,69.03000000000017,7.0,59.527142857142856,53.0,72.12905660377356,1.0,0.0,10.0,0.0,20.0,0.0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
