,TX_AMOUNT,CUSTOMER_ID_NB_TX_1DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW,CUSTOMER_ID_NB_TX_7DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW,CUSTOMER_ID_NB_TX_30DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW,TERMINAL_ID_NB_TX_1DAY_WINDOW,TERMINAL_ID_RISK_1DAY_WINDOW,TERMINAL_ID_NB_TX_7DAY_WINDOW,TERMINAL_ID_RISK_7DAY_WINDOW,TERMINAL_ID_NB_TX_30DAY_WINDOW,TERMINAL_ID_RISK_30DAY_WINDOW,TX_DURING_WEEKEND,TX_DURING_NIGHT,TX_AMOUNT>220.78,CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW<=186.07,CUSTOMER_ID_NB_TX_7DAY_WINDOW>4.50,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW<=166.92,CUSTOMER_ID_NB_TX_30DAY_WINDOW>41.50,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=116.91,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=2.50,TERMINAL_ID_RISK_1DAY_WINDOW<=0.67,TERMINAL_ID_NB_TX_7DAY_WINDOW<=9.50,TERMINAL_ID_RISK_7DAY_WINDOW<=0.46,TERMINAL_ID_NB_TX_30DAY_WINDOW<=43.50,TERMINAL_ID_RISK_30DAY_WINDOW<=0.10,TERMINAL_ID_NB_TX_1DAY_WINDOW<=2.50,TX_DURING_NIGHT<=0.50,"TX_AMOUNT<=220.78,CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW<=206.28","TX_AMOUNT<=220.78,TERMINAL_ID_RISK_1DAY_WINDOW<=0.67","TX_AMOUNT<=220.78,TERMINAL_ID_RISK_7DAY_WINDOW<=0.46","TX_AMOUNT<=220.78,TERMINAL_ID_NB_TX_30DAY_WINDOW<=43.50","TX_AMOUNT<=220.78,TERMINAL_ID_RISK_30DAY_WINDOW<=0.10","CUSTOMER_ID_NB_TX_7DAY_WINDOW<=4.50,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=1.50","CUSTOMER_ID_NB_TX_1DAY_WINDOW>2.50,TERMINAL_ID_NB_TX_1DAY_WINDOW<=2.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.67,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=6.00","TERMINAL_ID_NB_TX_7DAY_WINDOW>9.50,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=4.50","TERMINAL_ID_NB_TX_30DAY_WINDOW>43.50,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=1.50","CUSTOMER_ID_NB_TX_1DAY_WINDOW>2.50,TX_DURING_NIGHT<=0.50","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW>186.07,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=5.00","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW>186.07,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW<=165.19","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW>186.07,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=64.75","TERMINAL_ID_RISK_1DAY_WINDOW>0.67,CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW<=186.07","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW>186.07,TERMINAL_ID_NB_TX_7DAY_WINDOW<=6.50","TERMINAL_ID_RISK_7DAY_WINDOW>0.46,CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW<=105.77","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW>186.07,TERMINAL_ID_NB_TX_30DAY_WINDOW<=26.00","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW>186.07,TERMINAL_ID_RISK_30DAY_WINDOW<=0.10","CUSTOMER_ID_NB_TX_7DAY_WINDOW<=4.50,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=21.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.67,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=7.00","TERMINAL_ID_NB_TX_7DAY_WINDOW>9.50,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=3.50","TERMINAL_ID_NB_TX_30DAY_WINDOW>43.50,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=13.50","CUSTOMER_ID_NB_TX_7DAY_WINDOW<=4.50,TX_DURING_NIGHT<=0.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.67,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW<=166.92","TERMINAL_ID_RISK_1DAY_WINDOW>0.67,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=117.50","TERMINAL_ID_NB_TX_7DAY_WINDOW>9.50,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=7.50","TERMINAL_ID_RISK_7DAY_WINDOW>0.46,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=42.00","TERMINAL_ID_NB_TX_30DAY_WINDOW>43.50,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=58.00","TERMINAL_ID_RISK_1DAY_WINDOW>0.67,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=22.18","TERMINAL_ID_RISK_7DAY_WINDOW>0.46,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=97.77","TERMINAL_ID_RISK_1DAY_WINDOW>0.67,TERMINAL_ID_NB_TX_1DAY_WINDOW<=1.50","TERMINAL_ID_NB_TX_7DAY_WINDOW>9.50,TERMINAL_ID_NB_TX_1DAY_WINDOW<=2.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.67,TERMINAL_ID_NB_TX_7DAY_WINDOW<=6.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.67,TERMINAL_ID_RISK_7DAY_WINDOW<=0.42","TERMINAL_ID_RISK_1DAY_WINDOW>0.67,TERMINAL_ID_NB_TX_30DAY_WINDOW<=18.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.67,TERMINAL_ID_RISK_30DAY_WINDOW<=0.08","TERMINAL_ID_RISK_1DAY_WINDOW>0.67,TX_DURING_NIGHT<=0.50","TERMINAL_ID_NB_TX_30DAY_WINDOW>43.50,TERMINAL_ID_NB_TX_7DAY_WINDOW<=7.50","TERMINAL_ID_NB_TX_7DAY_WINDOW>9.50,TX_DURING_NIGHT<=0.50","TERMINAL_ID_RISK_7DAY_WINDOW>0.46,TERMINAL_ID_RISK_30DAY_WINDOW<=0.24"
18,103.29,3.0,75.67333333333333,24.0,93.56166666666671,75.0,83.95413333333335,1.0,0.0,2.0,0.0,17.0,0.0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,79.09,6.0,77.07833333333342,29.0,79.02000000000008,126.0,72.17809523809521,2.0,0.0,7.0,0.0,27.0,0.0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,72.93,4.0,49.604999999999976,28.0,45.717142857142846,114.0,50.756929824561475,0.0,0.0,3.0,0.0,13.0,0.0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,37.08,5.0,39.19000000000001,23.0,40.09478260869567,100.0,40.362300000000005,0.0,0.0,0.0,0.0,5.0,0.0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,20.16,5.0,41.09400000000001,35.0,59.977142857142816,104.0,59.775769230769214,2.0,0.0,4.0,0.0,27.0,0.0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,62.68,4.0,41.0375,10.0,40.20600000000003,54.0,41.581666666666656,1.0,0.0,4.0,0.0,17.0,0.0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,52.84,7.0,88.54285714285713,19.0,63.11894736842104,75.0,66.07906666666662,2.0,0.0,7.0,0.0,22.0,0.0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,22.42,2.0,17.85500000000001,15.0,17.610666666666656,59.0,19.836779661016934,0.0,0.0,2.0,0.0,16.0,0.0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,16.2,2.0,37.050000000000004,18.0,44.976666666666645,61.0,39.765901639344264,1.0,0.0,6.0,0.0,24.0,0.0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,167.0,5.0,141.13999999999996,32.0,85.29625000000003,103.0,84.43330097087376,1.0,0.0,9.0,0.0,31.0,0.0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,53.83,4.0,57.76250000000003,17.0,54.56764705882354,81.0,44.96246913580247,1.0,0.0,5.0,0.0,31.0,0.03225806451612903,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,41.62,4.0,80.76500000000003,32.0,78.57468750000002,122.0,86.02827868852458,0.0,0.0,2.0,0.0,13.0,0.0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,33.4,5.0,36.48,24.0,29.957500000000014,86.0,29.54209302325579,0.0,0.0,2.0,0.0,17.0,0.0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,81.08,4.0,72.5699999999999,32.0,76.06343749999999,108.0,71.6792592592592,1.0,0.0,4.0,0.0,19.0,0.0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,121.92,3.0,91.63666666666664,13.0,67.2515384615385,67.0,67.73731343283583,1.0,0.0,6.0,0.0,27.0,0.0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,47.26,3.0,54.29666666666663,15.0,56.248666666666686,100.0,53.80559999999998,1.0,0.0,7.0,0.0,18.0,0.0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,172.93,2.0,157.53499999999997,4.0,114.37250000000004,16.0,98.44000000000004,0.0,0.0,3.0,0.0,29.0,0.0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,154.99,10.0,98.37999999999997,39.0,92.34435897435891,119.0,85.03033613445376,1.0,0.0,5.0,0.0,19.0,0.0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,53.32,4.0,28.815000000000026,22.0,35.85045454545453,101.0,42.23356435643563,1.0,0.0,7.0,0.0,17.0,0.0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,63.89,7.0,43.99285714285714,19.0,45.281052631578966,102.0,47.29029411764711,2.0,0.0,7.0,0.0,22.0,0.0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,22.34,5.0,16.675999999999995,21.0,17.579047619047625,113.0,16.93159292035398,0.0,0.0,6.0,0.0,23.0,0.0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,52.96,3.0,68.48000000000003,12.0,59.91666666666665,33.0,55.60969696969694,0.0,0.0,2.0,0.0,11.0,0.0,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,59.3,5.0,49.56399999999995,26.0,40.44999999999996,90.0,44.20988888888888,0.0,0.0,4.0,0.0,13.0,0.0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
