,TX_AMOUNT,CUSTOMER_ID_NB_TX_1DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW,CUSTOMER_ID_NB_TX_7DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW,CUSTOMER_ID_NB_TX_30DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW,TERMINAL_ID_NB_TX_1DAY_WINDOW,TERMINAL_ID_RISK_1DAY_WINDOW,TERMINAL_ID_NB_TX_7DAY_WINDOW,TERMINAL_ID_RISK_7DAY_WINDOW,TERMINAL_ID_NB_TX_30DAY_WINDOW,TERMINAL_ID_RISK_30DAY_WINDOW,TX_DURING_WEEKEND,TX_DURING_NIGHT,TX_AMOUNT>219.47,CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW<=223.84,CUSTOMER_ID_NB_TX_7DAY_WINDOW>30.50,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW<=102.92,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=83.50,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=96.28,TERMINAL_ID_NB_TX_1DAY_WINDOW>2.50,TERMINAL_ID_RISK_1DAY_WINDOW<=0.75,TERMINAL_ID_NB_TX_7DAY_WINDOW>9.50,TERMINAL_ID_RISK_7DAY_WINDOW<=0.27,TERMINAL_ID_NB_TX_30DAY_WINDOW>25.50,TERMINAL_ID_RISK_30DAY_WINDOW<=0.08,CUSTOMER_ID_NB_TX_1DAY_WINDOW>7.50,TX_DURING_NIGHT<=0.50,"TX_AMOUNT<=219.47,CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW<=180.82","TX_AMOUNT<=219.47,TERMINAL_ID_RISK_1DAY_WINDOW<=0.75","TX_AMOUNT<=219.47,TERMINAL_ID_RISK_7DAY_WINDOW<=0.27","TX_AMOUNT<=219.47,TERMINAL_ID_RISK_30DAY_WINDOW<=0.08","TERMINAL_ID_NB_TX_1DAY_WINDOW<=2.50,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=7.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=2.50","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW>223.84,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=57.50","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW>223.84,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=101.35","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW<=223.84","TERMINAL_ID_RISK_7DAY_WINDOW>0.27,CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW<=223.84","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW>223.84,TERMINAL_ID_RISK_30DAY_WINDOW<=0.08","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW>223.84,TX_DURING_NIGHT<=0.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=27.00","TERMINAL_ID_NB_TX_7DAY_WINDOW<=9.50,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=12.50","CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW>102.92,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=60.09","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW<=54.18","TERMINAL_ID_RISK_7DAY_WINDOW>0.27,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW<=47.46","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=90.50","TERMINAL_ID_NB_TX_7DAY_WINDOW<=9.50,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=92.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=88.91","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_NB_TX_1DAY_WINDOW<=1.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_NB_TX_7DAY_WINDOW<=5.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_RISK_7DAY_WINDOW<=0.27","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_NB_TX_30DAY_WINDOW<=31.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_RISK_30DAY_WINDOW<=0.06","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TX_DURING_NIGHT<=0.50","TERMINAL_ID_RISK_7DAY_WINDOW>0.27,TERMINAL_ID_NB_TX_7DAY_WINDOW<=3.50","TERMINAL_ID_NB_TX_7DAY_WINDOW<=9.50,TERMINAL_ID_NB_TX_30DAY_WINDOW<=26.50","TERMINAL_ID_RISK_7DAY_WINDOW>0.27,TERMINAL_ID_NB_TX_30DAY_WINDOW<=20.50","TERMINAL_ID_RISK_7DAY_WINDOW>0.27,TERMINAL_ID_RISK_30DAY_WINDOW<=0.26","TERMINAL_ID_RISK_30DAY_WINDOW>0.08,TERMINAL_ID_NB_TX_30DAY_WINDOW<=20.50"
16,20.7,3.0,20.39333333333335,21.0,21.46238095238095,77.0,20.001428571428573,0.0,0.0,4.0,0.0,21.0,0.0,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
17,65.22,2.0,77.44999999999999,11.0,63.722727272727276,56.0,69.0808928571429,0.0,0.0,4.0,0.0,24.0,0.0,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
18,32.8,1.0,32.79999999999985,13.0,54.978461538461495,48.0,62.00541666666668,1.0,0.0,5.0,0.0,24.0,0.0,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
19,2.53,4.0,5.265000000000002,30.0,7.532333333333331,111.0,7.387387387387383,0.0,0.0,5.0,0.0,16.0,0.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20,5.05,5.0,4.1800000000000015,25.0,5.363200000000001,73.0,5.493561643835614,1.0,0.0,4.0,0.0,28.0,0.03571428571428571,0,1,0,1,0,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
21,32.13,7.0,22.124285714285723,19.0,22.77210526315788,102.0,23.782156862745083,1.0,0.0,2.0,0.0,10.0,0.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22,6.84,2.0,20.79499999999998,16.0,26.501249999999995,71.0,26.534084507042248,0.0,0.0,7.0,0.0,25.0,0.04,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
23,84.65,2.0,70.40500000000002,16.0,51.95374999999997,91.0,53.728351648351655,0.0,0.0,4.0,0.0,23.0,0.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
24,60.56,3.0,40.129999999999946,17.0,56.297647058823514,68.0,53.15617647058819,0.0,0.0,4.0,0.0,24.0,0.0,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
25,37.24,1.0,37.23999999999995,9.0,37.29333333333333,43.0,42.46767441860466,0.0,0.0,3.0,0.0,22.0,0.0,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
26,5.23,1.0,5.229999999999965,13.0,28.380769230769225,62.0,29.59274193548388,0.0,0.0,6.0,0.0,26.0,0.0,0,1,0,1,0,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
27,19.27,9.0,20.701111111111132,34.0,21.599117647058833,123.0,25.863577235772354,0.0,0.0,1.0,0.0,16.0,0.0,0,1,0,1,1,1,0,1,0,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
28,0.37,3.0,3.883333333333331,12.0,5.893333333333332,50.0,5.933,0.0,0.0,5.0,0.0,18.0,0.0,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
29,80.49,3.0,47.249999999999865,15.0,73.43399999999994,59.0,81.6166101694916,0.0,0.0,5.0,0.0,17.0,0.0,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
30,94.45,6.0,53.45833333333334,20.0,55.95399999999999,88.0,53.46181818181821,0.0,0.0,2.0,0.0,16.0,0.0625,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
31,11.79,5.0,46.33799999999997,28.0,65.27749999999996,111.0,64.51963963963964,1.0,0.0,4.0,0.0,24.0,0.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
32,141.07,5.0,81.42199999999997,21.0,95.99285714285709,86.0,98.57837209302329,2.0,0.0,4.0,0.0,22.0,0.0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
33,101.98,5.0,53.65399999999994,26.0,54.33923076923076,100.0,53.94740000000001,1.0,1.0,5.0,0.2,21.0,0.047619047619047616,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0
34,74.42,5.0,59.61800000000003,34.0,61.162352941176366,107.0,61.195700934579385,0.0,0.0,3.0,0.0,14.0,0.0,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
35,116.87,3.0,73.96666666666671,22.0,64.69863636363635,84.0,74.05369047619054,0.0,0.0,4.0,0.0,16.0,0.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
36,23.15,9.0,33.75555555555555,32.0,37.284687500000004,116.0,35.495862068965515,0.0,0.0,3.0,0.0,20.0,0.0,0,1,0,1,1,1,0,1,0,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
37,86.26,4.0,72.40500000000003,31.0,72.18548387096779,104.0,79.43403846153842,0.0,0.0,5.0,0.0,11.0,0.0,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
38,35.34,2.0,43.62000000000004,26.0,42.7765384615385,109.0,45.07321100917432,2.0,0.0,8.0,0.0,13.0,0.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
39,35.61,3.0,65.36999999999996,26.0,66.12884615384615,114.0,63.15412280701755,4.0,0.0,8.0,0.0,22.0,0.0,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
40,76.07,5.0,95.292,26.0,80.03846153846153,98.0,76.923469387755,1.0,0.0,5.0,0.0,18.0,0.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
41,103.18,6.0,62.34833333333331,22.0,79.32590909090914,64.0,80.03093750000002,0.0,0.0,6.0,0.0,14.0,0.0,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
42,9.16,2.0,10.124999999999995,11.0,14.51090909090908,45.0,19.26488888888888,1.0,0.0,4.0,0.0,26.0,0.0,0,1,0,1,0,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
43,18.5,5.0,19.765999999999988,33.0,15.790606060606065,100.0,15.407699999999995,0.0,0.0,3.0,0.0,20.0,0.0,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
44,45.56,7.0,76.27285714285712,30.0,84.86866666666675,113.0,83.40725663716815,1.0,0.0,6.0,0.0,20.0,0.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
45,58.72,3.0,63.69333333333338,14.0,65.04928571428566,58.0,61.47982758620689,0.0,0.0,2.0,0.0,17.0,0.0,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
46,39.46,3.0,42.206666666666685,16.0,34.698750000000025,86.0,30.103837209302323,0.0,0.0,1.0,0.0,26.0,0.0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
47,1.82,3.0,10.830000000000004,4.0,11.767499999999993,32.0,15.792812500000009,1.0,0.0,3.0,0.0,12.0,0.0,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
48,17.37,3.0,13.493333333333347,18.0,11.908888888888887,98.0,11.359693877551022,2.0,0.0,7.0,0.0,19.0,0.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
49,63.97,5.0,47.96399999999999,17.0,49.70352941176469,56.0,50.031964285714245,3.0,0.0,4.0,0.0,20.0,0.0,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
50,122.87,2.0,147.60999999999996,7.0,92.94000000000017,62.0,103.48919354838712,0.0,0.0,6.0,0.0,19.0,0.0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
51,35.6,3.0,63.390000000000036,23.0,71.71434782608698,84.0,67.76202380952377,0.0,0.0,7.0,0.0,16.0,0.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
52,35.11,2.0,54.53999999999996,17.0,39.75823529411765,63.0,38.97523809523808,3.0,0.0,9.0,0.0,23.0,0.0,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
