,TX_AMOUNT,CUSTOMER_ID_NB_TX_1DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW,CUSTOMER_ID_NB_TX_7DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW,CUSTOMER_ID_NB_TX_30DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW,TERMINAL_ID_NB_TX_1DAY_WINDOW,TERMINAL_ID_RISK_1DAY_WINDOW,TERMINAL_ID_NB_TX_7DAY_WINDOW,TERMINAL_ID_RISK_7DAY_WINDOW,TERMINAL_ID_NB_TX_30DAY_WINDOW,TERMINAL_ID_RISK_30DAY_WINDOW,TX_DURING_WEEKEND,TX_DURING_NIGHT,TX_AMOUNT>220.44,CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW>273.02,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=22.50,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW<=128.79,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=76.50,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=105.20,CUSTOMER_ID_NB_TX_1DAY_WINDOW>5.50,TERMINAL_ID_RISK_1DAY_WINDOW<=0.75,TERMINAL_ID_RISK_7DAY_WINDOW<=0.59,TERMINAL_ID_NB_TX_30DAY_WINDOW<=27.50,TERMINAL_ID_RISK_30DAY_WINDOW<=0.17,TERMINAL_ID_NB_TX_7DAY_WINDOW<=4.50,TERMINAL_ID_NB_TX_1DAY_WINDOW>3.50,TX_DURING_NIGHT<=0.50,"TX_AMOUNT<=220.44,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=4.50","TX_AMOUNT<=220.44,CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW<=7.01","TX_AMOUNT<=220.44,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=22.50","TX_AMOUNT<=220.44,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW<=9.62","TX_AMOUNT<=220.44,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=76.50","TX_AMOUNT<=220.44,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=10.17","TX_AMOUNT<=220.44,TERMINAL_ID_RISK_1DAY_WINDOW<=0.75","TX_AMOUNT<=220.44,TERMINAL_ID_RISK_7DAY_WINDOW<=0.59","TX_AMOUNT<=220.44,TERMINAL_ID_NB_TX_30DAY_WINDOW<=27.50","TX_AMOUNT<=220.44,TERMINAL_ID_RISK_30DAY_WINDOW<=0.17","CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW>128.79,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=3.50","CUSTOMER_ID_NB_TX_30DAY_WINDOW>76.50,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=4.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=1.50","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW<=273.02,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW<=128.79","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW<=273.02,TERMINAL_ID_RISK_1DAY_WINDOW<=0.75","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW<=273.02,TERMINAL_ID_RISK_30DAY_WINDOW<=0.17","CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW>128.79,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=17.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=22.50","CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW>128.79,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=81.26","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW<=18.73","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=116.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=10.36","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_NB_TX_1DAY_WINDOW<=1.50","TX_DURING_NIGHT>0.50,TERMINAL_ID_NB_TX_1DAY_WINDOW<=1.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_NB_TX_7DAY_WINDOW<=7.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_NB_TX_30DAY_WINDOW<=26.00","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TX_DURING_NIGHT<=0.50","TERMINAL_ID_RISK_7DAY_WINDOW>0.59,TERMINAL_ID_NB_TX_30DAY_WINDOW<=27.50"
15,95.93,3.0,99.98000000000008,17.0,86.66764705882353,53.0,88.98207547169811,0.0,0.0,5.0,0.0,17.0,0.0,0,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
16,49.16,3.0,67.03333333333327,13.0,53.0484615384615,66.0,47.711818181818145,0.0,0.0,4.0,0.0,9.0,0.0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
17,14.61,4.0,35.57250000000002,28.0,36.80892857142856,81.0,38.550123456790125,0.0,0.0,3.0,0.0,12.0,0.0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
18,82.97,4.0,100.21250000000003,30.0,96.7523333333334,100.0,103.6084,0.0,0.0,1.0,0.0,16.0,0.0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
19,96.21,6.0,60.49666666666675,23.0,73.56173913043483,101.0,77.90178217821787,0.0,0.0,4.0,0.0,20.0,0.0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
20,54.15,4.0,54.72000000000009,30.0,100.17366666666666,108.0,86.91166666666669,1.0,0.0,11.0,0.0,21.0,0.0,0,1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
21,137.05,3.0,63.23000000000021,27.0,80.70925925925927,123.0,74.16991869918705,0.0,0.0,3.0,0.0,14.0,0.0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
22,63.22,2.0,44.47000000000001,8.0,40.47624999999995,53.0,42.37452830188676,1.0,0.0,4.0,0.0,18.0,0.0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
23,2.57,1.0,2.570000000000071,11.0,50.926363636363654,37.0,62.486216216216214,1.0,0.0,8.0,0.0,34.0,0.0,0,1,0,0,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
24,24.2,3.0,24.136666666666617,14.0,28.255000000000006,71.0,30.957323943661994,0.0,0.0,1.0,0.0,8.0,0.0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
25,9.42,2.0,19.915,10.0,16.83600000000002,64.0,17.392656249999998,2.0,0.0,5.0,0.0,14.0,0.0,0,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
26,49.12,1.0,49.120000000000005,3.0,33.71333333333334,7.0,33.89714285714286,0.0,0.0,2.0,0.0,23.0,0.0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
27,99.33,4.0,74.39999999999999,38.0,73.05789473684217,132.0,65.13583333333331,1.0,0.0,5.0,0.0,25.0,0.0,0,1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
28,64.73,3.0,76.69333333333329,19.0,83.01210526315788,72.0,127.13027777777782,0.0,0.0,3.0,0.0,15.0,0.0,0,1,0,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
29,68.27,5.0,63.278000000000006,24.0,81.95000000000006,88.0,84.39340909090912,0.0,0.0,1.0,0.0,20.0,0.0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
30,8.9,5.0,11.28800000000001,19.0,14.904736842105265,90.0,14.541222222222233,1.0,0.0,3.0,0.0,23.0,0.0,0,1,0,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
31,47.79,6.0,46.98333333333327,36.0,58.93333333333336,98.0,62.83867346938777,0.0,0.0,8.0,0.0,33.0,0.0,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
32,9.3,2.0,10.3,18.0,7.752222222222234,87.0,6.721839080459763,2.0,0.0,7.0,0.0,27.0,0.0,0,1,0,0,1,1,0,1,0,1,1,1,1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
33,18.22,7.0,14.32142857142857,25.0,15.18040000000001,105.0,14.054666666666666,0.0,0.0,4.0,0.0,20.0,0.0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
34,83.97,4.0,63.89250000000006,20.0,64.21300000000001,76.0,63.18460526315784,0.0,0.0,1.0,0.0,10.0,0.0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
35,91.34,2.0,70.84000000000005,22.0,77.29181818181816,99.0,77.8564646464646,2.0,0.0,11.0,0.0,30.0,0.0,0,1,0,0,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
36,181.39,3.0,141.84666666666666,19.0,112.1147368421052,87.0,101.31954022988502,0.0,0.0,4.0,0.0,18.0,0.0,0,1,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
37,50.4,3.0,33.79333333333333,21.0,32.99952380952381,94.0,32.348404255319146,0.0,0.0,4.0,0.0,19.0,0.0,0,1,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
38,35.51,3.0,48.06999999999997,27.0,46.62999999999998,90.0,46.541,0.0,0.0,4.0,0.0,22.0,0.0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
39,63.86,5.0,40.233999999999945,23.0,50.650869565217384,104.0,53.458557692307714,1.0,0.0,4.0,0.0,28.0,0.0,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
40,77.28,5.0,50.926000000000016,14.0,51.01714285714291,56.0,58.76785714285719,0.0,0.0,6.0,0.0,18.0,0.0,0,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
41,62.32,1.0,62.32000000000017,17.0,94.1382352941176,55.0,90.12581818181819,1.0,0.0,5.0,0.0,24.0,0.0,0,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
42,114.43,6.0,85.63166666666666,22.0,77.29681818181815,67.0,82.52358208955222,0.0,0.0,2.0,0.0,16.0,0.0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
43,16.27,3.0,20.263333333333335,14.0,14.837142857142867,67.0,14.143432835820885,1.0,0.0,7.0,0.0,17.0,0.0,0,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
44,80.5,3.0,66.51,21.0,54.247142857142904,96.0,53.501770833333325,1.0,0.0,6.0,0.0,17.0,0.0,0,1,0,0,1,1,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
45,81.2,5.0,75.37400000000005,22.0,69.02409090909094,76.0,81.69565789473685,0.0,0.0,2.0,0.0,13.0,0.0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
46,34.21,3.0,31.99000000000002,31.0,27.8683870967742,115.0,32.83304347826087,1.0,0.0,6.0,0.0,31.0,0.0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
47,50.57,7.0,74.7957142857143,37.0,69.27945945945946,126.0,63.87579365079363,0.0,0.0,2.0,0.0,17.0,0.0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
48,17.09,3.0,18.943333333333328,18.0,16.583888888888882,90.0,17.86866666666666,0.0,0.0,3.0,0.0,19.0,0.0,0,1,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
49,5.0,3.0,6.960000000000001,3.0,6.9600000000000035,10.0,8.200999999999999,0.0,0.0,2.0,0.0,14.0,0.0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
50,90.6,4.0,101.80749999999995,10.0,90.35000000000004,46.0,90.30543478260876,1.0,0.0,3.0,0.0,20.0,0.0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
51,3.32,6.0,6.716666666666662,30.0,7.375666666666662,119.0,7.19361344537815,2.0,0.0,8.0,0.0,19.0,0.0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
52,213.23,3.0,148.5966666666667,21.0,103.79380952380957,87.0,100.89632183908047,2.0,0.0,9.0,0.0,25.0,0.0,0,1,0,0,1,1,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
53,56.88,8.0,47.53500000000001,33.0,49.946060606060605,115.0,49.021565217391284,0.0,0.0,6.0,0.0,34.0,0.0,0,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
54,7.8,3.0,16.83666666666664,17.0,16.043529411764705,58.0,18.309137931034485,1.0,0.0,9.0,0.0,26.0,0.0,0,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
55,9.48,6.0,10.540000000000006,28.0,10.162500000000003,107.0,10.02738317757009,0.0,0.0,2.0,0.0,17.0,0.0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
56,36.34,3.0,94.83666666666674,22.0,73.18181818181822,101.0,95.3650495049505,0.0,0.0,2.0,0.0,14.0,0.0,0,1,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
57,108.34,1.0,108.34,13.0,64.82846153846154,54.0,63.07592592592592,1.0,0.0,6.0,0.0,22.0,0.0,0,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
58,14.49,6.0,28.63166666666667,21.0,25.336190476190477,111.0,26.206756756756764,1.0,0.0,5.0,0.0,23.0,0.0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
