,TX_AMOUNT,CUSTOMER_ID_NB_TX_1DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW,CUSTOMER_ID_NB_TX_7DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW,CUSTOMER_ID_NB_TX_30DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW,TERMINAL_ID_NB_TX_1DAY_WINDOW,TERMINAL_ID_RISK_1DAY_WINDOW,TERMINAL_ID_NB_TX_7DAY_WINDOW,TERMINAL_ID_RISK_7DAY_WINDOW,TERMINAL_ID_NB_TX_30DAY_WINDOW,TERMINAL_ID_RISK_30DAY_WINDOW,TX_DURING_WEEKEND,TX_DURING_NIGHT,TX_AMOUNT>221.27,CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW<=154.92,CUSTOMER_ID_NB_TX_7DAY_WINDOW>32.50,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW<=154.10,CUSTOMER_ID_NB_TX_1DAY_WINDOW>1.50,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=98.30,TERMINAL_ID_NB_TX_1DAY_WINDOW<=0.50,TERMINAL_ID_RISK_1DAY_WINDOW<=0.75,TERMINAL_ID_RISK_7DAY_WINDOW<=0.37,TERMINAL_ID_NB_TX_30DAY_WINDOW<=17.50,TERMINAL_ID_RISK_30DAY_WINDOW<=0.10,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=21.50,TERMINAL_ID_NB_TX_7DAY_WINDOW<=3.50,TX_DURING_NIGHT<=0.50,"TX_AMOUNT<=221.27,CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW<=150.72","TX_AMOUNT<=221.27,TERMINAL_ID_RISK_1DAY_WINDOW<=0.75","TX_AMOUNT<=221.27,TERMINAL_ID_RISK_7DAY_WINDOW<=0.37","TX_AMOUNT<=221.27,TERMINAL_ID_RISK_30DAY_WINDOW<=0.10","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW>154.92,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=2.50","CUSTOMER_ID_NB_TX_1DAY_WINDOW<=1.50,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=25.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=4.50","CUSTOMER_ID_NB_TX_1DAY_WINDOW<=1.50,TERMINAL_ID_NB_TX_7DAY_WINDOW<=3.50","TERMINAL_ID_NB_TX_30DAY_WINDOW>17.50,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=1.50","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW>154.92,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=15.00","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW>154.92,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW<=59.14","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW>154.92,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=82.42","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW>154.92,TERMINAL_ID_NB_TX_1DAY_WINDOW<=1.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW<=154.92","TERMINAL_ID_RISK_7DAY_WINDOW>0.37,CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW<=154.92","CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW>154.10,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=4.50","TERMINAL_ID_NB_TX_1DAY_WINDOW>0.50,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=30.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=10.00","TERMINAL_ID_NB_TX_30DAY_WINDOW>17.50,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=19.50","CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW>154.10,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=28.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW<=39.13","CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW>154.10,TERMINAL_ID_NB_TX_7DAY_WINDOW<=9.50","CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW>154.10,TERMINAL_ID_NB_TX_30DAY_WINDOW<=25.50","TERMINAL_ID_NB_TX_1DAY_WINDOW>0.50,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=103.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=84.00","TERMINAL_ID_NB_TX_30DAY_WINDOW>17.50,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=88.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=83.62","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_NB_TX_1DAY_WINDOW<=1.50","TERMINAL_ID_NB_TX_1DAY_WINDOW>0.50,TERMINAL_ID_NB_TX_7DAY_WINDOW<=5.50","TERMINAL_ID_NB_TX_1DAY_WINDOW>0.50,TERMINAL_ID_NB_TX_30DAY_WINDOW<=7.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_NB_TX_7DAY_WINDOW<=3.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_RISK_7DAY_WINDOW<=0.18","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_NB_TX_30DAY_WINDOW<=30.00","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_RISK_30DAY_WINDOW<=0.09","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TX_DURING_NIGHT<=0.50","TERMINAL_ID_NB_TX_30DAY_WINDOW>17.50,TERMINAL_ID_NB_TX_7DAY_WINDOW<=2.50","TERMINAL_ID_RISK_7DAY_WINDOW>0.37,TERMINAL_ID_RISK_30DAY_WINDOW<=0.38"
18,2.64,4.0,20.169999999999984,30.0,43.511666666666656,90.0,43.38333333333331,0.0,0.0,5.0,0.0,21.0,0.0,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,19.95,3.0,30.986666666666675,14.0,27.46357142857144,61.0,31.059672131147543,0.0,0.0,6.0,0.0,27.0,0.0,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20,46.76,6.0,68.61833333333333,25.0,63.85119999999999,100.0,70.9835,0.0,0.0,4.0,0.0,21.0,0.0,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,47.54,5.0,66.31999999999998,21.0,61.90904761904761,104.0,55.80826923076924,0.0,0.0,5.0,0.0,24.0,0.0,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,23.43,2.0,16.479999999999997,9.0,14.845555555555576,53.0,15.654339622641508,1.0,0.0,1.0,0.0,14.0,0.0,0,1,0,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
23,65.46,5.0,43.81600000000001,15.0,51.8233333333334,81.0,51.89148148148145,0.0,0.0,3.0,0.0,10.0,0.0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,58.54,3.0,50.2933333333333,28.0,73.6785714285714,122.0,95.05573770491803,1.0,0.0,5.0,0.0,18.0,0.0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
25,24.29,7.0,40.70714285714284,19.0,29.01894736842107,75.0,30.381199999999996,3.0,0.0,11.0,0.0,32.0,0.0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
26,74.66,4.0,53.04500000000002,30.0,52.709333333333326,109.0,64.62229357798162,1.0,0.0,9.0,0.0,28.0,0.0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,25.17,3.0,43.539999999999985,22.0,53.06272727272729,109.0,55.09183486238534,0.0,0.0,2.0,0.0,13.0,0.0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,102.93,2.0,67.46500000000006,19.0,69.15578947368424,74.0,67.84729729729739,0.0,0.0,2.0,0.0,15.0,0.0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,22.77,5.0,23.156000000000002,30.0,21.28133333333332,95.0,23.39873684210528,0.0,0.0,2.0,0.0,16.0,0.0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,56.12,4.0,55.434999999999945,24.0,44.838750000000005,73.0,43.88260273972603,0.0,0.0,4.0,0.0,22.0,0.0,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
31,39.51,2.0,35.36500000000003,17.0,25.28352941176472,81.0,26.839753086419737,1.0,0.0,2.0,0.0,8.0,0.0,0,1,0,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
32,55.94,7.0,68.21714285714283,22.0,74.4413636363637,99.0,77.16040404040405,0.0,0.0,4.0,0.0,23.0,0.043478260869565216,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,9.8,2.0,11.014999999999997,11.0,10.380000000000003,44.0,11.183863636363638,1.0,0.0,4.0,0.0,19.0,0.05263157894736842,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
34,118.78,1.0,118.78000000000003,10.0,86.30900000000005,69.0,87.15347826086959,2.0,0.0,12.0,0.0,27.0,0.0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
35,69.01,6.0,89.02999999999999,24.0,78.61416666666675,83.0,78.82469879518072,0.0,0.0,2.0,0.0,9.0,0.0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,47.27,7.0,57.90714285714288,23.0,77.80826086956522,100.0,69.9744,1.0,0.0,3.0,0.0,15.0,0.0,0,1,0,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
37,13.35,2.0,8.93,7.0,10.18285714285714,32.0,7.552499999999998,0.0,0.0,1.0,0.0,12.0,0.0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,115.27,8.0,94.02374999999996,37.0,91.87594594594592,106.0,93.70405660377354,0.0,0.0,6.0,0.0,36.0,0.0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,68.21,4.0,69.26749999999997,34.0,71.56176470588235,99.0,70.93737373737373,0.0,0.0,5.0,0.0,22.0,0.0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,133.82,5.0,116.35999999999994,28.0,91.96464285714295,105.0,90.21257142857142,0.0,0.0,2.0,0.0,17.0,0.0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,30.37,4.0,22.072499999999984,12.0,28.717500000000012,68.0,25.083529411764705,0.0,0.0,8.0,0.0,18.0,0.0,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
42,129.12,5.0,92.37999999999998,22.0,81.565,75.0,79.61666666666663,0.0,0.0,5.0,0.0,16.0,0.0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,40.4,4.0,57.65499999999999,31.0,61.19612903225808,108.0,63.48518518518516,0.0,0.0,1.0,0.0,11.0,0.0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,50.8,5.0,27.817999999999984,13.0,30.416153846153858,69.0,25.456231884057967,0.0,0.0,2.0,0.0,16.0,0.0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
