,TX_AMOUNT,CUSTOMER_ID_NB_TX_1DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW,CUSTOMER_ID_NB_TX_7DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW,CUSTOMER_ID_NB_TX_30DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW,TERMINAL_ID_NB_TX_1DAY_WINDOW,TERMINAL_ID_RISK_1DAY_WINDOW,TERMINAL_ID_NB_TX_7DAY_WINDOW,TERMINAL_ID_RISK_7DAY_WINDOW,TERMINAL_ID_NB_TX_30DAY_WINDOW,TERMINAL_ID_RISK_30DAY_WINDOW,TX_DURING_WEEKEND,TX_DURING_NIGHT,TX_AMOUNT>219.24,CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW>223.02,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=16.50,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW<=125.88,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=124.50,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=121.56,CUSTOMER_ID_NB_TX_1DAY_WINDOW>3.50,TERMINAL_ID_RISK_1DAY_WINDOW<=0.75,TERMINAL_ID_NB_TX_7DAY_WINDOW<=4.50,TERMINAL_ID_RISK_7DAY_WINDOW<=0.37,TERMINAL_ID_NB_TX_30DAY_WINDOW<=35.50,TERMINAL_ID_RISK_30DAY_WINDOW<=0.11,TX_DURING_NIGHT<=0.50,TERMINAL_ID_NB_TX_1DAY_WINDOW<=0.50,"TX_AMOUNT<=219.24,CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW<=207.83","TX_AMOUNT<=219.24,TERMINAL_ID_RISK_1DAY_WINDOW<=0.75","TX_AMOUNT<=219.24,TERMINAL_ID_RISK_7DAY_WINDOW<=0.37","TX_AMOUNT<=219.24,TERMINAL_ID_RISK_30DAY_WINDOW<=0.11","CUSTOMER_ID_NB_TX_7DAY_WINDOW>16.50,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=3.50","CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW>125.88,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=5.50","CUSTOMER_ID_NB_TX_1DAY_WINDOW<=3.50,TERMINAL_ID_NB_TX_1DAY_WINDOW<=0.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=5.50","TERMINAL_ID_NB_TX_7DAY_WINDOW>4.50,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=3.50","TX_DURING_NIGHT>0.50,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=6.50","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW<=223.02,TERMINAL_ID_RISK_7DAY_WINDOW<=0.37","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW<=223.02,TERMINAL_ID_RISK_30DAY_WINDOW<=0.11","CUSTOMER_ID_NB_TX_30DAY_WINDOW>124.50,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=26.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=16.50","TERMINAL_ID_RISK_7DAY_WINDOW>0.37,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=22.50","TX_DURING_NIGHT>0.50,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=31.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW<=125.88","TERMINAL_ID_RISK_7DAY_WINDOW>0.37,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW<=85.79","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=121.50","TERMINAL_ID_NB_TX_30DAY_WINDOW>35.50,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=107.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=63.03","TERMINAL_ID_RISK_7DAY_WINDOW>0.37,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=89.33","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_NB_TX_1DAY_WINDOW<=1.50","TERMINAL_ID_RISK_7DAY_WINDOW>0.37,TERMINAL_ID_NB_TX_1DAY_WINDOW<=0.50","TX_DURING_NIGHT>0.50,TERMINAL_ID_NB_TX_1DAY_WINDOW<=0.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_NB_TX_7DAY_WINDOW<=6.50","TERMINAL_ID_RISK_7DAY_WINDOW>0.37,TERMINAL_ID_RISK_1DAY_WINDOW<=0.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_NB_TX_30DAY_WINDOW<=33.00","TERMINAL_ID_RISK_30DAY_WINDOW>0.11,TERMINAL_ID_RISK_1DAY_WINDOW<=0.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TX_DURING_NIGHT<=0.50","TERMINAL_ID_RISK_7DAY_WINDOW>0.37,TERMINAL_ID_NB_TX_7DAY_WINDOW<=4.50","TX_DURING_NIGHT>0.50,TERMINAL_ID_NB_TX_7DAY_WINDOW<=4.50","TERMINAL_ID_RISK_7DAY_WINDOW>0.37,TERMINAL_ID_NB_TX_30DAY_WINDOW<=32.00","TERMINAL_ID_RISK_7DAY_WINDOW>0.37,TERMINAL_ID_RISK_30DAY_WINDOW<=0.10","TERMINAL_ID_RISK_30DAY_WINDOW>0.11,TERMINAL_ID_NB_TX_30DAY_WINDOW<=34.00"
17,39.9,3.0,74.99666666666671,20.0,78.6045,96.0,61.308229166666685,0.0,0.0,5.0,0.0,24.0,0.0,0,1,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18,65.31,3.0,47.84666666666666,24.0,59.15749999999999,75.0,53.08293333333333,1.0,0.0,5.0,0.0,25.0,0.0,0,1,0,0,0,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,2.71,1.0,2.710000000000014,11.0,53.81000000000003,37.0,66.02486486486487,0.0,0.0,3.0,0.0,18.0,0.0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
20,150.18,5.0,108.952,18.0,126.79888888888887,62.0,97.9598387096775,0.0,0.0,1.0,0.0,13.0,0.0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
21,14.11,1.0,14.110000000000078,13.0,44.01923076923076,72.0,45.52416666666667,0.0,0.0,2.0,0.0,13.0,0.0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
22,86.73,3.0,98.21000000000002,14.0,74.81428571428569,60.0,68.1691666666666,0.0,0.0,2.0,0.0,11.0,0.0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
23,176.34,1.0,176.33999999999992,6.0,98.885,21.0,80.6309523809524,0.0,0.0,0.0,0.0,12.0,0.0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
24,30.14,2.0,31.400000000000002,4.0,31.10999999999998,20.0,31.3325,1.0,0.0,6.0,0.0,17.0,0.0,0,1,0,0,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,162.78,4.0,113.71999999999994,27.0,106.24703703703697,98.0,97.95030612244886,1.0,0.0,3.0,0.0,28.0,0.0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26,68.56,1.0,68.55999999999989,9.0,47.089999999999975,51.0,48.12725490196076,0.0,0.0,0.0,0.0,18.0,0.0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
27,117.51,2.0,79.37500000000001,12.0,58.74583333333333,43.0,71.05767441860463,1.0,0.0,4.0,0.0,18.0,0.0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
28,32.82,1.0,32.819999999999986,3.0,104.20000000000005,22.0,85.61045454545454,1.0,0.0,3.0,0.0,17.0,0.058823529411764705,0,1,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
29,31.83,2.0,17.994999999999994,17.0,28.495882352941184,57.0,23.2540350877193,0.0,0.0,4.0,0.0,13.0,0.0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
30,35.58,3.0,102.72666666666667,19.0,94.21999999999991,95.0,90.42157894736842,0.0,0.0,3.0,0.0,20.0,0.0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
31,105.84,3.0,126.42000000000003,16.0,102.08249999999998,99.0,86.90282828282825,1.0,0.0,8.0,0.0,26.0,0.0,0,1,0,0,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,42.54,7.0,28.871428571428567,21.0,27.22190476190475,93.0,26.677526881720443,0.0,0.0,5.0,0.0,23.0,0.0,0,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33,45.77,4.0,59.03249999999999,18.0,60.53444444444436,93.0,62.34763440860221,0.0,0.0,9.0,0.0,26.0,0.0,0,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
34,51.13,3.0,43.98666666666668,18.0,39.604444444444496,84.0,37.730714285714285,2.0,0.0,9.0,0.0,23.0,0.0,0,1,0,0,0,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,14.93,4.0,10.697499999999998,19.0,9.044736842105268,79.0,7.791772151898738,0.0,0.0,3.0,0.0,17.0,0.0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
36,30.57,2.0,20.365000000000002,4.0,31.270000000000003,10.0,28.814999999999998,0.0,0.0,4.0,0.0,17.0,0.0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
37,82.88,7.0,39.82857142857142,24.0,33.99125000000003,108.0,36.02185185185186,0.0,0.0,4.0,0.0,15.0,0.0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
38,14.21,4.0,79.20750000000007,23.0,85.66304347826086,92.0,89.99402173913042,2.0,0.0,9.0,0.0,26.0,0.0,0,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,62.94,2.0,50.38500000000001,9.0,41.96444444444443,25.0,42.9436,1.0,0.0,7.0,0.0,27.0,0.0,0,1,0,0,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,62.22,4.0,66.50250000000005,21.0,73.17952380952372,110.0,73.80990909090906,1.0,0.0,2.0,0.0,13.0,0.0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
41,11.02,6.0,25.523333333333337,25.0,29.524800000000006,89.0,32.9970786516854,0.0,0.0,3.0,0.0,20.0,0.0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
42,38.95,3.0,44.080000000000005,9.0,36.43888888888892,41.0,39.03975609756097,1.0,0.0,7.0,0.0,24.0,0.0,0,1,0,0,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,50.7,1.0,50.70000000000012,13.0,52.97230769230771,44.0,61.78363636363638,1.0,0.0,4.0,0.0,15.0,0.0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
44,11.01,2.0,32.63999999999991,29.0,65.7448275862069,112.0,65.64053571428573,1.0,0.0,2.0,0.0,19.0,0.0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
45,37.03,7.0,35.154285714285685,23.0,29.365652173913023,101.0,29.8641584158416,1.0,0.0,8.0,0.0,29.0,0.0,0,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,107.59,2.0,105.45999999999975,37.0,92.95432432432435,116.0,96.18810344827592,0.0,0.0,5.0,0.0,18.0,0.0,0,1,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
47,25.34,6.0,32.69333333333332,23.0,29.695217391304343,83.0,29.081686746987938,0.0,0.0,4.0,0.0,12.0,0.0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
