,TX_AMOUNT,CUSTOMER_ID_NB_TX_1DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW,CUSTOMER_ID_NB_TX_7DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW,CUSTOMER_ID_NB_TX_30DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW,TERMINAL_ID_NB_TX_1DAY_WINDOW,TERMINAL_ID_RISK_1DAY_WINDOW,TERMINAL_ID_NB_TX_7DAY_WINDOW,TERMINAL_ID_RISK_7DAY_WINDOW,TERMINAL_ID_NB_TX_30DAY_WINDOW,TERMINAL_ID_RISK_30DAY_WINDOW,TX_DURING_WEEKEND,TX_DURING_NIGHT,TX_AMOUNT>219.56,CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW>223.79,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=41.50,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW>395.34,CUSTOMER_ID_NB_TX_30DAY_WINDOW>94.50,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=139.15,CUSTOMER_ID_NB_TX_1DAY_WINDOW>7.50,TERMINAL_ID_RISK_1DAY_WINDOW<=0.42,TERMINAL_ID_NB_TX_7DAY_WINDOW<=2.50,TERMINAL_ID_RISK_7DAY_WINDOW<=0.58,TERMINAL_ID_NB_TX_30DAY_WINDOW<=28.50,TERMINAL_ID_RISK_30DAY_WINDOW<=0.10,TX_DURING_NIGHT<=0.50,TERMINAL_ID_NB_TX_1DAY_WINDOW>1.50,"TX_AMOUNT<=219.56,CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW<=229.09","TX_AMOUNT<=219.56,TERMINAL_ID_RISK_7DAY_WINDOW<=0.58","TX_AMOUNT<=219.56,TERMINAL_ID_RISK_30DAY_WINDOW<=0.10","CUSTOMER_ID_NB_TX_7DAY_WINDOW>41.50,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=5.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.42,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=2.50","TERMINAL_ID_NB_TX_30DAY_WINDOW>28.50,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=3.50","TX_DURING_NIGHT>0.50,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=2.50","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW<=223.79,TERMINAL_ID_NB_TX_7DAY_WINDOW<=7.00","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW<=223.79,TERMINAL_ID_RISK_7DAY_WINDOW<=0.58","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW<=223.79,TERMINAL_ID_RISK_30DAY_WINDOW<=0.10","CUSTOMER_ID_NB_TX_7DAY_WINDOW>41.50,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=129.50","CUSTOMER_ID_NB_TX_7DAY_WINDOW>41.50,TERMINAL_ID_NB_TX_1DAY_WINDOW<=0.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.42,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=15.50","CUSTOMER_ID_NB_TX_7DAY_WINDOW>41.50,TERMINAL_ID_NB_TX_30DAY_WINDOW<=29.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.42,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=76.00","TERMINAL_ID_NB_TX_30DAY_WINDOW>28.50,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=129.50","TX_DURING_NIGHT>0.50,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=15.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.42,TERMINAL_ID_NB_TX_1DAY_WINDOW<=1.50","TX_DURING_NIGHT>0.50,TERMINAL_ID_NB_TX_1DAY_WINDOW<=1.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.42,TERMINAL_ID_NB_TX_7DAY_WINDOW<=6.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.42,TERMINAL_ID_NB_TX_30DAY_WINDOW<=20.00","TERMINAL_ID_RISK_1DAY_WINDOW>0.42,TX_DURING_NIGHT<=0.50","TERMINAL_ID_NB_TX_30DAY_WINDOW>28.50,TERMINAL_ID_NB_TX_7DAY_WINDOW<=8.50"
15,23.09,2.0,35.134999999999906,26.0,88.31000000000004,87.0,93.29413793103447,0.0,0.0,4.0,0.0,20.0,0.0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
16,74.91,1.0,74.90999999999988,6.0,58.09666666666669,36.0,70.4186111111111,0.0,0.0,1.0,0.0,13.0,0.0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
17,45.31,5.0,39.836000000000055,22.0,42.965909090909115,91.0,37.431538461538445,1.0,0.0,7.0,0.0,25.0,0.0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
18,7.05,2.0,5.210000000000017,13.0,6.7423076923076914,76.0,7.302105263157896,0.0,0.0,6.0,0.0,24.0,0.0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
19,40.85,6.0,46.12833333333332,30.0,41.38233333333328,133.0,47.63496240601502,0.0,0.0,7.0,0.0,25.0,0.0,0,1,0,0,1,0,1,1,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
20,38.84,4.0,24.009999999999977,31.0,23.405161290322585,92.0,24.46260869565219,0.0,0.0,1.0,0.0,12.0,0.0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
21,21.99,2.0,23.600000000000023,21.0,28.52238095238094,98.0,30.37591836734693,0.0,0.0,2.0,0.0,23.0,0.0,0,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
22,41.99,3.0,35.69666666666668,20.0,41.07350000000004,74.0,42.875405405405395,0.0,0.0,6.0,0.0,16.0,0.0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
23,79.11,4.0,95.13249999999996,22.0,87.36499999999997,83.0,89.20686746987948,2.0,0.0,7.0,0.0,22.0,0.045454545454545456,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24,29.13,4.0,17.657500000000002,29.0,15.37206896551724,105.0,14.781428571428584,0.0,0.0,6.0,0.0,30.0,0.0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1
25,38.13,2.0,40.15000000000012,19.0,48.78578947368422,73.0,54.48410958904109,2.0,0.0,4.0,0.0,20.0,0.0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26,42.02,4.0,25.397499999999994,26.0,29.361153846153837,93.0,34.37032258064517,1.0,0.0,7.0,0.0,31.0,0.0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1
27,46.31,1.0,46.30999999999994,10.0,35.90399999999999,37.0,30.602702702702715,0.0,0.0,0.0,0.0,9.0,0.0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
28,15.2,4.0,36.697500000000026,17.0,55.90941176470588,86.0,59.47534883720932,1.0,0.0,5.0,0.0,25.0,0.0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
29,44.25,8.0,73.18500000000004,24.0,49.38166666666666,87.0,58.03425287356319,0.0,0.0,6.0,0.0,13.0,0.0,0,1,0,0,1,0,0,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
30,161.09,1.0,161.0899999999998,20.0,110.86049999999996,100.0,94.57999999999994,0.0,0.0,6.0,0.0,29.0,0.0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1
31,9.45,3.0,9.229999999999995,18.0,8.245555555555555,61.0,9.316229508196718,1.0,0.0,5.0,0.0,19.0,0.0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
32,30.83,7.0,72.61857142857137,31.0,65.92322580645157,110.0,71.34081818181824,0.0,0.0,5.0,0.0,16.0,0.0,0,1,0,0,1,0,1,1,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
33,54.75,7.0,85.93285714285723,26.0,74.65269230769239,106.0,74.47179245283023,0.0,0.0,7.0,0.0,26.0,0.0,0,1,0,0,1,0,1,1,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
34,70.09,4.0,82.01500000000001,12.0,72.825,68.0,70.93897058823526,0.0,0.0,6.0,0.0,29.0,0.0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1
35,67.75,2.0,42.119999999999955,13.0,36.80769230769231,50.0,38.1236,0.0,0.0,3.0,0.0,15.0,0.0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
36,90.15,2.0,88.37,37.0,77.8881081081081,116.0,80.59758620689658,0.0,0.0,12.0,0.0,28.0,0.0,0,1,0,0,1,0,1,1,0,1,0,1,1,1,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
37,51.4,1.0,51.399999999999984,11.0,49.00272727272729,36.0,55.68333333333335,0.0,0.0,1.0,0.0,14.0,0.0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
38,69.93,4.0,56.02249999999999,20.0,57.71600000000001,88.0,61.40079545454548,0.0,0.0,4.0,0.0,15.0,0.0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
39,69.03,2.0,65.34000000000007,13.0,72.00461538461538,48.0,64.35416666666667,2.0,0.0,13.0,0.0,32.0,0.0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
40,87.12,4.0,88.46500000000005,34.0,91.39705882352943,97.0,93.3412371134021,0.0,0.0,4.0,0.0,25.0,0.0,0,1,0,0,1,0,1,1,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
41,25.18,2.0,20.005000000000035,9.0,50.01666666666667,45.0,54.36333333333331,0.0,0.0,1.0,0.0,14.0,0.0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
42,21.86,3.0,22.399999999999974,27.0,25.713703703703715,95.0,25.824526315789488,1.0,0.0,3.0,0.0,12.0,0.0,0,1,0,0,1,0,1,1,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
43,5.36,2.0,7.925000000000001,18.0,9.378888888888891,73.0,10.548219178082196,0.0,0.0,5.0,0.0,24.0,0.0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
44,38.53,2.0,34.41000000000025,18.0,75.56833333333336,107.0,78.60934579439255,3.0,0.0,10.0,0.0,26.0,0.0,0,1,0,0,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
45,65.13,4.0,57.96749999999986,27.0,69.90888888888882,110.0,72.03572727272726,0.0,0.0,2.0,0.0,13.0,0.0,0,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
46,16.42,1.0,16.420000000000023,9.0,18.214444444444457,37.0,16.84837837837838,1.0,0.0,3.0,0.0,16.0,0.0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
47,59.89,6.0,76.82333333333342,32.0,90.22093750000006,130.0,86.56561538461534,0.0,0.0,5.0,0.0,15.0,0.0,0,1,0,0,1,0,1,1,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
48,73.31,7.0,62.74142857142856,19.0,65.57842105263154,75.0,69.85559999999998,0.0,0.0,4.0,0.0,24.0,0.0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
49,59.56,3.0,107.36000000000001,14.0,101.14714285714287,66.0,95.23681818181817,1.0,0.0,4.0,0.0,21.0,0.0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
50,50.75,4.0,38.91499999999999,11.0,40.23454545454546,61.0,50.696885245901626,0.0,0.0,7.0,0.0,23.0,0.0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
51,186.65,2.0,148.76999999999995,7.0,89.85857142857148,37.0,100.87027027027028,0.0,0.0,2.0,0.0,16.0,0.0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
52,46.24,2.0,34.73000000000003,21.0,27.864285714285714,62.0,35.249516129032294,0.0,0.0,7.0,0.0,17.0,0.0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
53,76.59,5.0,55.75199999999997,18.0,56.02333333333334,54.0,55.28296296296298,1.0,0.0,5.0,0.0,20.0,0.0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
54,55.25,2.0,48.78999999999999,11.0,52.08363636363637,31.0,48.144516129032276,1.0,0.0,7.0,0.0,33.0,0.0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1
55,51.76,4.0,39.2325,18.0,58.56388888888888,75.0,70.04799999999999,2.0,0.0,3.0,0.0,18.0,0.0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
56,13.0,4.0,10.929999999999984,27.0,11.60296296296297,89.0,12.601123595505612,0.0,0.0,2.0,0.0,13.0,0.0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
57,122.12,2.0,105.26000000000002,21.0,86.05761904761903,115.0,91.51669565217388,1.0,0.0,5.0,0.0,21.0,0.0,0,1,0,0,1,0,1,1,0,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
58,89.23,3.0,86.81000000000007,32.0,68.7825,97.0,68.83577319587621,0.0,0.0,9.0,0.0,33.0,0.0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0
59,24.12,3.0,20.456666666666653,15.0,19.668666666666685,53.0,18.9545283018868,1.0,0.0,6.0,0.0,17.0,0.0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
60,98.98,5.0,74.21800000000003,14.0,66.77785714285714,56.0,73.37071428571427,0.0,0.0,0.0,0.0,13.0,0.0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
61,66.28,6.0,65.52333333333333,16.0,83.43062500000003,50.0,85.78280000000001,0.0,0.0,5.0,0.0,21.0,0.0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
62,95.61,4.0,127.06500000000011,20.0,87.48250000000004,105.0,106.25952380952383,1.0,0.0,5.0,0.0,11.0,0.0,0,1,0,0,1,0,1,1,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
63,9.3,5.0,14.180000000000012,23.0,13.891739130434788,118.0,12.47211864406779,0.0,0.0,7.0,0.0,21.0,0.0,0,1,0,0,1,0,1,1,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
64,17.56,4.0,13.795000000000002,15.0,11.790666666666672,57.0,13.657894736842108,2.0,0.0,8.0,0.0,30.0,0.0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
65,33.61,3.0,52.72999999999991,10.0,91.04900000000039,77.0,96.87129870129874,0.0,0.0,7.0,0.0,24.0,0.0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
66,24.39,4.0,22.07000000000001,20.0,19.694499999999998,89.0,19.496404494382027,0.0,0.0,6.0,0.0,21.0,0.0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
