,TX_AMOUNT,CUSTOMER_ID_NB_TX_1DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW,CUSTOMER_ID_NB_TX_7DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW,CUSTOMER_ID_NB_TX_30DAY_WINDOW,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW,TERMINAL_ID_NB_TX_1DAY_WINDOW,TERMINAL_ID_RISK_1DAY_WINDOW,TERMINAL_ID_NB_TX_7DAY_WINDOW,TERMINAL_ID_RISK_7DAY_WINDOW,TERMINAL_ID_NB_TX_30DAY_WINDOW,TERMINAL_ID_RISK_30DAY_WINDOW,TX_DURING_WEEKEND,TX_DURING_NIGHT,TX_AMOUNT>220.56,CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW<=222.79,CUSTOMER_ID_NB_TX_1DAY_WINDOW>6.50,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW<=112.26,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=119.50,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=86.77,TERMINAL_ID_RISK_1DAY_WINDOW<=0.75,TERMINAL_ID_RISK_7DAY_WINDOW<=0.42,TERMINAL_ID_NB_TX_30DAY_WINDOW>14.50,TERMINAL_ID_RISK_30DAY_WINDOW<=0.13,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=7.50,TERMINAL_ID_NB_TX_7DAY_WINDOW>7.50,TERMINAL_ID_NB_TX_1DAY_WINDOW>2.50,TX_DURING_NIGHT<=0.50,"TX_AMOUNT<=220.56,CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW<=159.31","TX_AMOUNT<=220.56,TERMINAL_ID_RISK_1DAY_WINDOW<=0.75","TX_AMOUNT<=220.56,TERMINAL_ID_RISK_7DAY_WINDOW<=0.42","TX_AMOUNT<=220.56,TERMINAL_ID_RISK_30DAY_WINDOW<=0.13","CUSTOMER_ID_NB_TX_1DAY_WINDOW<=6.50,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=33.50","CUSTOMER_ID_NB_TX_30DAY_WINDOW>119.50,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=6.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_NB_TX_1DAY_WINDOW<=3.50","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW>222.79,TERMINAL_ID_RISK_7DAY_WINDOW<=0.42","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW>222.79,TERMINAL_ID_NB_TX_30DAY_WINDOW<=22.50","CUSTOMER_ID_AVG_AMOUNT_1DAY_WINDOW>222.79,TERMINAL_ID_RISK_30DAY_WINDOW<=0.13","CUSTOMER_ID_NB_TX_30DAY_WINDOW>119.50,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=26.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=24.50","TERMINAL_ID_NB_TX_30DAY_WINDOW<=14.50,CUSTOMER_ID_NB_TX_7DAY_WINDOW<=11.50","TERMINAL_ID_RISK_7DAY_WINDOW>0.42,CUSTOMER_ID_AVG_AMOUNT_7DAY_WINDOW<=13.45","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=84.50","TERMINAL_ID_NB_TX_30DAY_WINDOW<=14.50,CUSTOMER_ID_NB_TX_30DAY_WINDOW<=77.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=45.65","TERMINAL_ID_RISK_7DAY_WINDOW>0.42,CUSTOMER_ID_AVG_AMOUNT_30DAY_WINDOW<=13.64","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_NB_TX_1DAY_WINDOW<=1.50","TERMINAL_ID_RISK_7DAY_WINDOW>0.42,TERMINAL_ID_NB_TX_1DAY_WINDOW<=1.50","TERMINAL_ID_NB_TX_30DAY_WINDOW<=14.50,TERMINAL_ID_NB_TX_1DAY_WINDOW<=1.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_NB_TX_7DAY_WINDOW<=5.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TERMINAL_ID_NB_TX_30DAY_WINDOW<=14.50","TERMINAL_ID_RISK_1DAY_WINDOW>0.75,TX_DURING_NIGHT<=0.50","TERMINAL_ID_RISK_7DAY_WINDOW>0.42,TERMINAL_ID_NB_TX_7DAY_WINDOW<=5.50","TERMINAL_ID_NB_TX_30DAY_WINDOW<=14.50,TERMINAL_ID_NB_TX_7DAY_WINDOW<=2.50","TERMINAL_ID_RISK_7DAY_WINDOW>0.42,TERMINAL_ID_NB_TX_30DAY_WINDOW<=15.50","TERMINAL_ID_RISK_7DAY_WINDOW>0.42,TERMINAL_ID_RISK_30DAY_WINDOW<=0.40"
16,42.32,6.0,72.77000000000005,35.0,71.1742857142857,119.0,68.20369747899157,0.0,0.0,6.0,0.0,22.0,0.0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,5.33,3.0,7.3300000000000125,26.0,9.55576923076923,103.0,10.13592233009709,2.0,0.0,10.0,0.0,28.0,0.0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,33.58,6.0,22.638333333333335,21.0,18.59523809523809,87.0,18.621609195402304,0.0,0.0,5.0,0.0,26.0,0.0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,61.17,6.0,65.40999999999997,17.0,50.93411764705885,73.0,51.33835616438356,1.0,0.0,3.0,0.0,13.0,0.0,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
20,49.77,3.0,35.04333333333333,7.0,41.63714285714288,21.0,39.22333333333333,1.0,0.0,4.0,0.0,15.0,0.0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,91.42,3.0,73.21333333333331,27.0,55.3137037037037,97.0,51.09577319587629,1.0,0.0,3.0,0.0,18.0,0.0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,60.11,2.0,58.26000000000002,15.0,45.70466666666666,47.0,38.60574468085107,0.0,0.0,8.0,0.0,30.0,0.0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,120.53,4.0,132.35999999999999,23.0,88.4952173913044,95.0,82.42084210526312,1.0,0.0,4.0,0.0,20.0,0.0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,25.38,1.0,25.380000000000035,6.0,30.633333333333393,54.0,31.101481481481482,1.0,0.0,6.0,0.0,16.0,0.0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,27.48,1.0,27.47999999999995,21.0,29.42571428571429,93.0,31.519999999999992,2.0,0.0,8.0,0.0,23.0,0.043478260869565216,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,9.12,4.0,13.37,13.0,18.879230769230766,39.0,22.114615384615394,0.0,0.0,5.0,0.0,17.0,0.0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,58.44,3.0,47.886666666666684,20.0,67.82399999999998,58.0,61.66413793103447,2.0,0.0,6.0,0.0,14.0,0.0,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
28,112.84,2.0,116.14000000000001,10.0,106.18700000000008,41.0,90.88609756097561,1.0,0.0,5.0,0.0,26.0,0.0,0,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,90.2,3.0,61.696666666666715,26.0,68.3273076923077,97.0,70.86391752577323,1.0,0.0,4.0,0.0,19.0,0.0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,26.4,4.0,40.15749999999999,16.0,38.57625000000002,78.0,39.015384615384605,0.0,0.0,9.0,0.0,37.0,0.0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,6.66,4.0,7.007500000000003,11.0,6.9872727272727255,60.0,6.707499999999995,0.0,0.0,2.0,0.0,15.0,0.0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,54.65,2.0,47.11000000000007,27.0,57.445185185185196,93.0,54.76860215053764,0.0,0.0,4.0,0.0,20.0,0.0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,17.18,4.0,19.540000000000006,17.0,20.060000000000027,101.0,18.94940594059407,1.0,0.0,2.0,0.0,10.0,0.0,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
34,21.37,3.0,33.58999999999999,19.0,37.508947368421026,85.0,40.771882352941184,1.0,0.0,6.0,0.0,24.0,0.0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,43.21,5.0,66.142,26.0,64.75846153846155,99.0,68.30949494949493,1.0,0.0,4.0,0.0,14.0,0.0,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
36,215.92,3.0,139.32000000000005,20.0,100.81000000000002,70.0,85.80657142857139,1.0,0.0,5.0,0.0,13.0,0.0,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
37,15.92,6.0,13.693333333333326,20.0,14.432500000000008,82.0,13.121463414634146,0.0,0.0,3.0,0.3333333333333333,17.0,0.058823529411764705,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,14.75,2.0,32.01000000000004,20.0,34.147500000000015,95.0,36.1981052631579,0.0,0.0,5.0,0.0,18.0,0.0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,151.32,1.0,151.3200000000001,13.0,98.41461538461535,49.0,86.27,1.0,0.0,5.0,0.0,17.0,0.0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,13.6,6.0,68.85499999999998,33.0,71.66090909090913,105.0,76.67304761904762,2.0,0.0,4.0,0.0,23.0,0.0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,51.52,1.0,51.520000000000074,13.0,60.97923076923074,77.0,58.987142857142885,0.0,0.0,7.0,0.0,28.0,0.0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,39.31,3.0,43.94333333333332,14.0,47.98214285714289,51.0,41.84431372549021,1.0,0.0,2.0,0.0,13.0,0.0,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
43,63.62,4.0,53.979999999999976,28.0,54.60142857142856,73.0,51.54150684931508,0.0,0.0,9.0,0.0,19.0,0.0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,8.25,3.0,24.09000000000003,21.0,32.914285714285725,96.0,35.906979166666666,0.0,0.0,2.0,0.0,13.0,0.0,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
45,1.45,5.0,13.522000000000006,26.0,13.749615384615389,89.0,12.723370786516854,1.0,0.0,5.0,0.0,25.0,0.0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,123.82,6.0,90.2666666666667,23.0,83.41391304347839,100.0,78.08150000000002,0.0,0.0,6.0,0.0,30.0,0.0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,102.32,7.0,111.6257142857143,25.0,102.15319999999994,117.0,95.8629914529914,1.0,0.0,4.0,0.0,19.0,0.0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,126.62,2.0,91.65000000000003,7.0,79.03428571428582,53.0,95.76811320754724,1.0,0.0,4.0,0.0,24.0,0.0,0,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,63.0,2.0,73.36499999999995,10.0,75.60800000000003,52.0,94.98423076923073,1.0,0.0,6.0,0.0,24.0,0.0,0,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,26.52,1.0,26.519999999999996,8.0,25.74749999999999,18.0,23.53944444444444,1.0,0.0,3.0,0.0,15.0,0.0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,13.6,7.0,14.069999999999991,30.0,16.759333333333345,108.0,16.994259259259266,2.0,0.0,6.0,0.0,26.0,0.038461538461538464,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,42.88,3.0,44.73000000000002,25.0,34.75599999999999,115.0,39.91278260869571,0.0,0.0,5.0,0.0,20.0,0.0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,26.63,6.0,47.71500000000001,14.0,51.001428571428576,40.0,47.816500000000005,0.0,0.0,2.0,0.0,10.0,0.0,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
54,41.58,5.0,49.821999999999946,25.0,80.74160000000002,103.0,77.89776699029127,0.0,0.0,4.0,0.0,19.0,0.0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,6.35,2.0,21.88000000000005,17.0,38.629411764705885,78.0,42.24692307692309,0.0,0.0,11.0,0.0,23.0,0.0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,46.25,7.0,71.61142857142856,34.0,72.22970588235296,101.0,76.35821782178215,0.0,0.0,3.0,0.0,25.0,0.0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,54.45,1.0,54.450000000000074,15.0,55.586666666666716,62.0,60.56516129032256,1.0,0.0,2.0,0.0,14.0,0.0,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
